S,E,I,R
19971,9,19,1
19956,20,21,3
19939,28,26,7
19912,40,36,12
19880,60,42,18
19841,73,57,29
19782,104,79,35
19708,140,105,47
19613,175,144,68
19470,259,179,92
19311,313,253,123
19110,404,311,175
18832,531,411,226
18499,669,539,293
18041,860,709,390
17463,1129,904,504
16784,1375,1204,637
15913,1747,1510,830
14878,2109,1930,1083
13676,2511,2405,1408
12309,2909,2993,1789
10802,3307,3640,2251
9260,3583,4356,2801
7759,3760,5043,3438
6252,3886,5658,4204
4960,3706,6288,5046
3849,3438,6788,5925
2945,3065,7098,6892
2248,2576,7310,7866
1704,2165,7334,8797
1321,1773,7204,9702
1022,1429,6930,10619
805,1132,6586,11477
687,860,6140,12313
576,687,5675,13062
496,524,5241,13739
448,428,4758,14366
419,339,4307,14935
419,253,3921,15407
431,204,3522,15843
413,204,3134,16249
418,170,2808,16604
432,149,2497,16922
447,125,2220,17208
474,106,1984,17436
518,92,1742,17648
527,103,1535,17835
546,99,1361,17994
582,88,1193,18137
615,76,1052,18257
655,70,926,18349
699,61,835,18405
740,61,736,18463
808,51,665,18476
850,65,598,18487
904,55,546,18495
949,40,492,18519
998,35,437,18530
1044,44,383,18529
1104,40,345,18511
1148,39,297,18516
1212,30,270,18488
1280,23,245,18452
1338,24,217,18421
1392,35,186,18387
1454,22,173,18351
1511,23,160,18306
1578,27,142,18253
1621,25,125,18229
1663,25,111,18201
1716,21,98,18165
1764,23,95,18118
1820,11,95,18074
1886,11,80,18023
1929,14,76,17981
1989,16,69,17926
2040,19,57,17884
2101,22,45,17832
2166,16,49,17769
2230,16,47,17707
2274,11,49,17666
2326,12,45,17617
2375,12,40,17573
2421,9,44,17526
2466,8,42,17484
2523,7,44,17426
2566,9,36,17389
2630,7,39,17324
2678,6,32,17284
2734,9,29,17228
2774,8,32,17186
2827,12,26,17135
2878,8,27,17087
2935,9,22,17034
2989,11,18,16982
3034,10,17,16939
3090,8,17,16885
3127,8,16,16849
3182,4,18,16796
3222,8,14,16756
3282,7,14,16697
3326,5,17,16652
3382,8,16,16594
3421,6,16,16557
3473,3,12,16512
3533,1,14,16452
3583,3,13,16401
3628,3,13,16356
3679,3,14,16304
3731,3,10,16256
3772,5,9,16214
3825,3,9,16163
3877,1,11,16111
3922,2,10,16066
3967,2,9,16022
4021,3,9,15967
4072,4,8,15916
4108,6,9,15877
4147,5,11,15837
