S,E,I,R
19959,21,18,2
19947,29,20,4
19929,36,31,4
19903,44,42,11
19874,56,51,19
19834,76,62,28
19785,98,76,41
19717,127,102,54
19636,157,131,76
19520,213,167,100
19348,299,230,123
19150,394,290,166
18933,464,385,218
18645,584,497,274
18224,771,652,353
17719,971,853,457
17034,1270,1102,594
16295,1526,1404,775
15394,1865,1714,1027
14203,2333,2196,1268
12815,2817,2758,1610
11292,3267,3386,2055
9805,3551,4068,2576
8225,3768,4833,3174
6766,3802,5526,3906
5373,3748,6201,4678
4158,3544,6748,5550
3155,3183,7134,6528
2393,2754,7396,7457
1815,2275,7492,8418
1372,1913,7373,9342
1072,1546,7137,10245
843,1204,6798,11155
686,937,6399,11978
593,705,6013,12689
493,578,5482,13447
443,464,4980,14113
441,359,4528,14672
441,294,4055,15210
432,264,3635,15669
443,215,3240,16102
456,169,2882,16493
474,156,2567,16803
492,124,2281,17103
526,107,2018,17349
554,107,1789,17550
582,101,1565,17752
622,82,1395,17901
657,72,1243,18028
695,72,1103,18130
734,75,960,18231
787,62,827,18324
843,62,718,18377
892,52,652,18404
946,46,570,18438
988,41,504,18467
1046,40,443,18471
1102,37,391,18470
1173,36,351,18440
1229,39,313,18419
1298,39,288,18375
1361,35,258,18346
1419,31,236,18314
1461,35,202,18302
1523,30,180,18267
1573,21,163,18243
1635,23,139,18203
1693,26,134,18147
1747,24,121,18108
1799,21,108,18072
1861,18,99,18022
1924,20,92,17964
2002,17,78,17903
2059,16,72,17853
2104,15,68,17813
2150,14,64,17772
2205,12,57,17726
2267,8,53,17672
2312,9,41,17638
2366,7,36,17591
2418,5,38,17539
2464,10,30,17496
2513,9,29,17449
2565,7,27,17401
2615,3,27,17355
2672,2,27,17299
2730,4,26,17240
2786,3,23,17188
2826,5,21,17148
2877,2,21,17100
2917,2,19,17062
2981,3,16,17000
3015,2,17,16966
3070,1,17,16912
3114,1,11,16874
3177,1,8,16814
3232,2,9,16757
3277,0,10,16713
3327,1,9,16663
3376,3,8,16613
3424,4,6,16566
3478,2,6,16514
3520,4,6,16470
3572,3,6,16419
3631,3,7,16359
3677,2,9,16312
3736,3,10,16251
3786,3,9,16202
3823,4,9,16164
3866,3,11,16120
3912,2,9,16077
3958,4,7,16031
3997,4,6,15993
4037,3,5,15955
4071,4,6,15919
4128,1,9,15862
4180,1,8,15811
4228,5,7,15760
4277,4,8,15711
4322,3,7,15668
4361,1,8,15630
4407,1,8,15584
4452,2,7,15539
4491,3,8,15498
4533,3,9,15455
4581,4,8,15407
4616,2,11,15371
4667,5,10,15318
4726,3,13,15258
4777,4,13,15206
4821,2,14,15163
4869,7,9,15115
4922,4,11,15063
4955,5,10,15030
4990,5,10,14995
5033,4,11,14952
5077,4,12,14907
5108,7,10,14875
5140,6,13,14841
5169,5,14,14812
5209,7,14,14770
5248,7,15,14730
5303,9,14,14674
5339,9,16,14636
5379,9,16,14596
5420,8,17,14555
5449,12,18,14521
5484,14,18,14484
5513,10,23,14454
5548,10,22,14420
5575,16,17,14392
5612,18,18,14352
5649,11,25,14315
5686,11,27,14276
5719,12,33,14236
5755,12,30,14203
5795,12,34,14159
5818,15,33,14134
5854,20,31,14095
5878,24,32,14066
5897,26,31,14046
5919,23,37,14021
5941,23,41,13995
5965,23,43,13969
5998,25,48,13929
6035,25,47,13893
6062,28,46,13864
6093,31,57,13819
6114,33,58,13795
6140,29,66,13765
6163,37,67,13733
6189,39,71,13701
6213,39,80,13668
6227,44,75,13654
6234,47,78,13641
6250,54,86,13610
6271,44,100,13585
6289,48,99,13564
6303,57,108,13532
6317,60,109,13514
6330,63,116,13491
6320,69,122,13489
6315,69,137,13479
6332,77,137,13454
6320,75,155,13450
6321,82,159,13438
6322,80,170,13428
6326,95,167,13412
6313,109,187,13391
6315,121,201,13363
6310,122,213,13355
6299,128,234,13339
6285,123,252,13340
6265,140,264,13331
6228,145,283,13344
6207,158,290,13345
6155,187,295,13363
6116,205,316,13363
6076,197,359,13368
6035,202,382,13381
