S,E,I,R
19965,15,15,5
19953,21,20,6
19931,34,25,10
19909,41,36,14
19880,51,51,18
19836,76,66,22
19773,112,81,34
19697,150,104,49
19609,182,145,64
19488,251,172,89
19337,321,236,106
19112,438,304,146
18843,531,429,197
18502,670,558,270
18095,830,714,361
17530,1097,907,466
16843,1376,1177,604
15975,1713,1532,780
14963,2079,1924,1034
13687,2581,2390,1342
12277,2998,3021,1704
10790,3332,3711,2167
9204,3622,4469,2705
7642,3811,5181,3366
6177,3835,5855,4133
4888,3743,6401,4968
3759,3447,6977,5817
2845,3058,7351,6746
2161,2610,7499,7730
1615,2183,7538,8664
1238,1761,7368,9633
976,1350,7106,10568
790,1043,6735,11432
643,869,6277,12211
546,677,5758,13019
481,535,5269,13715
448,410,4806,14336
419,343,4273,14965
405,270,3834,15491
416,206,3476,15902
434,169,3072,16325
451,148,2751,16650
470,136,2450,16944
478,131,2197,17194
503,113,1951,17433
535,100,1729,17636
567,99,1534,17800
597,92,1374,17937
654,75,1220,18051
700,72,1068,18160
737,70,946,18247
786,57,841,18316
841,61,735,18363
884,55,662,18399
921,55,585,18439
977,41,516,18466
1027,39,452,18482
1085,39,385,18491
1143,26,348,18483
1184,34,310,18472
1236,26,277,18461
1290,29,245,18436
1347,30,208,18415
1391,22,188,18399
1445,27,162,18366
1489,16,147,18348
1549,17,126,18308
1596,14,124,18266
1651,19,103,18227
1698,15,96,18191
1757,14,84,18145
1801,14,82,18103
1856,17,63,18064
1923,16,58,18003
1983,13,53,17951
2041,12,55,17892
2098,12,53,17837
2157,13,48,17782
2213,13,44,17730
2275,9,39,17677
2338,9,39,17614
2385,10,33,17572
2436,7,33,17524
2487,5,32,17476
2545,4,28,17423
2596,7,22,17375
2659,7,21,17313
2701,8,20,17271
2766,5,19,17210
2809,5,19,17167
2864,4,16,17116
2917,1,15,17067
2967,1,12,17020
3019,1,10,16970
3072,3,10,16915
3122,3,7,16868
3171,2,6,16821
3222,1,4,16773
3277,1,4,16718
3331,1,5,16663
3380,0,6,16614
3432,0,5,16563
3472,0,5,16523
3519,2,5,16474
3576,1,6,16417
3615,2,4,16379
3664,1,4,16331
3709,2,4,16285
3757,1,4,16238
3820,1,4,16175
3868,1,4,16127
3918,1,4,16077
3976,3,4,16017
4018,2,5,15975
4075,2,4,15919
4121,1,5,15873
4159,1,4,15836
4201,3,3,15793
4250,2,3,15745
4292,2,5,15701
4337,2,6,15655
4377,2,2,15619
4422,3,1,15574
4461,3,0,15536
4510,2,1,15487
4554,0,3,15443
4583,0,2,15415
4626,0,2,15372
4675,0,2,15323
4713,0,2,15285
4758,1,1,15240
4794,0,2,15204
4828,0,1,15171
4872,1,1,15126
4912,1,1,15086
4952,0,2,15046
4985,1,2,15012
5032,1,2,14965
5067,0,3,14930
5103,3,3,14891
5135,1,4,14860
5182,1,1,14816
5220,2,2,14776
5263,2,1,14734
5310,0,3,14687
5350,2,2,14646
5378,3,1,14618
5420,3,1,14576
5457,3,1,14539
5494,1,3,14502
5542,1,4,14453
5584,0,5,14411
5629,0,5,14366
5660,2,4,14334
5705,1,3,14291
5744,1,3,14252
5777,1,3,14219
5816,0,4,14180
5855,0,3,14142
5899,1,2,14098
5934,1,2,14063
5967,2,1,14030
6008,1,2,13989
6042,0,3,13955
6073,0,3,13924
6113,1,3,13883
6148,2,1,13849
6194,2,1,13803
6228,2,2,13768
6275,3,2,13720
6300,1,3,13696
6348,0,4,13648
6393,0,4,13603
6418,0,4,13578
6446,2,3,13549
6482,2,4,13512
6516,2,3,13479
6547,1,4,13448
6581,3,4,13412
6616,1,5,13378
6656,2,5,13337
6687,3,3,13307
6735,3,2,13260
6776,1,4,13219
6815,1,5,13179
6855,1,4,13140
6883,2,3,13112
6920,2,2,13076
6965,2,3,13030
7008,2,4,12986
7045,3,4,12948
7073,4,6,12917
7105,4,6,12885
7148,2,6,12844
7185,2,7,12806
7222,5,4,12769
7256,3,6,12735
7299,5,4,12692
7334,4,6,12656
7356,5,6,12633
7392,4,6,12598
7425,3,7,12565
7459,3,7,12531
7486,4,9,12501
7518,2,11,12469
7554,8,10,12428
7583,7,11,12399
7616,7,13,12364
7647,7,15,12331
7678,9,14,12299
7710,10,17,12263
7736,11,20,12233
7767,11,24,12198
7795,11,22,12172
7815,18,21,12146
7844,19,20,12117
7863,13,28,12096
7888,19,29,12064
7924,16,30,12030
7943,23,30,12004
7962,30,37,11971
7975,27,42,11956
7986,32,46,11936
7998,39,49,11914
8014,40,56,11890
8028,42,64,11866
8039,43,69,11849
8040,55,83,11822
8058,50,99,11793
8064,59,101,11776
8041,88,114,11757
8050,84,132,11734
8053,92,135,11720
8027,108,156,11709
8000,127,167,11706
7971,135,193,11701
7957,136,217,11690
7920,156,235,11689
7869,161,280,11690
7806,202,286,11706
7757,201,331,11711
7677,233,361,11729
7586,270,401,11743
7491,292,438,11779
7396,298,491,11815
7269,351,517,11863
7167,369,568,11896
7056,381,621,11942
6935,411,676,11978
6753,463,757,12027
6571,498,845,12086
6391,535,893,12181
6195,568,973,12264
6004,591,1044,12361
5807,587,1128,12478
5617,578,1201,12604
5437,593,1248,12722
5213,631,1307,12849
4999,630,1374,12997
4770,659,1416,13155
4558,645,1479,13318
4358,635,1536,13471
4184,609,1571,13636
3981,613,1564,13842
3803,604,1564,14029
3621,613,1569,14197
3454,584,1590,14372
3293,605,1576,14526
3183,551,1608,14658
3057,509,1603,14831
2940,497,1583,14980
2796,493,1570,15141
2677,485,1542,15296
2589,443,1499,15469
2493,409,1486,15612
2437,372,1423,15768
2368,382,1347,15903
2311,378,1293,16018
2267,346,1256,16131
2225,314,1207,16254
2203,286,1158,16353
2171,268,1114,16447
2163,263,1067,16507
2169,234,1029,16568
2167,225,977,16631
2167,218,936,16679
2176,220,886,16718
2190,220,807,16783
2181,210,757,16852
2182,188,736,16894
2194,167,699,16940
2212,165,670,16953
2245,150,667,16938
2248,163,623,16966
2289,144,593,16974
2343,135,562,16960
2371,132,529,16968
2410,131,515,16944
2451,137,471,16941
2498,137,449,16916
2535,131,426,16908
2581,124,412,16883
2617,120,394,16869
2657,119,390,16834
2692,126,366,16816
2734,122,364,16780
2787,128,344,16741
2829,114,341,16716
2888,112,321,16679
2912,124,307,16657
2952,107,316,16625
3009,96,318,16577
3051,92,333,16524
3101,92,315,16492
3150,87,305,16458
3211,83,298,16408
3272,93,290,16345
3309,99,287,16305
3352,98,285,16265
3374,119,272,16235
3434,101,279,16186
3474,102,282,16142
3525,97,277,16101
3565,100,254,16081
3608,83,254,16055
3653,101,233,16013
3698,96,236,15970
3755,84,230,15931
3813,69,237,15881
3863,74,235,15828
3901,96,232,15771
3951,93,238,15718
4014,86,224,15676
4071,84,215,15630
4117,78,219,15586
4155,88,214,15543
4213,76,229,15482
4251,86,226,15437
4288,96,221,15395
4356,86,224,15334
4393,99,217,15291
4438,92,233,15237
4474,88,240,15198
4524,83,234,15159
4555,80,239,15126
4613,75,231,15081
4651,90,230,15029
4685,107,231,14977
4745,95,251,14909
4772,98,242,14888
4828,90,250,14832
4852,99,245,14804
4882,101,242,14775
4931,108,235,14726
4953,122,240,14685
4974,132,251,14643
5012,117,284,14587
5036,123,282,14559
5060,128,283,14529
5092,128,279,14501
5108,129,293,14470
5127,140,297,14436
5133,149,290,14428
5164,137,309,14390
5204,123,332,14341
5186,151,326,14337
5196,157,351,14296
5196,186,358,14260
5222,174,388,14216
5226,189,389,14196
5206,205,422,14167
5204,199,438,14159
5197,221,446,14136
5189,218,495,14098
5182,215,518,14085
5153,252,518,14077
5129,250,532,14089
5084,259,552,14105
5059,260,570,14111
5033,263,576,14128
5015,261,584,14140
4972,280,596,14152
4920,294,628,14158
4898,291,646,14165
4862,284,674,14180
4801,313,682,14204
4764,322,698,14216
4703,342,706,14249
4625,358,734,14283
4603,358,740,14299
4537,375,737,14351
4477,372,773,14378
4424,359,817,14400
