S,E,I,R
19966,14,16,4
19950,26,18,6
19941,27,25,7
19924,32,30,14
19900,40,42,18
19867,65,43,25
19821,81,67,31
19764,108,84,44
19687,144,111,58
19595,181,149,75
19469,229,207,95
19302,308,257,133
19070,428,331,171
18772,563,432,233
18393,726,572,309
17908,942,748,402
17333,1139,1008,520
16573,1463,1284,680
15667,1785,1662,886
14601,2168,2044,1187
13335,2585,2584,1496
11924,2995,3179,1902
10361,3436,3849,2354
8827,3673,4577,2923
7273,3804,5282,3641
5891,3740,5948,4421
4639,3544,6516,5301
3610,3275,6896,6219
2757,2965,7143,7135
2112,2534,7316,8038
1608,2119,7304,8969
1236,1713,7182,9869
946,1368,6931,10755
768,1054,6595,11583
634,794,6204,12368
550,620,5743,13087
493,489,5248,13770
461,389,4786,14364
437,305,4318,14940
419,263,3882,15436
401,233,3487,15879
404,183,3143,16270
427,170,2806,16597
437,166,2481,16916
464,133,2214,17189
482,115,1971,17432
497,106,1764,17633
524,95,1581,17800
566,83,1412,17939
613,74,1251,18062
663,69,1118,18150
699,57,995,18249
740,60,889,18311
789,59,787,18365
833,56,705,18406
895,48,631,18426
951,43,545,18461
1020,40,478,18462
1083,37,418,18462
1129,38,382,18451
1167,38,339,18456
1224,37,304,18435
1282,24,276,18418
1330,35,241,18394
1389,35,224,18352
1432,27,206,18335
1486,28,183,18303
1552,21,162,18265
1607,20,146,18227
1659,20,136,18185
1721,15,126,18138
1775,20,110,18095
1831,18,106,18045
1885,18,93,18004
1928,16,91,17965
1975,16,86,17923
2032,14,74,17880
2078,15,73,17834
2134,14,69,17783
2195,12,65,17728
2244,15,52,17689
2300,10,53,17637
2348,15,46,17591
2394,13,42,17551
2435,17,41,17507
2484,8,47,17461
2537,9,37,17417
2577,8,38,17377
2621,10,36,17333
2676,10,27,17287
2717,9,23,17251
2775,8,24,17193
2818,7,26,17149
2879,8,24,17089
2922,5,21,17052
2965,3,21,17011
3022,4,20,16954
3061,5,22,16912
3108,5,20,16867
3155,4,18,16823
3197,3,18,16782
3241,5,15,16739
3271,6,11,16712
3334,6,11,16649
3373,5,13,16609
3432,3,10,16555
3470,3,10,16517
3521,5,11,16463
3565,7,10,16418
3629,2,15,16354
3680,4,14,16302
3743,5,13,16239
3788,4,13,16195
3824,5,12,16159
3874,4,10,16112
3928,3,9,16060
3972,2,10,16016
4018,2,11,15969
4061,4,11,15924
4123,5,10,15862
4164,5,8,15823
4225,2,13,15760
4260,4,10,15726
4299,4,8,15689
4335,3,10,15652
4376,3,8,15613
4418,4,8,15570
4467,4,7,15522
4501,4,6,15489
4539,2,8,15451
4579,1,8,15412
4617,2,9,15372
4663,2,9,15326
4708,3,9,15280
4757,5,9,15229
4794,4,11,15191
4839,3,9,15149
4876,2,10,15112
4921,7,7,15065
4961,5,8,15026
5000,5,9,14986
5046,4,7,14943
5088,5,7,14900
5124,5,6,14865
5166,4,8,14822
5203,0,10,14787
5245,2,7,14746
5281,5,6,14708
5321,5,7,14667
5355,3,8,14634
5395,2,8,14595
5438,2,9,14551
5490,2,9,14499
5524,4,9,14463
5558,6,9,14427
5590,5,13,14392
5628,6,10,14356
5668,5,9,14318
5706,8,6,14280
5738,5,9,14248
5777,4,11,14208
5830,1,13,14156
5875,4,11,14110
5922,3,14,14061
5956,7,14,14023
5999,9,13,13979
6041,11,15,13933
6079,9,15,13897
6111,14,12,13863
6144,14,13,13829
6176,10,20,13794
6189,12,21,13778
6222,10,23,13745
6261,11,20,13708
6294,14,22,13670
6325,20,23,13632
6358,16,24,13602
6390,17,24,13569
6422,15,31,13532
6460,17,31,13492
6500,19,32,13449
6528,13,37,13422
6552,20,42,13386
6577,24,43,13356
6606,26,48,13320
6621,29,47,13303
6657,22,57,13264
6675,40,52,13233
6702,39,55,13204
6725,39,58,13178
6731,45,71,13153
6761,40,76,13123
6779,47,78,13096
6791,51,77,13081
6817,54,85,13044
6822,59,94,13025
6820,79,97,13004
6840,76,104,12980
6845,86,126,12943
6836,88,147,12929
6836,88,167,12909
6819,102,184,12895
6810,118,197,12875
6774,133,219,12874
6755,144,229,12872
6739,151,258,12852
6707,167,274,12852
6679,168,294,12859
6658,170,303,12869
6603,198,311,12888
6566,187,347,12900
6521,196,384,12899
6468,201,412,12919
6395,234,425,12946
6303,279,449,12969
6230,265,494,13011
6138,276,525,13061
6059,284,563,13094
5942,321,607,13130
5843,328,623,13206
5736,346,664,13254
5615,377,697,13311
5506,392,729,13373
5403,391,755,13451
5314,372,789,13525
5193,412,821,13574
5084,409,866,13641
4944,439,898,13719
4843,429,941,13787
4712,433,993,13862
4569,451,1029,13951
4426,465,1064,14045
4281,476,1078,14165
4138,477,1107,14278
4039,447,1153,14361
3926,460,1137,14477
3783,481,1146,14590
3649,484,1133,14734
3561,441,1157,14841
3470,441,1143,14946
3390,400,1141,15069
3307,410,1115,15168
3210,378,1159,15253
3136,360,1162,15342
3074,334,1147,15445
2986,341,1121,15552
2928,336,1074,15662
2875,316,1042,15767
2833,299,1013,15855
2796,295,996,15913
2775,278,970,15977
2725,296,924,16055
2696,276,906,16122
2676,254,895,16175
2661,254,858,16227
2648,238,824,16290
2643,234,798,16325
2623,249,751,16377
2617,233,729,16421
2620,233,716,16431
2636,210,720,16434
2650,176,729,16445
2656,178,680,16486
2648,182,639,16531
2662,184,608,16546
2678,192,588,16542
2693,187,571,16549
2722,168,582,16528
2738,166,559,16537
2761,176,543,16520
2795,159,542,16504
2827,153,528,16492
2851,138,529,16482
2854,158,520,16468
2887,147,507,16459
2896,148,498,16458
2922,140,499,16439
2939,158,468,16435
2983,141,444,16432
3017,134,440,16409
3066,119,433,16382
3111,114,423,16352
3132,129,397,16342
3146,132,400,16322
3192,127,384,16297
3230,115,386,16269
3269,112,391,16228
3295,118,376,16211
3334,131,362,16173
3366,114,360,16160
3414,112,346,16128
3447,116,335,16102
3478,127,323,16072
3525,123,316,16036
3572,109,317,16002
3607,101,326,15966
3657,99,324,15920
3685,113,305,15897
3727,116,296,15861
3750,120,303,15827
3786,113,313,15788
3815,127,310,15748
3834,135,313,15718
3873,126,316,15685
3925,112,324,15639
3966,126,305,15603
4009,118,318,15555
4032,129,320,15519
4067,128,326,15479
4103,133,336,15428
4133,137,324,15406
4169,142,332,15357
4197,140,339,15324
4219,135,352,15294
4241,155,342,15262
4279,134,345,15242
4304,144,337,15215
4327,144,343,15186
4328,162,347,15163
4360,174,373,15093
4378,174,370,15078
4386,174,388,15052
4406,174,395,15025
4415,173,420,14992
4416,180,436,14968
4429,169,452,14950
4418,201,417,14964
4434,200,420,14946
4451,190,436,14923
4489,165,456,14890
4500,172,455,14873
4496,178,479,14847
4511,186,476,14827
4501,192,488,14819
4479,201,493,14827
4474,206,499,14821
4449,213,523,14815
4429,228,533,14810
4397,250,537,14816
4395,251,546,14808
4369,263,555,14813
4365,257,564,14814
4338,255,589,14818
4330,248,599,14823
4326,244,610,14820
4289,267,618,14826
4277,258,611,14854
4259,259,629,14853
4230,276,641,14853
4224,277,641,14858
4205,271,653,14871
4208,259,665,14868
4216,265,676,14843
4186,289,660,14865
4158,278,693,14871
4128,293,718,14861
4114,305,715,14866
4086,279,747,14888
4073,272,760,14895
4036,303,768,14893
4043,282,770,14905
4037,297,749,14917
3995,309,754,14942
3961,291,752,14996
3960,286,757,14997
3921,311,748,15020
3889,310,769,15032
3847,317,790,15046
3810,328,789,15073
3809,302,802,15087
3753,312,815,15120
3758,291,822,15129
3750,315,798,15137
3739,318,788,15155
3713,334,781,15172
3707,317,805,15171
3676,322,811,15191
3652,300,826,15222
3627,296,834,15243
3616,296,838,15250
3606,281,843,15270
3592,288,830,15290
3572,292,803,15333
3565,299,784,15352
3561,291,780,15368
3564,281,766,15389
3547,286,779,15388
3528,278,784,15410
3510,264,791,15435
3486,290,767,15457
3488,288,762,15462
3497,279,762,15462
3511,263,772,15454
3495,249,789,15467
3501,249,767,15483
3504,238,764,15494
3497,243,740,15520
3499,260,716,15525
3500,245,718,15537
3529,235,716,15520
3545,217,717,15521
3565,217,695,15523
3554,225,693,15528
3556,236,674,15534
3568,243,667,15522
3582,239,652,15527
3571,243,674,15512
3572,253,672,15503
3599,257,658,15486
3624,242,652,15482
3638,245,646,15471
3655,250,633,15462
3687,237,650,15426
3696,248,644,15412
3667,272,642,15419
3665,264,670,15401
3655,255,692,15398
3652,254,692,15402
3635,261,688,15416
3638,256,676,15430
3635,255,668,15442
3638,257,660,15445
3642,257,662,15439
3632,258,682,15428
3630,267,698,15405
3635,272,717,15376
3653,254,716,15377
3665,255,689,15391
3659,250,687,15404
3662,245,668,15425
3674,240,667,15419
3681,236,659,15424
3686,247,646,15421
3701,251,624,15424
3717,232,652,15399
3720,250,659,15371
3728,253,641,15378
3745,251,649,15355
3748,236,649,15367
3779,215,668,15338
3787,224,646,15343
3808,229,658,15305
3819,252,651,15278
3837,258,642,15263
3834,267,654,15245
3834,266,674,15226
3849,271,655,15225
3855,265,674,15206
3843,285,667,15205
3810,269,697,15224
3810,265,698,15227
3796,271,682,15251
3810,262,673,15255
3806,228,683,15283
3816,249,665,15270
3798,258,682,15262
3798,268,669,15265
3790,257,689,15264
3777,249,697,15277
3778,255,687,15280
3751,268,690,15291
3727,274,691,15308
3719,246,682,15353
3681,270,657,15392
3702,260,656,15382
3701,273,643,15383
3701,258,651,15390
3696,244,658,15402
3682,255,645,15418
3697,242,647,15414
3699,251,631,15419
3697,235,656,15412
3690,246,651,15413
3691,252,640,15417
3688,243,647,15422
3707,238,645,15410
3722,233,653,15392
3702,243,663,15392
3705,255,643,15397
3722,230,650,15398
3727,234,657,15382
3743,234,653,15370
3726,236,644,15394
3721,236,658,15385
3709,239,651,15401
3709,244,648,15399
3695,236,662,15407
3680,232,637,15451
3699,236,626,15439
3684,246,616,15454
3678,249,637,15436
3673,238,645,15444
3673,252,622,15453
3662,245,637,15456
3697,221,629,15453
3709,226,622,15443
3726,246,625,15403
3716,249,629,15406
3702,260,640,15398
3690,257,666,15387
3682,246,673,15399
3689,229,675,15407
3708,216,670,15406
3701,234,658,15407
3702,245,661,15392
3701,247,630,15422
3719,229,627,15425
3712,245,608,15435
3731,229,618,15422
3727,226,624,15423
3723,228,605,15444
3716,240,600,15444
3726,229,613,15432
3724,219,608,15449
3732,225,602,15441
3733,215,607,15445
3755,210,599,15436
3762,213,587,15438
3769,196,601,15434
3795,192,607,15406
3780,214,588,15418
3778,216,605,15401
3749,246,600,15405
3751,232,612,15405
3728,233,603,15436
3717,241,616,15426
3731,236,627,15406
3702,249,637,15412
3694,243,630,15433
3697,234,651,15418
3703,235,672,15390
3701,249,667,15383
3707,240,654,15399
3735,219,662,15384
3731,211,671,15387
3752,209,657,15382
3761,204,655,15380
3749,221,637,15393
3749,230,624,15397
3752,223,629,15396
