S,E,I,R
19967,13,17,3
19956,18,20,6
19937,32,22,9
19920,36,34,10
19895,49,41,15
19861,66,51,22
19828,76,67,29
19766,115,78,41
19672,167,106,55
19562,214,155,69
19415,281,210,94
19229,372,266,133
18993,461,362,184
18682,601,473,244
18283,793,607,317
17811,974,793,422
17220,1211,1014,555
16465,1503,1322,710
15525,1867,1683,925
14390,2257,2154,1199
13071,2758,2653,1518
11625,3168,3288,1919
10198,3360,4026,2416
8576,3712,4645,3067
7065,3836,5351,3748
5683,3775,5996,4546
4414,3628,6582,5376
3393,3257,7123,6227
2563,2833,7395,7209
1954,2375,7531,8140
1474,1987,7409,9130
1131,1608,7213,10048
885,1223,6990,10902
697,965,6467,11871
563,748,6008,12681
484,559,5573,13384
438,444,5052,14066
415,361,4596,14628
404,284,4147,15165
398,231,3689,15682
423,156,3339,16082
431,139,2983,16447
454,130,2631,16785
461,131,2345,17063
485,110,2089,17316
500,99,1873,17528
556,81,1654,17709
601,82,1460,17857
641,83,1279,17997
678,77,1115,18130
725,73,978,18224
781,70,873,18276
816,69,774,18341
843,58,710,18389
897,53,628,18422
951,47,559,18443
995,50,501,18454
1045,54,445,18456
1095,50,399,18456
1153,50,372,18425
1205,42,343,18410
1258,34,308,18400
1309,32,278,18381
1352,39,255,18354
1405,43,222,18330
1472,33,203,18292
1525,31,179,18265
1590,27,169,18214
1654,26,146,18174
1707,18,136,18139
1751,16,128,18105
1813,16,115,18056
1876,15,111,17998
1929,17,94,17960
1975,20,88,17917
2030,15,80,17875
2081,15,73,17831
2147,18,66,17769
2217,14,60,17709
2260,14,59,17667
2320,13,58,17609
2377,12,51,17560
2432,12,42,17514
2478,14,47,17461
2517,15,43,17425
2568,16,41,17375
2604,19,39,17338
2660,14,43,17283
2703,13,41,17243
2751,19,37,17193
2802,16,31,17151
2846,16,34,17104
2908,15,36,17041
2947,16,38,16999
2987,20,40,16953
3036,13,47,16904
3081,7,50,16862
3132,7,46,16815
3167,8,41,16784
3214,12,39,16735
3252,13,41,16694
3290,15,41,16654
3332,10,40,16618
3381,13,35,16571
3442,11,38,16509
3488,13,31,16468
3534,15,30,16421
3575,14,29,16382
3625,10,28,16337
3669,10,24,16297
3729,11,28,16232
3781,11,25,16183
3818,11,27,16144
3852,9,29,16110
3902,6,28,16064
3940,8,31,16021
3983,10,29,15978
4030,12,22,15936
4068,9,26,15897
4103,6,26,15865
4134,6,29,15831
4178,5,29,15788
4230,8,25,15737
4274,11,24,15691
4328,11,24,15637
4363,10,23,15604
4399,11,23,15567
4436,16,24,15524
4491,10,27,15472
4529,15,27,15429
4563,19,25,15393
4604,16,28,15352
4647,16,29,15308
4687,14,28,15271
4724,21,28,15227
4762,17,32,15189
4804,14,34,15148
4839,16,33,15112
4878,16,31,15075
4923,17,35,15025
4956,13,40,14991
4990,14,39,14957
5035,12,41,14912
5063,14,42,14881
5086,16,43,14855
5121,19,44,14816
5140,22,45,14793
5185,19,46,14750
5216,22,47,14715
5253,19,49,14679
5279,26,47,14648
5304,22,55,14619
5339,22,60,14579
5376,27,61,14536
5423,28,62,14487
5445,34,63,14458
5478,26,67,14429
5524,30,71,14375
5537,40,79,14344
5558,39,86,14317
5588,42,89,14281
5609,38,91,14262
5633,42,95,14230
5651,45,95,14209
5674,43,100,14183
5689,48,109,14154
5719,41,115,14125
5728,64,108,14100
5732,69,113,14086
5736,70,127,14067
5733,76,140,14051
5748,74,144,14034
5762,82,145,14011
5780,83,154,13983
5789,88,166,13957
5804,81,186,13929
5802,93,188,13917
5810,104,191,13895
5793,112,207,13888
5772,125,219,13884
5761,133,234,13872
5752,140,249,13859
5738,149,262,13851
5717,152,273,13858
5685,164,291,13860
5663,163,306,13868
5646,171,314,13869
5604,188,330,13878
5581,189,349,13881
5544,200,366,13890
5491,203,406,13900
5448,218,421,13913
5407,226,419,13948
5371,221,425,13983
5326,212,462,14000
5268,217,508,14007
5202,244,534,14020
5153,241,543,14063
5065,268,571,14096
4976,292,588,14144
4920,282,613,14185
4851,296,633,14220
4777,315,651,14257
4713,314,664,14309
4662,292,672,14374
4608,290,677,14425
4534,305,697,14464
4454,329,704,14513
4376,338,741,14545
4304,325,765,14606
4228,350,767,14655
4139,345,804,14712
4054,343,836,14767
3978,358,849,14815
3930,340,861,14869
3876,315,857,14952
3812,324,858,15006
3737,319,871,15073
3700,290,875,15135
3633,317,861,15189
3569,304,871,15256
3507,313,881,15299
3489,292,867,15352
3427,293,864,15416
3393,297,830,15480
3362,301,816,15521
3320,303,822,15555
3281,291,803,15625
3246,286,801,15667
3215,279,812,15694
3211,275,791,15723
3173,275,796,15756
3149,268,789,15794
3141,255,782,15822
3107,260,759,15874
3103,234,756,15907
3080,240,756,15924
3076,224,760,15940
3061,222,724,15993
3066,217,702,16015
3054,234,668,16044
3075,211,681,16033
3083,211,662,16044
3089,197,672,16042
3090,205,647,16058
3120,188,639,16053
3146,183,630,16041
3129,196,614,16061
3146,205,584,16065
3124,216,571,16089
3124,226,553,16097
3148,211,554,16087
3170,204,536,16090
3192,193,542,16073
3182,207,537,16074
3198,217,518,16067
3222,191,535,16052
3225,190,534,16051
3225,184,552,16039
3235,170,540,16055
3263,178,516,16043
3300,174,505,16021
3318,161,505,16016
3336,165,486,16013
3358,169,484,15989
3396,144,484,15976
3418,161,467,15954
3422,164,463,15951
3449,153,463,15935
3470,138,469,15923
3523,132,454,15891
3553,135,429,15883
3565,146,429,15860
3599,153,423,15825
3635,148,413,15804
3672,145,416,15767
3701,143,424,15732
3716,167,414,15703
3754,146,424,15676
3779,152,426,15643
3810,174,411,15605
3829,172,409,15590
3874,157,416,15553
3908,154,426,15512
3943,136,426,15495
3976,145,411,15468
4000,147,393,15460
4030,144,395,15431
4059,155,390,15396
4061,182,376,15381
4074,188,384,15354
4089,178,393,15340
4131,160,422,15287
4154,154,416,15276
4185,167,402,15246
4192,163,407,15238
4197,170,424,15209
4208,180,444,15168
4205,199,446,15150
4235,197,438,15130
4238,206,446,15110
4262,191,448,15099
4279,200,437,15084
4300,194,440,15066
4322,191,468,15019
4303,205,475,15017
4319,197,497,14987
4316,183,506,14995
4324,191,512,14973
4309,205,519,14967
4333,214,526,14927
4371,211,539,14879
4356,220,548,14876
4347,237,550,14866
4336,234,555,14875
4356,217,553,14874
4355,240,541,14864
4353,231,545,14871
4333,234,553,14880
4332,228,583,14857
4331,228,591,14850
4301,248,581,14870
4283,265,565,14887
4265,273,585,14877
4276,266,594,14864
4257,271,601,14871
4248,275,612,14865
4244,240,638,14878
4221,250,647,14882
4193,258,658,14891
4170,273,664,14893
4154,275,663,14908
4134,271,677,14918
4102,277,696,14925
4094,263,703,14940
4074,269,683,14974
4058,268,709,14965
4038,271,711,14980
4040,245,740,14975
4024,261,744,14971
3990,263,737,15010
3972,260,703,15065
3966,275,709,15050
3945,273,724,15058
3940,278,732,15050
3889,306,723,15082
3874,271,749,15106
3838,284,739,15139
3825,280,747,15148
3802,271,755,15172
3765,269,778,15188
3759,264,760,15217
3741,261,768,15230
3695,285,761,15259
3657,290,776,15277
3639,290,774,15297
3619,293,769,15319
3624,278,777,15321
3602,288,763,15347
3598,274,779,15349
3588,291,765,15356
3574,270,760,15396
3563,282,766,15389
3561,284,776,15379
3541,287,747,15425
3533,278,758,15431
3518,279,760,15443
3522,262,773,15443
3526,267,740,15467
3516,266,734,15484
3504,257,740,15499
3502,260,727,15511
3514,258,710,15518
3497,264,715,15524
3480,268,731,15521
3488,245,732,15535
3493,240,724,15543
3501,239,712,15548
3538,221,705,15536
3543,220,669,15568
3556,244,641,15559
3571,225,660,15544
3564,228,654,15554
3561,245,645,15549
3581,242,640,15537
3585,237,632,15546
3608,222,638,15532
3616,222,620,15542
3603,226,631,15540
3612,242,638,15508
3617,238,635,15510
3626,222,631,15521
3630,213,642,15515
3641,239,617,15503
3672,225,624,15479
3682,238,618,15462
3669,231,614,15486
3672,227,610,15491
3706,217,614,15463
3744,207,609,15440
3762,227,607,15404
3767,224,624,15385
3782,216,614,15388
3786,237,595,15382
3801,243,598,15358
3815,225,619,15341
3824,228,599,15349
3836,225,603,15336
3843,231,597,15329
3861,232,594,15313
3874,230,613,15283
3899,224,616,15261
3913,215,614,15258
3910,230,618,15242
3904,242,594,15260
3902,249,587,15262
3923,237,574,15266
3924,224,587,15265
3944,227,595,15234
3939,227,605,15229
3939,227,619,15215
3939,240,608,15213
3949,248,613,15190
3925,264,617,15194
3953,250,640,15157
3950,266,623,15161
3937,293,627,15143
3936,262,651,15151
3945,263,667,15125
3948,250,680,15122
3952,248,681,15119
3955,256,679,15110
3952,272,675,15101
3941,278,686,15095
3918,271,700,15111
3932,253,725,15090
3916,277,691,15116
3900,281,698,15121
3901,253,711,15135
3866,274,702,15158
3859,247,722,15172
3848,268,698,15186
3844,270,700,15186
3814,267,710,15209
3805,265,704,15226
3796,244,722,15238
3790,251,716,15243
3794,252,714,15240
3803,237,716,15244
3806,238,692,15264
3820,228,689,15263
3814,230,678,15278
3786,251,681,15282
3754,279,692,15275
3759,267,691,15283
3757,269,681,15293
3737,248,722,15293
3740,246,701,15313
3704,257,683,15356
3691,254,670,15385
3687,261,664,15388
3707,260,665,15368
3702,256,673,15369
3676,269,687,15368
3677,259,683,15381
3662,266,679,15393
3631,282,699,15388
3615,280,725,15380
3617,272,697,15414
3620,255,709,15416
3612,249,693,15446
3624,266,673,15437
3649,242,686,15423
3649,233,678,15440
3652,242,676,15430
3631,268,671,15430
3623,256,669,15452
3608,261,669,15462
3637,237,683,15443
3659,235,657,15449
3653,246,642,15459
3656,256,648,15440
3631,273,650,15446
3646,238,678,15438
3640,257,675,15428
3647,257,680,15416
3646,253,679,15422
3636,265,663,15436
3667,243,682,15408
3677,246,666,15411
3660,257,659,15424
3657,252,658,15433
3673,228,675,15424
3669,249,659,15423
3702,252,652,15394
3701,240,658,15401
3681,250,656,15413
3695,237,681,15387
3667,247,669,15417
3685,233,688,15394
3668,240,702,15390
3690,240,680,15390
3689,256,670,15385
3690,260,681,15369
3705,244,691,15360
3688,257,683,15372
3698,264,651,15387
3699,271,648,15382
3692,259,659,15390
3694,260,635,15411
3680,253,658,15409
3675,257,679,15389
3663,250,690,15397
3669,242,690,15399
3661,244,695,15400
3649,253,685,15413
3662,238,684,15416
3678,230,662,15430
3653,245,646,15456
3656,238,636,15470
3659,229,651,15461
3675,223,643,15459
3674,210,665,15451
3682,219,635,15464
3717,210,650,15423
3731,219,620,15430
3738,212,613,15437
3769,201,610,15420
3767,217,600,15416
3787,227,611,15375
3807,214,619,15360
3826,196,604,15374
3843,199,606,15352
3856,200,596,15348
3868,205,587,15340
3882,235,562,15321
3892,233,557,15318
3905,225,546,15324
3918,227,554,15301
3941,212,555,15292
3959,207,570,15264
3969,200,563,15268
3981,214,549,15256
3989,212,565,15234
3993,247,552,15208
3982,255,556,15207
3983,248,582,15187
3973,264,580,15183
3981,256,610,15153
3982,256,609,15153
3980,238,607,15175
3987,234,613,15166
3983,231,617,15169
3995,236,613,15156
4007,246,619,15128
4013,257,617,15113
4009,261,640,15090
3991,272,638,15099
3979,267,666,15088
3970,260,678,15092
3966,250,695,15089
3934,271,697,15098
3925,285,707,15083
3891,309,691,15109
3879,297,718,15106
3862,296,715,15127
3859,281,740,15120
3841,276,736,15147
3838,279,741,15142
3793,293,759,15155
3770,294,746,15190
3739,294,772,15195
3741,297,747,15215
3726,288,753,15233
3722,279,764,15235
3707,273,770,15250
3693,283,768,15256
3673,296,785,15246
3664,273,808,15255
3649,285,800,15266
3611,294,810,15285
3622,280,799,15299
3631,267,780,15322
3623,272,768,15337
3587,278,787,15348
3562,267,803,15368
3534,286,766,15414
3533,277,760,15430
3544,252,765,15439
3520,253,763,15464
3512,276,747,15465
3518,276,742,15464
3538,259,728,15475
3539,246,727,15488
3528,264,727,15481
3535,260,708,15497
3546,251,693,15510
3570,256,686,15488
3596,237,698,15469
3610,258,672,15460
3609,279,662,15450
3613,260,679,15448
3611,274,662,15453
3614,278,675,15433
3619,247,714,15420
3605,265,710,15420
3612,259,699,15430
3582,261,710,15447
3576,271,714,15439
3571,263,720,15446
3592,275,701,15432
3587,289,682,15442
3609,259,688,15444
3603,255,698,15444
3600,257,701,15442
3598,258,701,15443
3591,248,713,15448
3599,236,733,15432
3622,246,708,15424
3628,236,699,15437
3618,259,666,15457
3619,229,701,15451
3637,212,684,15467
3650,242,662,15446
3670,232,655,15443
3672,232,668,15428
3695,237,638,15430
3697,242,636,15425
3690,258,637,15415
3714,251,637,15398
3734,236,641,15389
3736,229,649,15386
3750,225,647,15378
3757,235,658,15350
3749,234,658,15359
3746,244,651,15359
3753,218,653,15376
3751,222,663,15364
3777,219,648,15356
3789,227,608,15376
3797,230,602,15371
3816,230,617,15337
3794,236,621,15349
3816,249,604,15331
3812,243,613,15332
3834,218,632,15316
3839,233,601,15327
3867,247,592,15294
3908,235,594,15263
3936,220,599,15245
3949,231,596,15224
3971,247,585,15197
3961,249,597,15193
3923,257,628,15192
3913,256,639,15192
3906,267,637,15190
3887,272,665,15176
3849,278,667,15206
3856,263,679,15202
3871,252,673,15204
3867,262,673,15198
3865,259,680,15196
3861,252,707,15180
3866,265,716,15153
3855,257,719,15169
3834,290,696,15180
3841,264,693,15202
3822,274,711,15193
3788,278,725,15209
3771,291,725,15213
3752,292,714,15242
3728,292,726,15254
3744,254,753,15249
3703,300,748,15249
3698,287,768,15247
3693,279,768,15260
3681,308,752,15259
3661,295,756,15288
3659,280,743,15318
3648,279,754,15319
3646,252,755,15347
3643,256,747,15354
3642,260,738,15360
3656,271,739,15334
3650,260,743,15347
3654,264,722,15360
3635,276,730,15359
3621,270,732,15377
3611,269,743,15377
3620,263,740,15377
3608,266,732,15394
3638,272,707,15383
3650,250,706,15394
3646,258,706,15390
3656,256,696,15392
3675,237,688,15400
3671,251,676,15402
3677,269,672,15382
3672,274,672,15382
3664,260,673,15403
3653,249,700,15398
3676,255,696,15373
3675,241,701,15383
3652,251,695,15402
3665,238,674,15423
3661,229,678,15432
3658,251,663,15428
3649,247,660,15444
3668,231,667,15434
3675,245,649,15431
3679,250,661,15410
3698,260,643,15399
3704,243,660,15393
3680,267,660,15393
3662,267,678,15393
3637,276,707,15380
3651,252,722,15375
3639,264,716,15381
3646,258,694,15402
3653,244,694,15409
3651,251,682,15416
3669,248,658,15425
3686,242,657,15415
3652,257,675,15416
3659,232,682,15427
3647,249,674,15430
3658,238,663,15441
3675,241,630,15454
3663,237,647,15453
3674,223,640,15463
