S,E,I,R
19970,10,19,1
19956,23,18,3
19941,32,21,6
19923,39,31,7
19902,49,37,12
19875,62,46,17
19820,93,66,21
19758,125,85,32
19697,144,112,47
19582,190,165,63
19449,247,217,87
19268,345,263,124
19020,460,346,174
18749,558,467,226
18384,713,606,297
17865,967,791,377
17181,1252,1054,513
16355,1568,1394,683
15350,1956,1798,896
14161,2406,2230,1203
12901,2733,2806,1560
11452,3161,3393,1994
9893,3496,4077,2534
8336,3717,4767,3180
6778,3896,5445,3881
5439,3771,6091,4699
4286,3504,6646,5564
3261,3195,7055,6489
2482,2767,7295,7456
1860,2390,7351,8399
1434,1952,7186,9428
1125,1564,6981,10330
879,1240,6758,11123
743,960,6327,11970
618,756,5896,12730
523,587,5469,13421
474,465,4945,14116
443,388,4458,14711
424,304,4054,15218
444,231,3652,15673
450,186,3256,16108
449,160,2906,16485
446,148,2599,16807
464,119,2316,17101
489,112,2048,17351
519,105,1836,17540
544,102,1619,17735
588,87,1424,17901
629,73,1267,18031
667,80,1112,18141
713,66,982,18239
751,66,860,18323
789,66,761,18384
834,61,686,18419
879,51,612,18458
934,44,547,18475
991,51,484,18474
1025,52,430,18493
1080,48,385,18487
1136,44,346,18474
1182,44,293,18481
1236,51,260,18453
1300,39,245,18416
1358,33,225,18384
1418,31,194,18357
1472,22,182,18324
1519,26,151,18304
1573,32,140,18255
1636,20,128,18216
1691,14,117,18178
1758,9,110,18123
1811,11,104,18074
1856,15,88,18041
1907,16,80,17997
1963,14,76,17947
2018,10,64,17908
2076,11,65,17848
2119,12,54,17815
2181,10,49,17760
2232,11,51,17706
2284,9,47,17660
2332,8,41,17619
2387,11,39,17563
2429,10,35,17526
2476,15,31,17478
2517,11,30,17442
2562,9,29,17400
2631,6,27,17336
2685,5,22,17288
2718,7,20,17255
2780,8,19,17193
2834,7,18,17141
2879,8,16,17097
2923,6,13,17058
2973,5,14,17008
3037,3,15,16945
3094,4,15,16887
3148,3,17,16832
3196,5,15,16784
3232,5,14,16749
3283,6,13,16698
3336,3,17,16644
3374,4,16,16606
3423,5,14,16558
3480,4,15,16501
3519,3,15,16463
3566,5,14,16415
3624,5,9,16362
3669,1,13,16317
3711,3,11,16275
3759,2,10,16229
3802,1,10,16187
3843,3,9,16145
3891,2,11,16096
3934,2,12,16052
3980,4,8,16008
4026,0,11,15963
4073,1,11,15915
4106,2,10,15882
4141,1,11,15847
4185,1,10,15804
4227,3,8,15762
4269,3,7,15721
4318,3,4,15675
4374,3,4,15619
4425,3,4,15568
4470,1,6,15523
4533,1,3,15463
4574,1,4,15421
4601,2,4,15393
4643,2,4,15351
4686,2,3,15309
4723,2,3,15272
4768,3,3,15226
4809,3,3,15185
4842,3,5,15150
4883,5,4,15108
4936,6,4,15054
4991,4,6,14999
5031,4,6,14959
5073,4,6,14917
5114,4,5,14877
5159,3,7,14831
5194,1,9,14796
5240,1,9,14750
5288,4,9,14699
5326,4,7,14663
5364,3,6,14627
5414,3,7,14576
5450,2,8,14540
5485,2,8,14505
5519,1,8,14472
5547,2,6,14445
5583,3,6,14408
5627,4,7,14362
5663,5,6,14326
5700,4,7,14289
5743,3,10,14244
5776,5,9,14210
5827,4,10,14159
5865,7,11,14117
5906,9,9,14076
5947,9,11,14033
5980,9,16,13995
6021,9,17,13953
6051,5,19,13925
6086,11,18,13885
6125,10,22,13843
6161,11,21,13807
6200,17,25,13758
6225,18,26,13731
6249,15,28,13708
6294,17,30,13659
6322,17,30,13631
6352,17,34,13597
6379,19,36,13566
6414,21,37,13528
6451,21,43,13485
6478,25,47,13450
6509,26,54,13411
6539,24,54,13383
6572,21,56,13351
6596,29,58,13317
6623,31,61,13285
6649,29,66,13256
6680,35,59,13226
6698,38,66,13198
6707,48,67,13178
6729,36,87,13148
6736,49,87,13128
6745,52,101,13102
6751,69,107,13073
6759,71,102,13068
6774,72,116,13038
6777,76,124,13023
6780,81,129,13010
6770,86,135,13009
6784,85,146,12985
6798,93,156,12953
6793,87,171,12949
6763,114,181,12942
6759,123,202,12916
6745,125,224,12906
6697,158,238,12907
6653,183,264,12900
6602,189,290,12919
6564,200,308,12928
6526,190,345,12939
6468,200,374,12958
6416,215,394,12975
6366,224,426,12984
6293,243,453,13011
6237,263,466,13034
6169,289,489,13053
6074,315,536,13075
5992,331,582,13095
5898,328,624,13150
5794,360,647,13199
5675,402,670,13253
5567,393,699,13341
5453,400,749,13398
5337,438,766,13459
5228,409,830,13533
5086,444,874,13596
4948,453,953,13646
4817,456,978,13749
4699,464,994,13843
4573,441,1040,13946
4455,427,1072,14046
4337,436,1092,14135
4208,468,1099,14225
4099,428,1139,14334
3971,445,1129,14455
3873,434,1134,14559
3779,425,1120,14676
3668,431,1138,14763
3574,404,1128,14894
3483,403,1136,14978
3404,374,1156,15066
3307,374,1143,15176
3209,398,1126,15267
3145,354,1127,15374
3074,321,1090,15515
3038,307,1059,15596
3007,305,1025,15663
2968,288,1002,15742
2929,309,940,15822
2912,272,932,15884
2879,272,901,15948
2837,262,870,16031
2810,261,852,16077
2789,239,833,16139
2779,233,812,16176
2775,226,804,16195
2771,230,767,16232
2753,224,747,16276
2737,215,713,16335
2751,211,705,16333
2762,179,674,16385
2750,201,626,16423
2769,191,613,16427
2785,170,617,16428
2773,182,579,16466
2785,178,566,16471
2817,172,547,16464
2824,174,529,16473
2853,162,525,16460
2869,165,498,16468
2907,148,493,16452
2910,170,473,16447
2920,166,477,16437
2960,147,471,16422
2979,140,459,16422
3022,128,468,16382
3064,135,444,16357
3084,138,427,16351
3078,143,420,16359
3110,138,422,16330
3135,144,417,16304
3167,136,411,16286
3203,139,407,16251
3245,139,397,16219
3257,135,395,16213
3288,140,377,16195
3330,124,376,16170
3365,125,367,16143
3415,117,347,16121
3454,118,335,16093
3515,106,329,16050
3561,110,321,16008
3596,120,320,15964
3632,120,335,15913
3671,123,317,15889
3720,103,321,15856
3747,131,305,15817
3780,130,319,15771
3801,142,306,15751
3853,134,305,15708
3901,108,330,15661
3928,129,317,15626
3966,121,329,15584
4001,119,326,15554
4044,115,342,15499
4076,125,351,15448
4104,123,348,15425
4141,128,336,15395
4172,121,344,15363
4201,126,333,15340
4207,158,322,15313
4245,159,326,15270
4289,140,332,15239
4305,151,339,15205
4347,140,344,15169
4372,146,342,15140
4390,149,342,15119
4408,154,351,15087
4426,150,372,15052
4475,151,372,15002
4497,159,377,14967
4520,163,366,14951
4555,158,374,14913
4576,151,380,14893
4574,159,397,14870
4605,158,394,14843
4614,180,401,14805
4644,175,420,14761
4655,177,436,14732
4634,204,437,14725
4638,208,441,14713
4637,224,454,14685
4657,206,471,14666
4655,199,498,14648
4661,214,503,14622
4631,229,513,14627
4619,234,535,14612
4600,238,548,14614
4591,236,554,14619
4558,251,584,14607
4535,261,593,14611
4498,278,594,14630
4477,286,608,14629
4447,290,626,14637
4418,293,641,14648
4384,292,657,14667
4379,264,668,14689
4367,256,681,14696
4336,269,678,14717
4285,281,698,14736
4231,321,713,14735
4237,305,720,14738
4227,304,726,14743
4208,288,747,14757
4171,308,769,14752
4097,342,790,14771
4061,315,809,14815
4009,330,814,14847
3962,337,830,14871
3903,335,849,14913
3871,318,854,14957
3838,326,853,14983
3774,361,861,15004
3733,330,916,15021
3695,344,908,15053
3687,328,888,15097
3654,333,885,15128
3615,345,871,15169
3584,321,871,15224
3566,333,863,15238
3532,345,862,15261
3520,315,859,15306
3507,305,846,15342
3480,308,839,15373
3471,311,820,15398
3476,292,811,15421
3452,301,811,15436
3440,300,837,15423
3420,289,855,15436
3402,299,847,15452
3365,299,849,15487
3333,308,844,15515
3342,291,828,15539
3326,288,812,15574
3332,287,793,15588
3328,279,804,15589
3328,279,808,15585
3350,275,798,15577
3330,274,799,15597
3337,261,790,15612
3339,273,761,15627
3339,260,757,15644
3339,272,723,15666
3332,267,736,15665
3334,263,745,15658
3341,251,725,15683
3344,243,733,15680
3360,243,715,15682
3383,232,700,15685
3384,243,693,15680
3402,237,704,15657
3398,225,693,15684
3412,228,704,15656
3453,205,697,15645
3470,217,686,15627
3479,231,658,15632
3481,233,648,15638
3488,235,660,15617
3507,234,655,15604
3510,251,626,15613
3543,238,615,15604
3560,218,628,15594
3573,222,627,15578
3594,220,629,15557
3614,219,623,15544
3623,223,612,15542
3644,221,607,15528
3652,217,586,15545
3648,242,584,15526
3673,213,590,15524
3698,199,580,15523
3717,199,577,15507
3752,207,548,15493
3768,211,540,15481
3795,220,541,15444
3820,214,554,15412
3842,203,550,15405
3842,197,567,15394
3857,218,559,15366
3866,231,562,15341
3901,218,555,15326
3919,216,569,15296
3909,221,569,15301
3935,210,559,15296
3925,237,558,15280
3923,258,571,15248
3937,240,599,15224
3932,267,596,15205
3926,262,618,15194
3922,253,617,15208
3925,236,643,15196
3927,260,618,15195
3934,245,641,15180
3937,253,634,15176
