S,E,I,R
19969,11,17,3
19953,21,22,4
19940,26,25,9
19925,34,26,15
19898,43,40,19
19868,58,53,21
19819,91,57,33
19780,106,76,38
19700,148,102,50
19620,172,146,62
19504,230,178,88
19333,306,246,115
19121,399,315,165
18852,519,420,209
18488,696,536,280
18044,866,730,360
17464,1110,941,485
16733,1397,1243,627
15814,1794,1567,825
14743,2203,1980,1074
13512,2582,2520,1386
12141,2947,3114,1798
10618,3312,3772,2298
9106,3589,4458,2847
7560,3787,5138,3515
6107,3763,5862,4268
4845,3644,6356,5155
3781,3301,6833,6085
2854,2989,7104,7053
2191,2577,7257,7975
1696,2138,7254,8912
1314,1739,7106,9841
1022,1389,6852,10737
843,1069,6519,11569
700,845,6105,12350
613,665,5616,13106
536,517,5201,13746
495,418,4734,14353
443,364,4304,14889
410,277,3906,15407
421,220,3498,15861
425,185,3133,16257
440,148,2813,16599
466,118,2508,16908
495,111,2206,17188
521,103,1966,17410
523,106,1741,17630
569,87,1541,17803
608,75,1344,17973
635,74,1185,18106
689,69,1043,18199
733,65,905,18297
759,60,813,18368
820,47,722,18411
873,47,644,18436
903,58,574,18465
951,52,524,18473
996,56,463,18485
1037,58,427,18478
1073,48,392,18487
1131,41,348,18480
1165,46,320,18469
1207,43,305,18445
1251,34,279,18436
1316,27,235,18422
1365,25,217,18393
1424,20,188,18368
1467,22,164,18347
1538,17,145,18300
1598,19,126,18257
1662,19,106,18213
1715,17,101,18167
1764,9,90,18137
1833,14,79,18074
1880,15,71,18034
1938,14,61,17987
1982,17,59,17942
2041,14,58,17887
2089,13,53,17845
2151,11,50,17788
2208,12,48,17732
2263,9,48,17680
2303,11,45,17641
2365,10,45,17580
2416,11,36,17537
2488,9,32,17471
2538,9,26,17427
2598,8,24,17370
2642,5,26,17327
2699,10,22,17269
2750,7,24,17219
2813,4,25,17158
2865,4,19,17112
2917,1,17,17065
2970,2,16,17012
3008,5,14,16973
3055,7,12,16926
3109,6,14,16871
3154,5,16,16825
