S,E,I,R
19966,14,16,4
19951,26,18,5
19933,34,24,9
19918,39,31,12
19893,50,41,16
19856,70,51,23
19805,95,66,34
19739,120,100,41
19656,164,125,55
19556,190,184,70
19386,287,234,93
19180,387,304,129
18937,507,376,180
18618,627,500,255
18200,809,651,340
17667,1021,868,444
16942,1344,1133,581
16116,1692,1436,756
15121,2030,1872,977
13882,2529,2331,1258
12482,2942,2975,1601
10952,3364,3616,2068
9373,3679,4333,2615
7801,3847,5051,3301
6311,3885,5758,4046
5003,3747,6394,4856
3844,3546,6924,5686
2958,3100,7325,6617
2267,2629,7528,7576
1759,2176,7468,8597
1373,1761,7269,9597
1074,1429,7001,10496
845,1142,6625,11388
682,939,6196,12183
592,737,5770,12901
517,582,5300,13601
488,429,4861,14222
459,346,4418,14777
449,275,3963,15313
427,229,3530,15814
416,200,3162,16222
434,161,2826,16579
466,139,2499,16896
494,121,2204,17181
522,103,1952,17423
562,91,1735,17612
601,92,1528,17779
637,104,1373,17886
657,92,1245,18006
674,88,1102,18136
721,73,980,18226
775,56,855,18314
838,52,752,18358
887,46,663,18404
946,47,595,18412
1004,36,508,18452
1043,48,439,18470
1100,38,414,18448
1163,41,353,18443
1233,41,318,18408
1282,39,280,18399
1335,43,261,18361
1389,33,251,18327
1442,22,230,18306
1511,21,198,18270
1549,22,169,18260
1593,24,153,18230
1647,22,138,18193
1691,27,125,18157
1745,19,113,18123
1792,19,98,18091
1846,21,90,18043
1905,19,73,18003
1953,17,77,17953
2022,12,73,17893
2077,14,60,17849
2140,10,51,17799
2195,7,47,17751
2238,5,44,17713
2294,9,40,17657
2344,9,39,17608
2390,8,35,17567
2444,10,32,17514
2493,11,34,17462
2548,8,34,17410
2593,8,31,17368
2644,8,25,17323
2683,8,22,17287
2727,6,20,17247
2768,3,19,17210
2824,5,14,17157
2886,3,14,17097
2927,5,11,17057
2978,4,10,17008
3033,2,10,16955
3071,3,10,16916
3128,2,10,16860
3174,3,8,16815
3224,1,8,16767
3274,4,5,16717
3319,4,4,16673
3376,5,5,16614
3428,3,7,16562
3480,1,9,16510
3532,2,10,16456
3582,3,11,16404
3622,4,10,16364
3666,4,8,16322
3708,2,10,16280
3746,2,10,16242
3778,5,9,16208
3817,5,10,16168
3864,4,8,16124
3915,3,8,16074
3943,5,8,16044
3994,6,9,15991
4043,4,10,15943
4081,5,10,15904
4124,4,10,15862
4171,2,14,15813
4200,1,15,15784
4244,1,12,15743
4292,4,9,15695
4331,2,8,15659
4375,2,4,15619
4418,3,3,15576
4459,4,4,15533
4504,3,3,15490
4536,2,4,15458
4573,1,5,15421
4608,3,5,15384
4650,2,6,15342
4690,4,5,15301
4732,4,6,15258
4774,2,7,15217
4818,3,6,15173
4872,3,4,15121
4906,2,5,15087
4942,2,6,15050
4986,1,5,15008
5042,2,6,14950
5087,2,7,14904
5124,3,6,14867
5161,3,8,14828
5211,4,9,14776
5255,2,11,14732
5300,4,9,14687
5340,3,9,14648
5382,4,7,14607
5417,1,9,14573
5462,1,7,14530
5493,2,7,14498
5526,3,8,14463
5557,4,8,14431
5601,2,12,14385
5645,9,12,14334
5688,5,13,14294
5738,7,12,14243
5766,6,16,14212
5807,6,17,14170
5846,8,15,14131
5886,7,13,14094
5927,5,14,14054
5966,9,15,14010
6007,9,18,13966
6046,5,20,13929
6080,11,19,13890
6115,10,23,13852
6148,13,23,13816
6192,11,23,13774
6221,11,26,13742
6254,11,32,13703
6281,19,27,13673
6313,15,34,13638
6335,23,34,13608
6360,21,34,13585
6396,22,33,13549
6427,22,34,13517
6463,23,37,13477
6486,26,41,13447
6510,27,47,13416
6530,28,56,13386
6551,32,53,13364
6574,35,60,13331
6604,37,61,13298
6613,40,71,13276
6619,44,72,13265
6637,53,73,13237
6647,56,81,13216
6675,57,90,13178
6694,60,105,13141
6700,68,105,13127
6707,64,123,13106
6701,84,127,13088
6716,79,141,13064
6705,101,152,13042
6713,116,177,12994
6705,118,197,12980
6701,130,214,12955
6680,139,235,12946
6648,164,253,12935
6609,180,275,12936
6560,191,305,12944
6504,198,337,12961
6460,209,357,12974
6400,223,392,12985
6344,232,430,12994
6262,260,464,13014
6163,280,489,13068
6072,304,536,13088
6008,307,574,13111
5902,340,590,13168
5795,376,613,13216
5707,383,641,13269
5601,391,660,13348
5508,392,692,13408
5380,408,750,13462
5277,420,770,13533
5154,422,835,13589
5061,402,879,13658
4924,419,905,13752
4798,441,953,13808
4695,419,994,13892
4565,435,1020,13980
4422,482,1035,14061
4272,481,1088,14159
4144,451,1122,14283
4006,466,1135,14393
3885,450,1141,14524
3759,449,1124,14668
3648,432,1148,14772
3550,449,1129,14872
3446,449,1125,14980
3367,414,1146,15073
3271,418,1119,15192
3187,403,1145,15265
3102,398,1145,15355
3031,386,1122,15461
2992,357,1089,15562
2925,341,1062,15672
2869,319,1060,15752
2824,308,1033,15835
2777,285,1019,15919
2725,300,1015,15960
2697,296,968,16039
2682,275,948,16095
2659,270,901,16170
2652,253,867,16228
2660,226,844,16270
2637,207,830,16326
2641,202,806,16351
2624,204,762,16410
2644,191,715,16450
2657,185,662,16496
2704,151,657,16488
2712,171,611,16506
2727,174,592,16507
2769,163,583,16485
2800,161,550,16489
2809,172,556,16463
2829,158,557,16456
2843,151,528,16478
2888,147,492,16473
2936,138,472,16454
2948,147,454,16451
2993,145,441,16421
3022,140,434,16404
3054,125,434,16387
3104,107,431,16358
3154,116,401,16329
3172,123,393,16312
3223,137,384,16256
