S,E,I,R
19968,12,19,1
19945,29,23,3
19923,38,31,8
19887,59,43,11
19834,94,55,17
19784,109,81,26
19714,138,109,39
19616,181,148,55
19483,238,207,72
19300,324,266,110
19096,419,334,151
18806,546,427,221
18443,706,560,291
17967,932,720,381
17401,1155,959,485
16686,1448,1217,649
15741,1852,1552,855
14673,2231,1964,1132
13453,2629,2478,1440
12074,3016,3076,1834
10564,3417,3694,2325
9063,3615,4435,2887
7524,3823,5077,3576
6032,3874,5818,4276
4772,3687,6424,5117
3693,3416,6827,6064
2839,3049,7113,6999
2141,2596,7293,7970
1605,2142,7356,8897
1220,1718,7286,9776
945,1368,6965,10722
750,1054,6578,11618
618,814,6058,12510
531,621,5642,13206
473,474,5170,13883
431,382,4665,14522
408,283,4290,15019
397,246,3813,15544
393,213,3409,15985
405,175,3046,16374
417,135,2744,16704
423,127,2421,17029
460,109,2176,17255
468,106,1914,17512
511,95,1716,17678
551,87,1539,17823
595,72,1360,17973
629,68,1191,18112
658,69,1046,18227
702,68,929,18301
752,60,813,18375
788,64,707,18441
826,58,632,18484
864,53,577,18506
908,49,509,18534
952,44,450,18554
996,41,421,18542
1039,40,360,18561
1089,42,324,18545
1144,46,289,18521
1208,34,268,18490
1251,33,242,18474
1313,34,212,18441
1368,28,197,18407
1414,29,183,18374
1489,27,166,18318
1554,32,149,18265
1600,25,141,18234
1657,29,122,18192
1709,23,120,18148
1758,17,107,18118
1821,12,104,18063
1870,16,91,18023
1916,10,84,17990
1971,13,74,17942
2028,10,66,17896
2094,9,61,17836
2151,8,57,17784
2195,11,49,17745
2246,11,50,17693
2292,9,50,17649
2334,9,48,17609
2388,11,41,17560
2432,11,40,17517
2481,9,39,17471
2540,9,35,17416
2604,11,34,17351
2665,7,33,17295
2714,7,31,17248
2766,8,29,17197
2837,9,26,17128
2885,8,25,17082
2942,6,24,17028
2988,10,19,16983
3035,11,19,16935
3088,6,22,16884
3137,4,22,16837
3182,5,19,16794
3228,8,18,16746
3271,11,16,16702
3319,10,18,16653
3368,7,18,16607
3417,6,19,16558
3459,11,14,16516
3493,10,16,16481
3546,6,17,16431
3583,6,18,16393
3628,10,17,16345
3669,12,16,16303
