S,E,I,R
19965,15,15,5
19944,26,25,5
19918,44,28,10
19900,48,36,16
19856,73,46,25
19813,93,61,33
19761,112,77,50
19693,140,104,63
19598,178,146,78
19477,237,190,96
19339,290,247,124
19126,382,329,163
18825,550,407,218
18446,717,546,291
17996,884,749,371
17420,1126,969,485
16695,1430,1242,633
15792,1751,1624,833
14727,2147,2017,1109
13564,2519,2452,1465
12176,2942,3048,1834
10677,3364,3656,2303
9119,3634,4374,2873
7609,3756,5139,3496
6184,3716,5832,4268
4778,3677,6450,5095
3682,3383,6893,6042
2809,2970,7204,7017
2153,2529,7345,7973
1666,2122,7235,8977
1279,1772,7020,9929
1030,1395,6760,10815
818,1112,6463,11607
702,867,6078,12353
599,678,5635,13088
535,541,5182,13742
516,405,4750,14329
475,332,4337,14856
471,256,3901,15372
450,217,3493,15840
449,200,3128,16223
459,163,2816,16562
457,155,2492,16896
491,119,2214,17176
522,110,1931,17437
559,94,1706,17641
601,84,1479,17836
639,82,1299,17980
666,86,1160,18088
703,77,1045,18175
740,74,925,18261
776,57,835,18332
823,59,746,18372
869,57,663,18411
930,49,583,18438
978,44,514,18464
1017,38,456,18489
1068,35,407,18490
1138,27,360,18475
1197,34,306,18463
1249,38,273,18440
1296,43,246,18415
1343,38,223,18396
1397,27,197,18379
1448,26,173,18353
1506,24,156,18314
1562,31,135,18272
1627,24,125,18224
1697,17,116,18170
1761,15,99,18125
1829,8,93,18070
1886,12,81,18021
1937,16,76,17971
1998,13,69,17920
2046,11,69,17874
2095,5,69,17831
2169,7,61,17763
2212,13,56,17719
2269,10,50,17671
2316,5,49,17630
2373,3,41,17583
2436,6,31,17527
2491,7,30,17472
2541,6,26,17427
2592,4,26,17378
2656,2,24,17318
2720,6,23,17251
2761,7,22,17210
2805,4,19,17172
2856,6,16,17122
2910,3,16,17071
2967,4,14,17015
3018,5,14,16963
3062,3,15,16920
3112,2,15,16871
3157,5,13,16825
3195,4,11,16790
3248,3,12,16737
3301,3,10,16686
3346,2,11,16641
3401,3,11,16585
3437,5,10,16548
3480,4,8,16508
3524,4,7,16465
3569,6,8,16417
3607,4,8,16381
3656,4,9,16331
3713,5,10,16272
3760,5,10,16225
3815,4,10,16171
3859,2,12,16127
3898,2,10,16090
3931,8,10,16051
3972,6,13,16009
4016,9,9,15966
4066,6,11,15917
4108,5,13,15874
4156,6,13,15825
4205,6,14,15775
