S,E,I,R
19962,18,18,2
19948,26,23,3
19929,35,26,10
19902,54,29,15
19878,57,46,19
19838,81,54,27
19795,96,73,36
19737,121,90,52
19652,160,115,73
19571,179,163,87
19448,227,209,116
19267,326,255,152
19043,427,332,198
18754,550,442,254
18367,718,580,335
17908,899,774,419
17349,1116,998,537
16535,1490,1290,685
15575,1888,1650,887
14502,2276,2071,1151
13276,2647,2598,1479
11884,3022,3204,1890
10393,3404,3826,2377
8787,3672,4597,2944
7257,3759,5418,3566
5784,3792,6065,4359
4534,3687,6556,5223
3521,3338,7026,6115
2668,2966,7276,7090
2027,2537,7385,8051
1534,2078,7382,9006
1204,1624,7248,9924
951,1293,6916,10840
783,988,6499,11730
646,797,6060,12497
563,649,5603,13185
517,497,5169,13817
467,421,4697,14415
455,323,4249,14973
448,265,3828,15459
441,223,3418,15918
448,180,3075,16297
458,146,2734,16662
467,129,2418,16986
497,108,2152,17243
514,108,1909,17469
543,96,1684,17677
584,98,1489,17829
609,89,1322,17980
664,65,1167,18104
697,68,1058,18177
740,71,912,18277
771,70,799,18360
819,62,722,18397
841,69,639,18451
893,57,583,18467
926,54,521,18499
983,40,482,18495
1029,46,430,18495
1069,39,380,18512
1124,42,350,18484
1173,41,323,18463
1218,38,301,18443
1282,33,268,18417
1330,40,228,18402
1380,37,219,18364
1440,30,203,18327
1500,29,179,18292
1554,29,158,18259
1613,24,149,18214
1658,28,137,18177
1713,26,128,18133
1757,25,118,18100
1809,18,112,18061
1864,21,100,18015
1925,23,84,17968
1976,21,73,17930
2036,14,67,17883
2097,13,62,17828
2149,13,55,17783
2196,12,57,17735
2249,11,47,17693
2321,8,44,17627
2380,12,34,17574
2435,13,32,17520
2483,15,32,17470
2533,11,31,17425
2587,11,29,17373
2645,6,27,17322
2714,8,27,17251
2772,8,22,17198
2821,9,21,17149
2869,11,24,17096
2915,8,24,17053
2964,5,23,17008
3020,5,18,16957
3071,8,15,16906
3121,6,16,16857
3169,5,15,16811
3217,3,16,16764
3272,3,14,16711
3317,4,8,16671
3363,3,8,16626
3404,5,6,16585
3447,5,6,16542
3497,2,8,16493
3536,1,9,16454
3593,2,6,16399
3634,2,5,16359
3685,2,6,16307
3740,4,3,16253
3798,4,3,16195
3841,2,5,16152
3880,1,6,16113
3931,0,6,16063
3977,1,5,16017
4037,1,5,15957
4092,0,6,15902
4131,1,6,15862
4189,1,5,15805
4229,1,4,15766
4275,2,3,15720
4310,2,3,15685
4356,4,3,15637
4403,4,5,15588
4433,3,7,15557
4475,2,5,15518
4501,5,6,15488
4548,4,6,15442
4602,3,4,15391
4647,3,3,15347
4705,4,3,15288
4751,3,5,15241
4790,2,7,15201
4841,2,7,15150
4888,4,6,15102
4922,3,8,15067
4972,2,10,15016
5009,2,9,14980
5041,2,7,14950
5080,3,8,14909
5117,6,7,14870
5156,4,5,14835
5190,3,6,14801
5221,4,7,14768
5258,4,5,14733
5305,2,5,14688
5349,2,6,14643
5374,2,7,14617
5419,4,7,14570
5457,4,9,14530
5501,3,11,14485
5540,3,12,14445
5579,8,11,14402
5624,5,15,14356
5664,7,15,14314
5706,9,16,14269
5737,5,20,14238
5776,5,19,14200
5824,7,14,14155
5860,9,13,14118
5905,8,17,14070
5937,7,18,14038
5963,9,18,14010
5989,17,18,13976
6021,12,21,13946
6048,15,21,13916
6077,15,25,13883
6112,11,23,13854
6146,9,25,13820
6177,15,25,13783
6214,15,28,13743
6241,13,30,13716
6272,15,31,13682
