S,E,I,R
19969,11,16,4
19952,23,22,3
19928,35,28,9
19896,57,35,12
19857,76,45,22
19814,91,63,32
19761,109,90,40
19691,143,114,52
19580,201,150,69
19448,253,201,98
19281,316,270,133
19043,435,335,187
18775,529,456,240
18392,709,581,318
17907,927,752,414
17337,1164,965,534
16628,1433,1249,690
15719,1773,1613,895
14627,2166,2035,1172
13358,2612,2570,1460
11955,3076,3123,1846
10445,3467,3780,2308
8827,3785,4527,2861
7306,3840,5313,3541
5852,3903,5881,4364
4596,3670,6518,5216
3505,3376,6979,6140
2655,2972,7345,7028
1973,2544,7508,7975
1492,2064,7544,8900
1135,1705,7334,9826
881,1355,7063,10701
705,1086,6586,11623
599,828,6164,12409
516,660,5683,13141
459,509,5227,13805
421,391,4763,14425
402,322,4275,15001
382,266,3830,15522
384,220,3462,15934
401,170,3107,16322
422,136,2753,16689
437,107,2455,17001
461,118,2183,17238
502,109,1928,17461
516,103,1696,17685
537,101,1526,17836
580,94,1341,17985
624,77,1189,18110
659,68,1037,18236
702,55,928,18315
740,59,826,18375
785,48,748,18419
835,43,671,18451
895,38,583,18484
953,42,522,18483
1008,28,476,18488
1060,31,395,18514
1108,35,342,18515
1165,33,306,18496
1224,26,265,18485
1276,28,238,18458
1327,28,222,18423
1381,25,201,18393
1434,32,173,18361
1483,29,155,18333
1550,29,131,18290
1602,23,124,18251
1654,18,112,18216
1702,20,104,18174
1749,18,88,18145
1805,19,84,18092
1851,21,74,18054
1915,12,74,17999
1963,12,70,17955
2014,11,62,17913
2068,13,57,17862
2119,12,52,17817
2176,10,47,17767
2227,14,39,17720
2285,14,37,17664
2329,14,34,17623
2391,13,33,17563
2447,10,31,17512
2497,12,27,17464
2551,13,30,17406
2582,9,33,17376
2639,8,31,17322
2689,7,26,17278
2748,6,27,17219
2800,4,25,17171
2851,3,21,17125
2900,2,21,17077
2944,4,17,17035
2990,5,16,16989
3042,6,18,16934
3088,4,18,16890
3133,5,16,16846
3184,5,16,16795
3230,5,14,16751
3277,5,15,16703
3327,6,15,16652
3377,8,15,16600
3421,7,14,16558
3464,7,13,16516
3520,7,12,16461
3566,5,10,16419
3615,5,8,16372
3662,3,9,16326
3720,4,9,16267
3778,4,8,16210
3829,3,9,16159
3881,1,11,16107
3930,2,9,16059
3973,2,7,16018
4020,1,8,15971
4067,0,9,15924
4098,1,9,15892
4134,4,9,15853
4180,2,11,15807
4220,2,8,15770
4270,3,7,15720
4303,2,8,15687
4353,2,8,15637
4389,1,6,15604
4434,3,6,15557
4479,1,6,15514
4526,3,6,15465
4581,5,4,15410
4641,3,6,15350
4688,1,6,15305
4743,3,6,15248
4790,2,7,15201
4830,4,7,15159
4865,4,6,15125
4905,3,7,15085
4939,3,5,15053
4984,2,5,15009
5026,3,5,14966
5073,4,5,14918
5117,7,5,14871
5165,4,8,14823
5202,3,7,14788
5239,7,6,14748
5278,5,8,14709
5321,4,6,14669
5362,3,7,14628
5403,6,4,14587
5451,6,3,14540
5497,4,7,14492
5545,2,9,14444
5578,6,8,14408
5618,4,10,14368
5647,4,11,14338
5689,3,11,14297
5726,4,11,14259
5777,4,8,14211
5815,3,9,14173
5848,5,8,14139
5882,6,9,14103
5923,12,9,14056
5954,10,13,14023
5992,9,17,13982
6032,14,19,13935
6071,14,18,13897
6108,8,25,13859
6136,15,25,13824
6172,13,27,13788
6199,10,25,13766
6239,7,27,13727
6274,9,25,13692
6300,12,25,13663
6332,18,22,13628
6375,8,31,13586
6404,15,30,13551
6436,17,28,13519
6468,17,26,13489
6493,20,31,13456
6524,15,32,13429
6552,15,33,13400
6571,24,34,13371
6588,24,33,13355
6607,23,47,13323
6619,28,49,13304
6657,28,48,13267
6692,22,55,13231
6719,28,53,13200
6746,28,54,13172
6762,33,56,13149
6788,40,61,13111
6803,44,65,13088
6822,48,71,13059
6850,38,77,13035
6872,46,79,13003
6880,51,90,12979
6904,51,97,12948
6924,53,101,12922
6916,61,110,12913
6937,63,118,12882
6931,80,132,12857
6930,82,139,12849
6932,95,149,12824
6923,104,160,12813
6929,108,180,12783
6919,118,200,12763
6909,120,213,12758
6882,135,232,12751
6877,132,240,12751
6819,175,260,12746
6784,180,291,12745
6736,189,313,12762
6707,172,344,12777
6652,190,358,12800
6581,224,389,12806
6518,232,415,12835
6437,254,439,12870
6380,264,468,12888
6295,299,491,12915
6195,312,544,12949
6103,314,591,12992
6015,326,623,13036
5892,375,637,13096
5739,426,702,13133
5640,418,743,13199
5543,399,781,13277
5420,430,822,13328
5279,448,863,13410
5141,487,914,13458
4986,489,968,13557
4837,490,1029,13644
4697,500,1071,13732
4544,517,1093,13846
4405,509,1131,13955
4283,475,1159,14083
4144,481,1169,14206
4034,459,1194,14313
3892,463,1213,14432
3763,463,1214,14560
3648,440,1223,14689
3534,426,1209,14831
3438,441,1198,14923
3354,405,1201,15040
3264,393,1173,15170
3210,377,1149,15264
3135,384,1111,15370
3074,356,1108,15462
3008,362,1074,15556
2964,347,1034,15655
2913,337,1022,15728
2828,346,1009,15817
2794,325,1001,15880
2766,294,998,15942
2759,270,965,16006
2724,252,949,16075
2680,269,921,16130
2640,274,900,16186
2634,248,874,16244
2641,226,854,16279
2619,229,815,16337
2630,195,790,16385
2624,201,769,16406
2643,197,736,16424
2638,186,710,16466
2656,189,673,16482
2684,196,637,16483
2697,185,611,16507
2705,176,606,16513
2719,171,582,16528
2747,160,569,16524
2770,163,551,16516
2786,155,542,16517
2804,139,523,16534
2865,130,488,16517
2883,127,470,16520
2909,140,443,16508
2944,134,425,16497
2973,132,426,16469
3019,135,409,16437
3062,133,396,16409
3080,155,401,16364
3106,142,391,16361
3147,138,385,16330
3172,127,390,16311
3226,121,397,16256
3272,125,388,16215
3316,123,377,16184
3341,119,366,16174
3382,127,350,16141
3405,137,342,16116
3435,135,347,16083
3490,132,357,16021
3496,144,354,16006
3528,140,346,15986
3564,134,342,15960
3602,138,345,15915
3637,139,360,15864
3660,125,376,15839
3698,134,344,15824
3730,132,336,15802
3754,134,339,15773
3784,138,341,15737
3807,134,333,15726
3837,126,334,15703
3875,124,334,15667
3912,113,331,15644
3960,110,346,15584
3994,115,329,15562
4057,115,325,15503
4079,134,315,15472
4119,141,309,15431
4168,137,309,15386
4208,128,334,15330
4227,140,344,15289
4249,153,348,15250
4277,150,348,15225
4298,153,356,15193
4300,159,366,15175
4322,160,365,15153
4321,166,378,15135
4355,162,382,15101
4366,167,393,15074
4367,179,392,15062
4397,173,411,15019
4406,167,424,15003
4414,181,412,14993
4430,168,420,14982
4435,171,427,14967
4439,171,429,14961
4456,184,441,14919
4472,198,441,14889
4474,207,443,14876
4486,191,450,14873
4514,185,461,14840
4512,198,464,14826
4538,197,467,14798
4527,218,477,14778
4504,228,504,14764
4526,218,510,14746
4522,219,516,14743
4503,222,536,14739
4473,245,575,14707
4460,238,599,14703
4443,248,611,14698
4435,242,624,14699
4427,247,615,14711
4421,257,624,14698
4395,268,612,14725
4383,264,618,14735
4337,296,608,14759
4318,295,643,14744
4292,307,638,14763
4279,311,656,14754
4257,292,676,14775
4234,286,691,14789
4211,291,714,14784
4190,303,710,14797
4169,298,723,14810
4137,302,738,14823
4084,325,735,14856
4054,322,748,14876
4017,323,771,14889
3997,319,764,14920
3991,300,774,14935
3947,323,782,14948
3899,320,807,14974
3873,316,816,14995
3839,323,809,15029
3824,315,816,15045
3812,324,806,15058
3789,343,788,15080
3773,314,810,15103
3758,311,791,15140
3749,320,785,15146
3718,306,818,15158
3700,307,817,15176
3684,299,818,15199
3645,298,813,15244
3603,314,810,15273
3583,316,812,15289
3585,291,806,15318
3570,299,771,15360
3568,268,788,15376
3567,286,763,15384
3552,266,786,15396
3547,286,740,15427
3540,286,734,15440
3491,325,707,15477
3484,299,718,15499
3478,291,730,15501
3447,291,763,15499
3446,318,734,15502
3460,284,766,15490
3469,265,764,15502
3476,259,757,15508
3481,249,779,15491
