S,E,I,R
19971,9,17,3
19961,15,19,5
19952,19,18,11
19928,34,23,15
19899,50,32,19
19877,49,48,26
19831,76,57,36
19778,98,81,43
19716,126,99,59
19657,137,132,74
19535,198,179,88
19390,265,236,109
19206,354,280,160
18974,457,368,201
18668,593,481,258
18260,770,636,334
17761,981,814,444
17127,1246,1059,568
16320,1555,1389,736
15385,1917,1722,976
14317,2267,2174,1242
13051,2672,2707,1570
11556,3148,3320,1976
10017,3522,3961,2500
8487,3777,4638,3098
6920,3941,5376,3763
5545,3792,6133,4530
4351,3536,6721,5392
3294,3253,7136,6317
2506,2815,7402,7277
1882,2381,7442,8295
1409,1955,7423,9213
1092,1558,7180,10170
844,1271,6825,11060
703,958,6419,11920
600,728,5947,12725
526,551,5486,13437
454,444,5014,14088
424,343,4546,14687
417,291,4112,15180
400,246,3697,15657
398,205,3353,16044
418,177,2965,16440
447,150,2645,16758
460,124,2359,17057
491,113,2076,17320
533,102,1851,17514
577,86,1638,17699
615,82,1433,17870
649,89,1289,17973
669,85,1142,18104
701,77,1008,18214
733,72,883,18312
778,61,773,18388
821,59,693,18427
879,57,605,18459
926,57,537,18480
995,42,471,18492
1046,46,424,18484
1089,36,384,18491
1129,36,339,18496
1172,35,296,18497
1234,38,260,18468
1278,42,236,18444
1323,39,235,18403
1378,31,214,18377
1435,32,184,18349
1498,28,171,18303
1560,30,150,18260
1605,28,131,18236
1653,31,115,18201
1704,29,113,18154
1760,23,103,18114
1821,18,97,18064
1879,22,84,18015
1931,17,82,17970
1992,17,64,17927
2049,14,58,17879
2102,17,48,17833
2155,15,45,17785
2203,13,45,17739
2254,11,47,17688
2315,11,44,17630
2360,11,43,17586
2417,7,47,17529
2475,8,37,17480
2520,11,33,17436
2590,10,30,17370
2641,13,28,17318
2693,11,27,17269
2755,6,30,17209
2804,5,29,17162
2867,3,31,17099
2925,6,29,17040
2973,7,28,16992
3017,11,24,16948
3060,10,24,16906
3104,13,22,16861
3147,14,23,16816
3196,11,23,16770
3243,10,27,16720
3292,7,32,16669
3329,11,31,16629
3374,11,32,16583
3428,6,29,16537
3488,7,27,16478
3544,7,21,16428
3596,7,18,16379
3642,8,16,16334
3687,5,20,16288
