S,E,I,R
19957,23,17,3
19942,33,21,4
19922,43,25,10
19905,44,36,15
19869,63,49,19
19820,84,66,30
19754,119,86,41
19676,143,130,51
19563,213,158,66
19428,280,201,91
19240,354,292,114
19017,447,383,153
18664,630,489,217
18249,799,664,288
17707,1061,848,384
17016,1367,1098,519
16197,1685,1417,701
15180,2072,1814,934
14046,2424,2326,1204
12704,2857,2858,1581
11192,3339,3456,2013
9622,3660,4198,2520
7961,3974,4916,3149
6535,3945,5618,3902
5166,3834,6278,4722
4004,3528,6884,5584
3052,3128,7301,6519
2279,2727,7521,7473
1746,2223,7604,8427
1357,1822,7466,9355
1057,1513,7133,10297
864,1178,6746,11212
713,908,6329,12050
595,719,5876,12810
534,540,5460,13466
473,454,4956,14117
435,355,4491,14719
427,283,4027,15263
409,246,3592,15753
433,217,3190,16160
428,187,2871,16514
460,135,2608,16797
495,111,2294,17100
521,85,2024,17370
549,81,1804,17566
569,90,1592,17749
610,90,1403,17897
638,84,1233,18045
675,73,1082,18170
715,78,952,18255
778,67,836,18319
810,56,749,18385
845,53,683,18419
904,47,604,18445
953,46,527,18474
1019,40,480,18461
1071,41,420,18468
1122,42,376,18460
1177,38,335,18450
1229,45,297,18429
1279,50,274,18397
1344,42,254,18360
1399,41,238,18322
1450,39,203,18308
1504,26,187,18283
1541,36,162,18261
1590,20,149,18241
1640,19,132,18209
1705,14,113,18168
1764,11,99,18126
1817,9,84,18090
1881,10,75,18034
1949,9,65,17977
2017,9,60,17914
2076,10,55,17859
2129,13,46,17812
2189,14,40,17757
2247,13,36,17704
2290,13,36,17661
2355,10,37,17598
2406,10,34,17550
2459,9,34,17498
2513,9,32,17446
2564,11,29,17396
2621,11,31,17337
2677,11,24,17288
2733,9,24,17234
2786,4,22,17188
2844,4,16,17136
2895,2,12,17091
2958,4,12,17026
3008,1,15,16976
3059,2,13,16926
3108,1,11,16880
3162,2,11,16825
3208,1,12,16779
3248,3,11,16738
3296,3,12,16689
3345,1,14,16640
3413,2,14,16571
3457,4,14,16525
3499,7,12,16482
3547,6,14,16433
3585,7,13,16395
3637,7,14,16342
3683,7,14,16296
3724,7,14,16255
3767,8,15,16210
3804,9,12,16175
3857,4,16,16123
3903,3,14,16080
3943,3,13,16041
3988,4,11,15997
4029,4,12,15955
4078,3,11,15908
4107,5,9,15879
4144,3,12,15841
4184,6,11,15799
4235,6,14,15745
4271,6,15,15708
4310,5,16,15669
4364,4,14,15618
4408,5,16,15571
4447,7,18,15528
4485,8,18,15489
4514,4,20,15462
4560,4,18,15418
4595,6,19,15380
4641,8,19,15332
4677,12,18,15293
4710,12,20,15258
4753,11,19,15217
4790,9,22,15179
4828,4,27,15141
4864,10,26,15100
4901,9,30,15060
4930,14,24,15032
4958,9,27,15006
4992,11,28,14969
5034,9,31,14926
5065,14,27,14894
5105,14,33,14848
5160,17,31,14792
5193,15,31,14761
5240,11,33,14716
5295,9,30,14666
5334,12,29,14625
5359,20,28,14593
5386,22,33,14559
5423,24,39,14514
5455,24,41,14480
5485,20,48,14447
5519,26,47,14408
5556,26,52,14366
5573,32,57,14338
5604,39,53,14304
5628,39,63,14270
5654,38,69,14239
5683,39,71,14207
5719,43,75,14163
5752,40,85,14123
5771,42,90,14097
5791,50,91,14068
5816,49,94,14041
5846,48,93,14013
5869,45,97,13989
5887,54,94,13965
5906,52,101,13941
5926,54,115,13905
5940,57,117,13886
5958,54,125,13863
5963,63,130,13844
5977,74,141,13808
5997,77,138,13788
6013,65,147,13775
6013,77,159,13751
6017,84,164,13735
6014,97,174,13715
6020,103,172,13705
6018,90,176,13716
6008,99,187,13706
6014,99,191,13696
6012,106,196,13686
6007,118,205,13670
6005,121,234,13640
6002,130,238,13630
5981,148,247,13624
5967,155,283,13595
5933,163,312,13592
5903,165,340,13592
5877,167,355,13601
5836,182,358,13624
5794,206,359,13641
5749,220,389,13642
5705,218,414,13663
5635,238,440,13687
