S,E,I,R
19966,14,17,3
19948,26,23,3
19931,33,27,9
19902,49,36,13
19876,58,46,20
19834,76,59,31
19785,100,79,36
19730,119,100,51
19654,151,129,66
19533,225,157,85
19409,269,210,112
19211,362,276,151
18986,454,371,189
18698,572,484,246
18295,769,606,330
17762,1022,780,436
17116,1278,1040,566
16323,1586,1350,741
15360,1901,1774,965
14222,2304,2233,1241
12903,2754,2719,1624
11409,3196,3327,2068
9904,3494,4000,2602
8369,3741,4667,3223
6883,3844,5360,3913
5564,3741,6000,4695
4343,3575,6523,5559
3343,3202,6989,6466
2578,2741,7273,7408
1981,2336,7360,8323
1554,1906,7293,9247
1192,1568,7019,10221
971,1189,6751,11089
798,968,6341,11893
681,726,5947,12646
590,584,5499,13327
511,477,4981,14031
480,368,4540,14612
458,267,4089,15186
437,239,3704,15620
440,197,3333,16030
460,161,2965,16414
466,147,2603,16784
490,125,2345,17040
510,106,2071,17313
540,104,1799,17557
565,107,1608,17720
597,94,1416,17893
648,90,1251,18011
681,93,1093,18133
723,84,964,18229
769,70,869,18292
822,65,766,18347
872,61,678,18389
933,52,622,18393
971,61,555,18413
1034,56,493,18417
1108,41,443,18408
1160,38,397,18405
1217,29,354,18400
1256,39,307,18398
1307,42,275,18376
1355,35,248,18362
1409,23,233,18335
1470,35,200,18295
1529,30,182,18259
1594,26,167,18213
1640,23,151,18186
1689,23,131,18157
1741,23,115,18121
1774,29,104,18093
1821,19,94,18066
1891,13,91,18005
1955,14,83,17948
1995,15,75,17915
2066,13,72,17849
2121,10,68,17801
2176,11,62,17751
2220,13,55,17712
2270,13,49,17668
2326,11,47,17616
2383,6,45,17566
2444,11,42,17503
2490,12,39,17459
2539,11,36,17414
2597,7,35,17361
2648,6,32,17314
2698,2,25,17275
2751,4,21,17224
2798,7,21,17174
2861,4,22,17113
2927,4,23,17046
2972,9,22,16997
3013,7,23,16957
3068,8,21,16903
3127,4,20,16849
3166,6,17,16811
3216,3,16,16765
3264,4,13,16719
3328,4,11,16657
3393,4,11,16592
3445,2,9,16544
3497,1,10,16492
3536,1,9,16454
3582,0,7,16411
3626,2,4,16368
3668,2,3,16327
