S,E,I,R
14344,0,0,5656
14358,0,0,5642
14373,0,0,5627
14386,0,0,5614
14402,0,0,5598
14419,0,0,5581
14434,0,0,5566
14448,0,0,5552
14461,0,0,5539
14471,0,0,5529
14490,0,0,5510
14508,0,0,5492
14522,0,0,5478
14540,0,0,5460
14558,0,0,5442
14575,0,0,5425
14593,0,0,5407
14609,0,0,5391
14631,0,0,5369
14645,0,0,5355
14658,0,0,5342
14673,0,0,5327
14686,0,0,5314
14700,0,0,5300
14719,0,0,5281
14736,0,0,5264
14753,0,0,5247
14767,0,0,5233
14781,0,0,5219
14794,0,0,5206
14815,0,0,5185
14829,0,0,5171
14845,0,0,5155
14857,0,0,5143
14870,0,0,5130
14885,0,0,5115
14897,0,0,5103
14913,0,0,5087
14931,0,0,5069
14946,0,0,5054
14957,0,0,5043
14965,0,0,5035
14985,0,0,5015
15008,0,0,4992
15018,0,0,4982
15036,0,0,4964
15046,0,0,4954
15057,0,0,4943
15068,0,0,4932
15076,0,0,4924
15091,0,0,4909
15101,0,0,4899
15113,0,0,4887
15125,0,0,4875
15139,0,0,4861
15157,0,0,4843
15175,0,0,4825
15190,0,0,4810
15198,0,0,4802
15213,0,0,4787
15227,0,0,4773
15236,0,0,4764
15252,0,0,4748
15262,0,0,4738
15279,0,0,4721
15297,0,0,4703
15310,0,0,4690
15330,0,0,4670
15338,0,0,4662
15359,0,0,4641
15370,0,0,4630
15383,0,0,4617
15394,0,0,4606
15406,0,0,4594
15422,0,0,4578
15435,0,0,4565
15450,0,0,4550
15459,0,0,4541
15474,0,0,4526
15479,0,0,4521
15497,0,0,4503
15508,0,0,4492
15515,0,0,4485
15526,0,0,4474
15540,0,0,4460
15554,0,0,4446
15564,0,0,4436
15578,0,0,4422
15591,0,0,4409
15605,0,0,4395
15616,0,0,4384
15624,0,0,4376
15633,0,0,4367
15644,0,0,4356
15657,0,0,4343
15674,0,0,4326
15681,0,0,4319
15690,0,0,4310
15695,0,0,4305
15705,0,0,4295
15721,0,0,4279
15739,0,0,4261
15751,0,0,4249
15769,0,0,4231
15779,0,0,4221
15788,0,0,4212
15804,0,0,4196
15815,0,0,4185
15831,0,0,4169
15847,0,0,4153
15855,0,0,4145
15865,0,0,4135
15876,0,0,4124
15884,0,0,4116
15894,0,0,4106
15909,0,0,4091
15917,0,0,4083
15926,0,0,4074
15937,0,0,4063
15950,0,0,4050
15959,0,0,4041
15973,0,0,4027
15989,0,0,4011
16001,0,0,3999
16003,0,0,3997
16011,0,0,3989
16025,0,0,3975
16039,0,0,3961
16048,0,0,3952
16059,0,0,3941
16074,0,0,3926
16087,0,0,3913
16099,0,0,3901
16112,0,0,3888
16124,0,0,3876
16136,0,0,3864
16146,0,0,3854
16153,0,0,3847
16166,0,0,3834
16176,0,0,3824
16186,0,0,3814
16200,0,0,3800
16208,0,0,3792
16218,0,0,3782
16227,0,0,3773
16234,0,0,3766
16253,0,0,3747
16259,0,0,3741
16269,0,0,3731
16279,0,0,3721
16288,0,0,3712
16305,0,0,3695
16316,0,0,3684
16328,0,0,3672
16343,0,0,3657
16350,0,0,3650
16360,0,0,3640
16375,0,0,3625
16387,0,0,3613
16401,0,0,3599
16413,0,0,3587
16424,0,0,3576
16433,0,0,3567
16443,0,0,3557
16456,0,0,3544
16467,0,0,3533
16477,0,0,3523
16487,0,0,3513
16496,0,0,3504
16509,0,0,3491
16518,0,0,3482
16530,0,0,3470
16540,0,0,3460
16552,0,0,3448
16561,0,0,3439
16573,0,0,3427
16589,0,0,3411
16599,0,0,3401
16608,0,0,3392
16613,0,0,3387
16624,0,0,3376
16631,0,0,3369
16637,0,0,3363
16644,0,0,3356
16654,0,0,3346
16663,0,0,3337
16671,0,0,3329
16678,0,0,3322
16687,0,0,3313
16699,0,0,3301
16706,0,0,3294
16716,0,0,3284
16724,0,0,3276
16731,0,0,3269
16741,0,0,3259
16748,0,0,3252
16758,0,0,3242
16765,0,0,3235
16773,0,0,3227
16785,0,0,3215
16794,0,0,3206
16804,0,0,3196
16809,0,0,3191
16818,0,0,3182
16826,0,0,3174
16832,0,0,3168
16843,0,0,3157
16852,0,0,3148
16861,0,0,3139
16866,0,0,3134
16878,0,0,3122
16885,0,0,3115
16895,0,0,3105
16903,0,0,3097
16913,0,0,3087
16918,0,0,3082
16929,0,0,3071
16939,0,0,3061
16946,0,0,3054
16952,0,0,3048
16965,0,0,3035
16976,0,0,3024
16987,0,0,3013
16995,0,0,3005
17000,0,0,3000
17008,0,0,2992
17015,0,0,2985
17021,0,0,2979
17028,0,0,2972
17041,0,0,2959
17046,0,0,2954
17049,0,0,2951
17058,0,0,2942
17067,0,0,2933
