S,E,I,R
19968,12,15,5
19957,19,19,5
19943,26,24,7
19922,39,26,13
19897,49,39,15
19858,69,50,23
19821,82,62,35
19767,102,84,47
19692,132,117,59
19604,170,146,80
19478,237,182,103
19317,319,232,132
19141,385,297,177
18876,517,384,223
18553,648,520,279
18127,828,687,358
17535,1069,924,472
16840,1348,1196,616
15956,1733,1508,803
14915,2131,1935,1019
13678,2553,2442,1327
12335,2920,3042,1703
10866,3252,3694,2188
9326,3541,4367,2766
7778,3794,5020,3408
6321,3806,5724,4149
4958,3711,6322,5009
3846,3376,6911,5867
2971,2977,7252,6800
2245,2620,7383,7752
1702,2135,7434,8729
1316,1739,7269,9676
1036,1373,6996,10595
845,1094,6610,11451
688,889,6145,12278
592,676,5725,13007
523,526,5222,13729
475,386,4809,14330
433,320,4348,14899
423,235,3924,15418
415,210,3529,15846
429,178,3152,16241
444,148,2813,16595
452,134,2511,16903
491,108,2210,17191
505,104,1951,17440
534,82,1715,17669
579,82,1523,17816
603,82,1348,17967
630,75,1206,18089
676,68,1084,18172
706,81,944,18269
753,63,860,18324
804,53,763,18380
851,52,662,18435
909,50,580,18461
954,48,510,18488
992,56,443,18509
1045,51,400,18504
1096,47,366,18491
1147,48,330,18475
1205,41,292,18462
1270,32,265,18433
1335,28,228,18409
1395,29,205,18371
1447,28,175,18350
1505,26,163,18306
1550,27,146,18277
1606,26,128,18240
1661,22,126,18191
1728,24,103,18145
1780,21,89,18110
1841,12,85,18062
1883,17,74,18026
1946,14,71,17969
1983,17,60,17940
2034,10,63,17893
2089,15,59,17837
2143,11,60,17786
2196,12,54,17738
2246,11,48,17695
2311,11,42,17636
2369,8,41,17582
2426,10,37,17527
2489,8,36,17467
2541,9,28,17422
2592,7,25,17376
2641,4,22,17333
2686,3,23,17288
2733,5,18,17244
2782,5,20,17193
2837,4,19,17140
2891,4,16,17089
2952,3,16,17029
3007,6,15,16972
3056,2,16,16926
3111,3,13,16873
3160,4,10,16826
3204,2,11,16783
3258,1,11,16730
3301,2,10,16687
3355,3,10,16632
3406,4,7,16583
3438,5,7,16550
3491,6,7,16496
3542,3,11,16444
3598,3,10,16389
3660,3,12,16325
3721,4,9,16266
3773,3,8,16216
3823,2,6,16169
3867,2,7,16124
3909,3,7,16081
3967,2,9,16022
4010,3,10,15977
4056,5,9,15930
4103,5,10,15882
4136,5,10,15849
4185,6,9,15800
4246,5,9,15740
4291,6,10,15693
4342,6,11,15641
4391,3,16,15590
4425,5,13,15557
