S,E,I,R
19966,14,17,3
19950,23,20,7
19922,41,25,12
19905,45,32,18
19868,67,41,24
19833,77,56,34
19802,81,73,44
19752,102,90,56
19672,142,117,69
19572,186,154,88
19441,245,196,118
19271,325,266,138
19058,416,343,183
18757,555,453,235
18390,707,594,309
17896,942,756,406
17334,1139,998,529
16561,1488,1270,681
15678,1813,1645,864
14632,2174,2067,1127
13394,2622,2524,1460
12034,2999,3103,1864
10615,3303,3738,2344
9106,3548,4463,2883
7553,3755,5134,3558
6063,3810,5848,4279
4818,3667,6441,5074
3732,3367,6930,5971
2828,3031,7207,6934
2158,2577,7417,7848
1609,2169,7415,8807
1293,1696,7268,9743
1015,1371,6953,10661
808,1067,6611,11514
672,814,6187,12327
567,649,5732,13052
500,513,5252,13735
468,403,4801,14328
434,333,4345,14888
411,266,3926,15397
418,224,3526,15832
434,172,3146,16248
439,159,2784,16618
427,152,2462,16959
456,135,2214,17195
489,103,1956,17452
528,92,1733,17647
565,90,1547,17798
596,90,1359,17955
648,73,1222,18057
691,63,1075,18171
723,65,956,18256
787,65,848,18300
816,73,757,18354
841,64,666,18429
881,58,593,18468
928,62,520,18490
991,54,471,18484
1042,52,415,18491
1087,47,372,18494
1150,48,343,18459
1208,38,308,18446
1264,32,271,18433
1318,27,241,18414
1358,27,214,18401
1420,26,188,18366
1465,33,162,18340
1521,26,153,18300
1574,22,134,18270
1626,21,117,18236
1689,18,109,18184
1748,12,92,18148
1799,14,82,18105
1846,15,73,18066
1892,14,68,18026
1965,11,63,17961
2021,8,59,17912
2079,7,54,17860
2139,12,46,17803
2210,8,44,17738
2267,10,37,17686
2319,15,31,17635
2364,6,36,17594
2423,5,32,17540
2482,5,29,17484
2525,7,22,17446
2584,7,20,17389
2646,5,20,17329
2700,4,19,17277
2750,4,15,17231
2804,7,12,17177
2853,2,16,17129
2903,2,15,17080
2971,3,14,17012
3029,2,16,16953
3091,3,12,16894
3139,2,9,16850
3189,3,7,16801
3241,2,7,16750
3290,2,6,16702
3351,1,6,16642
3390,1,4,16605
3447,2,4,16547
3500,0,5,16495
3560,1,4,16435
3607,1,5,16387
3649,3,5,16343
3697,2,6,16295
3742,2,6,16250
3808,1,7,16184
3854,2,6,16138
3898,1,6,16095
3943,2,6,16049
3992,2,6,16000
4028,2,6,15964
4085,2,7,15906
4136,3,7,15854
4183,4,7,15806
4226,3,6,15765
4270,3,7,15720
4310,3,6,15681
4347,1,7,15645
4389,3,4,15604
4432,3,3,15562
4470,1,5,15524
4521,1,6,15472
4558,1,4,15437
4599,1,4,15396
4643,2,5,15350
4699,0,7,15294
4749,1,6,15244
4792,1,6,15201
4830,1,5,15164
4875,1,5,15119
4924,0,5,15071
4970,0,4,15026
5018,0,3,14979
5055,2,3,14940
5088,2,3,14907
5139,1,2,14858
5181,1,0,14818
5218,1,0,14781
5259,0,1,14740
5309,0,1,14690
5338,0,1,14661
5383,1,1,14615
5426,1,1,14572
5466,1,1,14532
5517,1,1,14481
5546,1,2,14451
5586,2,2,14410
5617,2,2,14379
5655,1,3,14341
5707,2,2,14289
5748,2,2,14248
5789,2,2,14207
5828,3,2,14167
5862,3,2,14133
5909,2,3,14086
5939,4,4,14053
5977,2,7,14014
6027,2,6,13965
6056,2,5,13937
6103,2,5,13890
6134,3,7,13856
6187,2,9,13802
6225,4,9,13762
6251,2,9,13738
6306,1,7,13686
6343,3,3,13651
6372,1,4,13623
6411,1,3,13585
6445,1,3,13551
6489,1,4,13506
6530,2,5,13463
6575,3,6,13416
6611,4,7,13378
6642,4,9,13345
6676,5,8,13311
6717,4,8,13271
6760,5,6,13229
6808,6,6,13180
6837,7,6,13150
6879,8,6,13107
6906,7,8,13079
6937,7,10,13046
6968,5,13,13014
7007,7,16,12970
7046,10,16,12928
7068,13,17,12902
7094,13,19,12874
7125,19,18,12838
7152,18,23,12807
7177,20,29,12774
7211,19,32,12738
7246,16,39,12699
7269,26,38,12667
7296,24,43,12637
7316,29,43,12612
7337,30,49,12584
7355,38,51,12556
7374,39,53,12534
7397,40,61,12502
7419,40,71,12470
7425,52,79,12444
7435,52,90,12423
7445,41,100,12414
7458,53,107,12382
7456,56,114,12374
7457,64,111,12368
7455,73,109,12363
7452,78,127,12343
7445,81,139,12335
7434,80,154,12332
7435,103,167,12295
7396,139,187,12278
7381,140,198,12281
7346,147,239,12268
7301,178,250,12271
7273,172,276,12279
7233,187,301,12279
