S,E,I,R
19959,21,19,1
19938,35,23,4
19918,44,28,10
19893,56,36,15
19862,67,49,22
19814,90,69,27
19764,115,82,39
19688,152,108,52
19588,206,134,72
19452,264,194,90
19277,339,269,115
19023,458,354,165
18726,584,465,225
18335,745,623,297
17861,954,788,397
17249,1192,1048,511
16501,1484,1352,663
15547,1865,1712,876
14392,2347,2150,1111
13110,2711,2708,1471
11637,3167,3277,1919
10107,3507,4013,2373
8523,3757,4766,2954
7006,3811,5516,3667
5521,3844,6208,4427
4354,3574,6758,5314
3255,3319,7137,6289
2439,2950,7310,7301
1866,2481,7389,8264
1404,2074,7277,9245
1087,1626,7127,10160
858,1260,6900,10982
707,1010,6484,11799
596,780,5999,12625
530,591,5501,13378
478,468,5020,14034
421,388,4558,14633
408,310,4116,15166
415,228,3727,15630
434,196,3302,16068
433,165,2947,16455
451,141,2618,16790
474,135,2297,17094
499,131,2049,17321
516,115,1832,17537
567,80,1654,17699
591,84,1469,17856
629,82,1289,18000
673,83,1132,18112
709,74,1003,18214
748,63,903,18286
798,67,798,18337
827,61,705,18407
869,61,632,18438
936,51,567,18446
982,45,504,18469
1024,41,446,18489
1065,46,384,18505
1126,34,350,18490
1179,44,302,18475
1237,36,292,18435
1310,31,256,18403
1368,34,233,18365
1438,34,209,18319
1495,36,183,18286
1556,28,168,18248
1604,28,148,18220
1656,21,129,18194
1723,17,118,18142
1780,14,108,18098
1821,24,96,18059
1870,22,96,18012
1919,22,81,17978
1968,14,74,17944
2027,14,64,17895
2072,15,58,17855
2123,15,52,17810
2184,15,46,17755
2228,12,47,17713
2279,9,48,17664
2332,14,41,17613
2378,13,35,17574
2425,10,36,17529
2461,10,39,17490
2509,11,37,17443
2553,10,34,17403
2605,10,27,17358
2655,7,28,17310
2708,10,24,17258
2755,9,22,17214
2826,7,20,17147
2886,4,21,17089
2933,10,21,17036
2975,7,19,16999
3027,4,16,16953
3079,5,15,16901
3123,7,14,16856
3170,7,15,16808
3226,5,16,16753
3271,5,16,16708
3329,1,18,16652
3374,2,16,16608
3428,2,15,16555
3480,4,11,16505
3529,4,12,16455
3577,9,10,16404
3624,7,12,16357
3665,8,11,16316
3713,5,12,16270
3762,2,11,16225
3804,4,11,16181
3842,4,10,16144
3877,4,11,16108
3931,6,10,16053
3989,3,11,15997
4032,1,10,15957
4085,2,10,15903
4124,2,9,15865
4162,3,8,15827
4206,6,9,15779
4252,2,13,15733
4291,1,12,15696
4331,4,11,15654
4367,4,10,15619
4405,3,10,15582
4454,2,12,15532
4498,2,13,15487
4531,5,12,15452
4564,5,13,15418
4619,6,12,15363
4655,8,14,15323
4708,9,14,15269
4747,8,13,15232
4788,5,15,15192
4824,5,15,15156
4882,5,16,15097
4918,5,18,15059
4949,8,18,15025
5004,8,16,14972
5047,11,15,14927
5082,15,18,14885
5116,13,23,14848
5162,9,29,14800
5199,9,30,14762
5229,13,24,14734
5267,11,24,14698
5303,11,24,14662
5331,12,25,14632
5375,12,28,14585
5411,12,28,14549
5442,16,26,14516
5474,16,28,14482
5497,20,26,14457
5534,19,23,14424
5565,10,32,14393
5602,15,32,14351
5641,15,32,14312
5678,12,34,14276
5718,18,35,14229
5755,14,40,14191
5790,18,39,14153
5820,15,42,14123
5861,17,37,14085
5893,20,35,14052
5915,22,43,14020
5944,27,48,13981
5979,31,49,13941
5997,32,52,13919
6025,27,60,13888
6053,31,58,13858
6082,35,53,13830
6115,41,55,13789
6125,44,58,13773
6147,40,68,13745
6156,45,81,13718
6170,49,90,13691
6185,53,94,13668
6205,55,100,13640
6222,54,103,13621
6242,55,108,13595
6253,49,111,13587
6258,62,118,13562
6274,57,129,13540
6283,67,130,13520
