S,E,I,R
19967,13,17,3
19957,17,21,5
19931,35,27,7
19904,48,37,11
19869,73,43,15
19827,86,65,22
19762,116,90,32
19674,160,121,45
19579,200,151,70
19449,247,216,88
19272,327,287,114
19031,454,348,167
18758,562,452,228
18374,746,581,299
17886,945,789,380
17274,1193,1025,508
16540,1475,1314,671
15655,1790,1676,879
14526,2222,2079,1173
13245,2653,2611,1491
11893,3025,3203,1879
10356,3448,3817,2379
8891,3615,4532,2962
7443,3678,5268,3611
6001,3770,5836,4393
4696,3645,6408,5251
3644,3306,6877,6173
2779,2930,7177,7114
2154,2453,7334,8059
1652,2084,7276,8988
1256,1699,7135,9910
1007,1361,6814,10818
832,1091,6488,11589
694,844,6073,12389
591,655,5628,13126
526,515,5180,13779
493,428,4668,14411
456,336,4240,14968
444,262,3876,15418
442,216,3523,15819
444,197,3117,16242
456,152,2794,16598
470,123,2494,16913
481,109,2193,17217
516,89,1946,17449
541,96,1715,17648
556,90,1557,17797
582,86,1391,17941
625,66,1245,18064
661,65,1089,18185
717,59,972,18252
755,66,830,18349
798,61,728,18413
824,65,658,18453
879,60,581,18480
919,47,513,18521
963,49,453,18535
1020,39,399,18542
1072,34,360,18534
1145,35,318,18502
1205,24,288,18483
1260,26,247,18467
1316,26,221,18437
1374,32,186,18408
1418,25,176,18381
1474,26,163,18337
1548,26,136,18290
1601,21,115,18263
1652,22,105,18221
1705,20,99,18176
1747,19,96,18138
1790,27,86,18097
1837,21,83,18059
1901,23,72,18004
1944,22,62,17972
1992,18,58,17932
2052,16,54,17878
2108,16,49,17827
2166,17,44,17773
2212,16,40,17732
2273,8,45,17674
2332,6,41,17621
2383,14,37,17566
2442,7,39,17512
2503,6,37,17454
2560,10,31,17399
2618,11,29,17342
2662,10,31,17297
2701,13,30,17256
2743,11,31,17215
2789,10,26,17175
2842,11,28,17119
2895,8,30,17067
2941,8,27,17024
2990,4,28,16978
3043,3,25,16929
3081,3,20,16896
3133,5,16,16846
3190,2,15,16793
3242,4,13,16741
3295,3,10,16692
3340,3,10,16647
3386,3,9,16602
3420,4,8,16568
3465,3,7,16525
3505,3,5,16487
3562,5,5,16428
3621,3,6,16370
3668,3,7,16322
3717,3,8,16272
3776,3,9,16212
3818,1,10,16171
3865,2,8,16125
3902,4,8,16086
3941,5,7,16047
3985,4,9,16002
4035,3,10,15952
4075,2,9,15914
4125,3,9,15863
4174,1,8,15817
4209,2,6,15783
4247,2,8,15743
4303,2,8,15687
4358,2,7,15633
4392,1,6,15601
4443,1,6,15550
4493,2,6,15499
4536,3,5,15456
4575,2,5,15418
4613,2,3,15382
4654,1,4,15341
4701,1,4,15294
4736,2,3,15259
4772,1,4,15223
4819,1,3,15177
4864,3,3,15130
4905,1,5,15089
4945,2,5,15048
4986,3,4,15007
5025,2,6,14967
5059,4,4,14933
5099,1,6,14894
5146,3,6,14845
5186,3,7,14804
5227,5,6,14762
5262,2,9,14727
5305,3,9,14683
5355,2,7,14636
5390,0,7,14603
5435,1,7,14557
5476,2,7,14515
5511,4,8,14477
5553,3,10,14434
5589,4,8,14399
5611,4,10,14375
5659,4,8,14329
5691,4,9,14296
5739,4,9,14248
5774,5,8,14213
5821,5,7,14167
5863,2,10,14125
5893,5,9,14093
5927,5,10,14058
5960,4,13,14023
5994,8,10,13988
6033,12,10,13945
6073,10,11,13906
6107,7,12,13874
6145,5,15,13835
6176,13,13,13798
6212,8,19,13761
6239,9,22,13730
6276,10,23,13691
6310,14,24,13652
6343,16,24,13617
6368,19,24,13589
6397,12,31,13560
6422,13,31,13534
6453,16,28,13503
6494,10,34,13462
6515,18,36,13431
6541,23,35,13401
6590,21,37,13352
6617,27,38,13318
6657,22,42,13279
6676,28,49,13247
6696,31,44,13229
6729,32,51,13188
6769,28,56,13147
6794,30,63,13113
6793,41,65,13101
6816,45,61,13078
6836,44,74,13046
6855,44,82,13019
6869,57,82,12992
6874,60,98,12968
6893,64,98,12945
6903,61,106,12930
6913,72,118,12897
6926,81,119,12874
6934,81,126,12859
6934,84,135,12847
6931,92,147,12830
6916,106,169,12809
6885,122,192,12801
6865,133,197,12805
6842,122,222,12814
6825,130,231,12814
6791,146,244,12819
6755,160,275,12810
6726,168,293,12813
6678,187,309,12826
6638,201,331,12830
6567,239,352,12842
6511,231,407,12851
6449,224,463,12864
6381,252,472,12895
6296,284,501,12919
6223,289,550,12938
6137,324,561,12978
6021,358,611,13010
5915,363,652,13070
5819,388,685,13108
5695,409,712,13184
5575,411,752,13262
5464,397,806,13333
5326,434,832,13408
5184,440,888,13488
5051,449,915,13585
4914,467,947,13672
4759,499,992,13750
4630,479,1054,13837
4479,502,1090,13929
4333,504,1107,14056
4174,533,1127,14166
4055,505,1183,14257
3910,507,1186,14397
3807,480,1209,14504
3685,476,1217,14622
3595,458,1259,14688
3472,452,1263,14813
3344,479,1251,14926
3274,432,1263,15031
3182,417,1243,15158
3090,392,1260,15258
3009,364,1231,15396
2960,320,1200,15520
2920,325,1153,15602
2843,323,1123,15711
2811,291,1104,15794
2767,275,1078,15880
2739,272,996,15993
2713,260,951,16076
2714,249,918,16119
2680,268,856,16196
2666,266,853,16215
2642,271,830,16257
2629,254,818,16299
2635,217,806,16342
2641,221,752,16386
2618,225,724,16433
2625,207,710,16458
2646,179,694,16481
2652,177,645,16526
2658,170,619,16553
2688,158,597,16557
2716,157,574,16553
2753,145,550,16552
2774,154,516,16556
2777,141,508,16574
2836,134,493,16537
2874,122,480,16524
2898,127,452,16523
2931,120,435,16514
2955,120,418,16507
2988,114,413,16485
3032,105,394,16469
3087,110,396,16407
3117,119,384,16380
3143,133,366,16358
3177,131,359,16333
3210,112,361,16317
3240,111,353,16296
3269,116,355,16260
3298,126,337,16239
3345,123,311,16221
3398,94,325,16183
3449,96,315,16140
3484,105,301,16110
3515,102,317,16066
3540,98,315,16047
3567,123,293,16017
3611,104,300,15985
3646,100,284,15970
3671,107,280,15942
3714,106,281,15899
3745,96,287,15872
3779,105,277,15839
3827,107,281,15785
3868,93,287,15752
3908,98,280,15714
3943,94,273,15690
3983,93,265,15659
4040,101,263,15596
4081,105,260,15554
4124,107,250,15519
4154,101,262,15483
4197,99,262,15442
4242,87,263,15408
4292,96,268,15344
4322,107,268,15303
4368,113,264,15255
4420,113,259,15208
4472,93,275,15160
4508,103,270,15119
4545,104,284,15067
4567,107,289,15037
4601,118,297,14984
4642,122,294,14942
4676,123,274,14927
4714,112,277,14897
4718,141,274,14867
4741,150,289,14820
4758,157,300,14785
4760,152,332,14756
4792,162,352,14694
4836,164,355,14645
4843,173,376,14608
4854,197,382,14567
4868,198,374,14560
4874,201,402,14523
4898,199,412,14491
4911,206,413,14470
4917,206,439,14438
4898,227,452,14423
4889,242,472,14397
4877,237,493,14393
4859,224,530,14387
4844,232,549,14375
4817,250,562,14371
4802,241,581,14376
4748,263,591,14398
4705,278,613,14404
4676,288,628,14408
4634,305,634,14427
4621,287,645,14447
4572,302,649,14477
4532,310,684,14474
4487,312,709,14492
4433,341,711,14515
4394,352,742,14512
4350,348,773,14529
4315,355,791,14539
4250,339,825,14586
4210,322,844,14624
4179,332,828,14661
4155,334,829,14682
4119,331,851,14699
4083,330,864,14723
4003,349,856,14792
3960,329,879,14832
3940,316,852,14892
3917,315,842,14926
3865,336,852,14947
3843,334,846,14977
3820,329,849,15002
3771,334,853,15042
3737,333,881,15049
3705,309,894,15092
3683,304,892,15121
3648,320,861,15171
3627,311,874,15188
3608,302,883,15207
3574,311,894,15221
3560,313,892,15235
3536,311,901,15252
3495,339,866,15300
3503,323,855,15319
3467,311,854,15368
3426,316,868,15390
3431,289,888,15392
3414,291,854,15441
3372,300,853,15475
3349,319,832,15500
3317,319,837,15527
3316,309,867,15508
3311,305,862,15522
3301,302,869,15528
3315,272,859,15554
3316,306,839,15539
3328,287,830,15555
3336,268,828,15568
3316,259,839,15586
3316,253,833,15598
3296,267,803,15634
3286,274,791,15649
3305,247,798,15650
3305,254,767,15674
3314,261,765,15660
3341,239,771,15649
3333,246,740,15681
3351,240,714,15695
3369,232,728,15671
3379,226,694,15701
3399,230,675,15696
3439,210,665,15686
3447,216,653,15684
3464,214,652,15670
3480,220,636,15664
3504,221,628,15647
3531,201,632,15636
3547,205,605,15643
3534,221,606,15639
3559,228,612,15601
3591,231,599,15579
3633,214,595,15558
3638,229,584,15549
3664,228,567,15541
3655,237,573,15535
3693,203,597,15507
3701,209,594,15496
3735,193,597,15475
3745,200,579,15476
3752,226,584,15438
3780,209,576,15435
3790,217,562,15431
3825,231,554,15390
3827,217,575,15381
3853,215,563,15369
3868,220,547,15365
3887,205,551,15357
3926,188,541,15345
3940,195,533,15332
3959,211,516,15314
3980,206,519,15295
4019,202,515,15264
4057,207,520,15216
4066,208,533,15193
4071,222,525,15182
4080,212,549,15159
4079,212,552,15157
4067,238,540,15155
4082,222,575,15121
4073,233,577,15117
4089,253,581,15077
4086,253,606,15055
4096,245,627,15032
4088,255,614,15043
4096,247,627,15030
4090,252,627,15031
4090,246,638,15026
4085,253,633,15029
4061,286,614,15039
4024,285,625,15066
4028,254,649,15069
4019,267,648,15066
3999,276,654,15071
3986,271,692,15051
3958,273,675,15094
3951,269,702,15078
3908,267,714,15111
3901,262,716,15121
3883,280,713,15124
3856,292,736,15116
