S,E,I,R
19971,9,17,3
19953,24,19,4
19936,33,23,8
19912,45,31,12
19880,56,43,21
19851,63,55,31
19802,82,74,42
19727,128,89,56
19638,163,126,73
19518,225,169,88
19375,268,245,112
19163,388,294,155
18917,487,387,209
18593,634,484,289
18144,824,668,364
17634,994,898,474
16929,1317,1118,636
16091,1642,1428,839
15131,1956,1820,1093
13941,2402,2285,1372
12660,2771,2833,1736
11190,3216,3404,2190
9719,3429,4127,2725
8199,3629,4872,3300
6718,3752,5545,3985
5292,3762,6190,4756
4082,3513,6771,5634
3145,3155,7150,6550
2378,2740,7397,7485
1786,2295,7499,8420
1342,1920,7403,9335
1019,1539,7173,10269
791,1212,6852,11145
662,924,6423,11991
545,739,5918,12798
481,567,5456,13496
423,465,4965,14147
409,346,4533,14712
400,280,4084,15236
398,227,3679,15696
389,173,3295,16143
405,149,2960,16486
410,160,2610,16820
437,132,2301,17130
474,105,2024,17397
485,106,1779,17630
522,83,1578,17817
565,73,1401,17961
604,69,1252,18075
647,67,1091,18195
676,72,965,18287
724,66,863,18347
764,53,782,18401
799,60,678,18463
841,63,615,18481
891,55,564,18490
963,46,520,18471
1007,51,437,18505
1050,49,382,18519
1111,31,363,18495
1153,31,326,18490
1202,28,289,18481
1256,24,261,18459
1307,29,218,18446
1366,29,192,18413
1420,21,184,18375
1473,18,174,18335
1536,20,144,18300
1595,27,124,18254
1658,16,118,18208
1721,16,108,18155
1769,21,93,18117
1838,17,88,18057
1894,15,83,18008
1956,13,75,17956
2006,15,69,17910
2071,12,64,17853
2127,10,56,17807
2179,12,54,17755
2233,16,46,17705
2288,9,51,17652
2341,10,47,17602
2395,12,41,17552
2450,9,40,17501
2502,9,33,17456
2553,9,32,17406
2605,9,30,17356
2660,11,26,17303
2714,13,26,17247
2757,11,25,17207
2800,11,25,17164
2846,11,24,17119
2901,9,22,17068
2967,6,27,17000
3017,6,25,16952
3068,8,23,16901
3124,8,24,16844
3175,11,26,16788
3226,8,26,16740
3279,8,26,16687
3326,6,26,16642
3372,3,22,16603
3417,5,23,16555
3457,8,18,16517
3500,7,19,16474
3552,5,14,16429
3605,4,13,16378
3661,4,13,16322
3712,5,10,16273
3769,5,12,16214
3815,5,12,16168
3866,5,12,16117
3915,3,11,16071
3956,1,13,16030
4001,2,13,15984
4036,3,13,15948
4085,6,15,15894
4129,6,17,15848
4164,5,19,15812
4212,10,20,15758
4263,11,21,15705
4308,8,22,15662
4351,9,24,15616
4380,11,23,15586
4412,11,23,15554
4448,13,20,15519
4486,12,20,15482
4526,10,21,15443
4563,11,24,15402
4603,9,26,15362
4647,9,24,15320
4674,9,25,15292
4715,9,21,15255
4746,8,19,15227
4781,8,18,15193
4819,11,19,15151
4861,7,25,15107
4908,7,25,15060
4952,10,20,15018
4989,6,27,14978
5021,6,26,14947
5061,13,24,14902
5101,12,27,14860
5143,11,26,14820
5183,12,22,14783
5237,10,23,14730
5272,11,24,14693
5307,12,23,14658
5351,7,26,14616
5384,6,24,14586
5414,5,24,14557
5448,13,26,14513
5487,11,26,14476
5541,15,26,14418
5577,18,27,14378
5621,18,28,14333
5664,19,28,14289
5690,23,32,14255
5719,22,38,14221
5757,17,45,14181
5791,14,41,14154
5829,17,39,14115
5861,22,39,14078
5886,26,43,14045
5915,20,47,14018
5954,28,49,13969
5975,29,51,13945
6000,29,55,13916
6017,35,61,13887
6045,37,69,13849
6077,34,70,13819
6093,49,72,13786
6121,40,77,13762
6154,41,81,13724
6173,40,90,13697
6201,41,100,13658
6227,51,103,13619
6239,60,110,13591
6249,68,121,13562
6262,70,134,13534
6261,76,133,13530
6271,75,147,13507
6263,83,163,13491
6255,91,172,13482
6267,101,178,13454
6263,97,193,13447
6250,111,208,13431
6226,124,219,13431
6240,132,214,13414
6214,132,235,13419
6192,143,254,13411
6180,157,259,13404
6162,159,278,13401
6154,154,304,13388
6111,183,330,13376
6077,191,346,13386
6044,193,365,13398
6005,193,401,13401
5945,214,415,13426
5900,218,450,13432
5839,246,453,13462
5777,246,506,13471
5696,289,526,13489
5638,287,564,13511
5548,304,599,13549
5467,306,639,13588
5382,308,671,13639
5302,315,684,13699
5206,365,682,13747
5125,351,728,13796
5026,377,757,13840
4941,374,807,13878
4843,376,820,13961
4758,369,848,14025
4673,371,858,14098
4579,375,877,14169
4454,414,892,14240
4370,400,909,14321
4264,409,912,14415
4166,397,941,14496
4064,391,941,14604
3971,374,954,14701
3882,379,960,14779
3820,357,959,14864
3705,394,954,14947
3621,390,962,15027
3515,409,983,15093
3449,377,1005,15169
3400,352,1006,15242
3345,319,1001,15335
3272,325,992,15411
3205,318,988,15489
3156,321,988,15535
3118,295,974,15613
3055,312,952,15681
3029,290,940,15741
2969,298,913,15820
2923,292,889,15896
2896,263,898,15943
2873,248,896,15983
2825,262,849,16064
2811,254,829,16106
2789,247,806,16158
2780,228,791,16201
2756,228,751,16265
2775,200,737,16288
2769,209,718,16304
2775,204,694,16327
2782,197,657,16364
2807,191,618,16384
2827,183,587,16403
2842,165,586,16407
2857,172,574,16397
2878,170,562,16390
2893,172,535,16400
2923,159,531,16387
2948,155,518,16379
2980,145,507,16368
2980,150,482,16388
3016,137,475,16372
3032,140,462,16366
3051,141,449,16359
3064,145,438,16353
3088,141,432,16339
3123,152,419,16306
3175,135,408,16282
3205,137,406,16252
3241,146,381,16232
3276,133,379,16212
3325,133,374,16168
3366,131,352,16151
3414,113,367,16106
3456,124,350,16070
3507,110,354,16029
3544,116,342,15998
3590,109,344,15957
3628,118,339,15915
3664,116,334,15886
3704,114,318,15864
3744,116,318,15822
3787,119,314,15780
3830,117,313,15740
3871,117,306,15706
3898,127,295,15680
3937,124,304,15635
3960,135,312,15593
3997,129,307,15567
4029,134,315,15522
4067,131,312,15490
4099,130,307,15464
4128,126,319,15427
4148,138,304,15410
4159,141,308,15392
4199,132,320,15349
4225,135,327,15313
4259,140,330,15271
4277,133,343,15247
4311,124,364,15201
4344,139,373,15144
4358,140,369,15133
4369,141,375,15115
4413,152,373,15062
4448,151,374,15027
4473,152,380,14995
4505,149,406,14940
4511,175,403,14911
4529,176,420,14875
4542,176,422,14860
4535,177,424,14864
4546,189,429,14836
4555,187,451,14807
4554,207,477,14762
4543,213,476,14768
4544,209,491,14756
4537,213,507,14743
4519,210,535,14736
4484,245,543,14728
4459,256,562,14723
4456,244,588,14712
4452,231,603,14714
4426,251,593,14730
4413,234,606,14747
4394,237,620,14749
4380,219,632,14769
4321,245,633,14801
4283,259,648,14810
4247,271,658,14824
4258,273,644,14825
4201,293,653,14853
4188,279,666,14867
4174,280,644,14902
4169,272,653,14906
4163,263,650,14924
4134,265,671,14930
4125,263,680,14932
4097,273,686,14944
4075,258,722,14945
4065,263,719,14953
4065,268,722,14945
4044,275,714,14967
4036,263,722,14979
4020,284,704,14992
3991,294,710,15005
3981,278,710,15031
3969,273,740,15018
3949,281,744,15026
3934,284,744,15038
3907,291,752,15050
3868,290,768,15074
3848,295,783,15074
3804,314,775,15107
3775,306,782,15137
3759,301,771,15169
3729,295,799,15177
3740,275,799,15186
3725,273,776,15226
3713,296,749,15242
3687,298,755,15260
3674,293,780,15253
3663,279,775,15283
3667,302,742,15289
3630,312,772,15286
3622,316,757,15305
3609,288,787,15316
3574,303,769,15354
3562,306,778,15354
3576,288,782,15354
3563,284,780,15373
3557,281,785,15377
3561,293,747,15399
3557,283,756,15404
3549,287,757,15407
3546,263,771,15420
3561,266,749,15424
3579,250,739,15432
3565,264,741,15430
3599,250,736,15415
3614,236,712,15438
3636,230,682,15452
3641,249,678,15432
3660,252,674,15414
3664,250,666,15420
3685,234,676,15405
3698,242,670,15390
3705,248,680,15367
3700,264,665,15371
3697,275,674,15354
3699,252,690,15359
3729,244,688,15339
3737,240,691,15332
3735,247,693,15325
3749,238,706,15307
3766,235,697,15302
3762,234,683,15321
3765,235,672,15328
3763,246,670,15321
3785,250,652,15313
3796,242,658,15304
3793,246,668,15293
3789,245,676,15290
3812,233,683,15272
3804,236,692,15268
3795,249,671,15285
3801,259,658,15282
3808,243,664,15285
3830,226,668,15276
3794,249,655,15302
3789,258,659,15294
3822,233,667,15278
3824,243,651,15282
3827,236,667,15270
3834,227,663,15276
3817,246,660,15277
3839,233,661,15267
3835,235,670,15260
3829,233,676,15262
3815,234,666,15285
3804,234,674,15288
3806,249,678,15267
3803,253,682,15262
3797,258,666,15279
3794,252,679,15275
3791,252,687,15270
3784,251,682,15283
3780,232,691,15297
3756,244,664,15336
3772,233,677,15318
3776,243,641,15340
3790,248,626,15336
3810,238,615,15337
3818,246,623,15313
3813,235,638,15314
3839,222,636,15303
3871,222,626,15281
3871,230,610,15289
3854,251,617,15278
3860,253,608,15279
3859,233,633,15275
3868,227,645,15260
3863,242,639,15256
3848,247,648,15257
