S,E,I,R
19967,13,19,1
19951,23,19,7
19922,44,26,8
19903,51,32,14
19872,61,47,20
19838,70,71,21
19784,93,93,30
19687,158,110,45
19574,214,152,60
19458,258,201,83
19286,335,265,114
19067,428,349,156
18750,588,439,223
18391,722,607,280
17922,916,787,375
17324,1195,996,485
16577,1509,1262,652
15675,1821,1644,860
14561,2241,2075,1123
13315,2641,2648,1396
11942,3079,3148,1831
10429,3395,3853,2323
8823,3707,4564,2906
7305,3900,5197,3598
5900,3836,5908,4356
4632,3671,6502,5195
3572,3353,6976,6099
2704,2981,7264,7051
2057,2536,7395,8012
1594,2060,7354,8992
1248,1655,7158,9939
968,1346,6885,10801
785,1059,6538,11618
640,840,6096,12424
537,649,5676,13138
472,513,5186,13829
419,443,4709,14429
415,338,4309,14938
387,283,3908,15422
405,209,3503,15883
411,172,3137,16280
432,136,2830,16602
449,133,2506,16912
480,116,2237,17167
504,106,2019,17371
532,107,1772,17589
561,102,1589,17748
605,89,1419,17887
664,69,1263,18004
714,78,1099,18109
761,70,981,18188
800,65,855,18280
837,68,761,18334
888,57,676,18379
944,50,600,18406
1019,45,529,18407
1069,35,477,18419
1125,30,426,18419
1175,33,376,18416
1211,41,328,18420
1262,43,295,18400
1313,38,269,18380
1376,33,243,18348
1426,34,221,18319
1480,27,201,18292
1526,28,191,18255
1577,25,176,18222
1632,21,157,18190
1678,24,145,18153
1727,20,136,18117
1767,22,119,18092
1823,18,108,18051
1877,15,94,18014
1940,17,84,17959
1987,20,76,17917
2035,15,75,17875
2092,14,67,17827
2157,13,60,17770
2203,12,58,17727
2247,9,49,17695
2316,8,45,17631
2376,7,40,17577
2419,5,36,17540
2458,6,32,17504
2517,5,31,17447
2574,6,29,17391
2636,6,26,17332
2698,7,28,17267
2757,9,25,17209
2805,11,23,17161
2853,9,24,17114
2899,10,24,17067
2953,10,25,17012
3000,6,24,16970
3052,8,26,16914
3109,8,22,16861
3161,6,22,16811
3220,7,21,16752
3260,9,19,16712
3317,7,18,16658
3374,6,16,16604
3414,9,13,16564
3455,7,15,16523
3502,6,16,16476
3551,8,17,16424
3597,9,19,16375
3646,11,21,16322
3704,12,21,16263
3747,12,21,16220
3787,12,22,16179
3825,12,27,16136
3870,9,29,16092
3919,11,27,16043
3964,8,24,16004
4005,6,20,15969
4046,3,22,15929
4083,4,20,15893
4116,6,17,15861
4146,6,17,15831
4210,6,17,15767
4262,6,17,15715
4302,11,16,15671
4356,8,18,15618
4390,10,17,15583
4429,10,23,15538
4459,13,22,15506
4498,13,26,15463
4536,14,26,15424
4577,12,28,15383
4610,10,33,15347
4650,15,33,15302
4696,13,34,15257
4745,15,33,15207
4776,21,31,15172
4816,21,33,15130
4861,20,32,15087
4910,19,34,15037
4952,10,37,15001
4990,12,38,14960
5021,14,35,14930
5050,9,32,14909
5088,14,33,14865
5120,16,40,14824
5166,18,42,14774
5199,21,42,14738
5229,19,39,14713
5260,19,45,14676
5283,28,45,14644
5306,25,49,14620
5339,20,55,14586
5358,22,55,14565
5394,24,54,14528
5430,25,57,14488
5464,26,62,14448
5497,35,58,14410
5522,35,67,14376
5548,38,71,14343
5564,42,74,14320
5590,45,82,14283
5614,49,84,14253
5646,43,92,14219
5666,49,94,14191
5691,47,92,14170
5706,53,102,14139
5722,62,107,14109
5750,66,106,14078
5761,63,121,14055
5763,63,131,14043
5780,83,122,14015
5798,78,134,13990
5807,79,139,13975
5811,71,158,13960
5815,74,162,13949
5816,85,164,13935
5813,88,171,13928
5801,103,171,13925
