S,E,I,R
19959,21,17,3
19939,29,26,6
19912,49,26,13
19888,55,41,16
19852,70,57,21
19804,91,75,30
19730,131,95,44
19664,143,133,60
19539,213,169,79
19393,284,219,104
19184,385,289,142
18946,470,381,203
18615,625,500,260
18180,825,648,347
17648,1016,893,443
16936,1358,1112,594
16083,1744,1406,767
15106,2080,1795,1019
13954,2427,2326,1293
12579,2871,2847,1703
11097,3333,3415,2155
9653,3531,4106,2710
8164,3709,4792,3335
6676,3824,5516,3984
5366,3725,6133,4776
4233,3452,6715,5600
3258,3145,7097,6500
2494,2712,7357,7437
1902,2284,7399,8415
1458,1903,7266,9373
1126,1544,7035,10295
895,1198,6717,11190
740,919,6360,11981
641,715,5929,12715
580,556,5473,13391
544,419,4990,14047
512,353,4510,14625
481,294,4088,15137
479,258,3686,15577
469,221,3327,15983
459,204,2933,16404
454,175,2630,16741
477,138,2350,17035
506,107,2103,17284
527,106,1860,17507
562,87,1640,17711
589,89,1430,17892
622,88,1263,18027
672,68,1139,18121
719,63,997,18221
756,53,868,18323
811,47,754,18388
848,58,671,18423
899,50,587,18464
958,40,517,18485
1014,43,436,18507
1076,38,386,18500
1139,36,347,18478
1192,45,311,18452
1247,43,277,18433
1292,47,248,18413
1339,47,228,18386
1386,45,212,18357
1430,33,193,18344
1506,27,175,18292
1561,23,166,18250
1621,23,146,18210
1682,20,133,18165
1723,31,116,18130
1793,21,115,18071
1844,18,100,18038
1893,21,99,17987
1952,16,95,17937
2013,17,90,17880
2059,21,78,17842
2108,20,75,17797
2166,14,76,17744
2233,15,63,17689
2300,15,63,17622
2352,18,56,17574
2398,14,56,17532
2453,14,56,17477
2506,13,50,17431
2540,10,49,17401
2591,11,44,17354
2643,8,43,17306
2685,10,39,17266
2741,10,33,17216
2789,11,32,17168
2854,7,32,17107
2908,8,31,17053
2957,11,30,17002
2998,13,24,16965
3049,11,25,16915
3091,8,23,16878
3141,6,25,16828
3193,7,23,16777
3240,4,21,16735
3300,2,19,16679
3351,3,18,16628
3404,4,14,16578
3454,3,12,16531
3497,4,11,16488
3531,1,14,16454
3583,2,13,16402
3627,2,13,16358
3663,2,12,16323
3709,3,11,16277
3741,5,9,16245
3787,2,12,16199
3836,3,9,16152
3869,2,11,16118
3907,4,10,16079
3938,7,9,16046
3980,4,8,16008
4028,5,5,15962
4085,5,5,15905
4116,7,5,15872
4155,3,10,15832
4205,4,10,15781
4252,5,11,15732
4288,3,11,15698
4342,2,10,15646
4393,5,8,15594
4433,4,7,15556
4464,6,7,15523
4507,4,9,15480
4546,4,7,15443
4580,2,9,15409
4627,3,9,15361
4676,2,10,15312
4710,1,10,15279
4762,1,10,15227
4821,3,9,15167
4875,7,8,15110
4913,3,10,15074
4957,6,7,15030
5002,6,7,14985
5039,6,7,14948
5083,4,9,14904
5120,6,10,14864
5159,6,12,14823
5197,6,12,14785
5225,8,12,14755
5273,5,12,14710
5305,5,10,14680
5345,2,13,14640
5388,3,13,14596
5422,6,13,14559
5466,7,14,14513
5500,10,15,14475
5535,16,17,14432
5576,17,18,14389
5608,10,23,14359
5666,8,22,14304
5699,9,24,14268
5735,13,24,14228
5777,8,26,14189
5804,15,26,14155
5843,14,26,14117
5876,16,28,14080
5907,16,28,14049
5933,18,31,14018
5974,12,37,13977
6004,10,38,13948
6029,23,36,13912
6049,28,41,13882
6080,27,43,13850
6101,28,48,13823
6117,34,55,13794
6146,29,60,13765
6172,33,67,13728
6194,33,74,13699
6228,36,76,13660
6248,46,77,13629
6274,48,77,13601
6290,47,88,13575
6293,53,91,13563
6303,65,93,13539
6318,69,98,13515
6351,53,114,13482
6347,65,130,13458
6353,71,137,13439
6364,88,137,13411
6351,94,141,13414
6349,102,162,13387
6341,115,170,13374
6342,119,190,13349
6336,130,209,13325
6314,135,230,13321
6309,133,252,13306
6275,141,279,13305
6234,161,296,13309
6210,181,298,13311
6171,196,321,13312
6133,200,340,13327
6081,201,377,13341
6041,224,389,13346
5989,241,408,13362
5918,247,454,13381
5859,252,478,13411
5793,257,499,13451
5732,260,531,13477
5648,285,544,13523
5560,318,550,13572
5472,312,600,13616
5375,334,627,13664
5291,339,658,13712
5196,351,696,13757
5098,359,725,13818
5002,380,769,13849
4889,398,794,13919
4759,401,840,14000
4648,403,877,14072
4514,409,919,14158
4392,453,921,14234
4285,439,960,14316
4168,455,975,14402
4084,416,994,14506
3989,408,999,14604
3910,381,998,14711
3823,371,1006,14800
3751,366,1016,14867
3649,382,1022,14947
3560,390,1028,15022
3456,401,1030,15113
3378,372,1047,15203
3306,374,1032,15288
3244,359,1008,15389
3189,329,998,15484
3136,302,998,15564
3071,306,972,15651
3014,320,944,15722
2967,306,925,15802
2943,275,917,15865
2934,266,870,15930
2896,272,840,15992
2870,264,829,16037
2847,263,793,16097
2830,244,790,16136
2827,237,763,16173
2840,231,753,16176
2834,223,731,16212
2828,217,716,16239
2809,215,705,16271
2807,213,691,16289
2796,222,651,16331
2806,204,652,16338
2830,178,635,16357
2844,180,613,16363
2857,169,598,16376
2880,173,576,16371
2899,165,550,16386
2937,146,547,16370
2956,157,512,16375
2990,157,482,16371
3009,139,476,16376
3033,142,448,16377
3063,144,436,16357
3074,154,433,16339
3093,137,436,16334
3126,128,437,16309
3167,119,430,16284
3179,117,422,16282
3205,114,414,16267
3252,118,401,16229
3277,128,383,16212
3300,142,366,16192
3331,137,380,16152
3357,140,364,16139
3388,136,370,16106
3403,132,367,16098
3435,152,352,16061
3454,155,340,16051
3502,142,356,16000
3550,132,361,15957
3569,131,380,15920
3604,137,359,15900
3633,139,358,15870
3650,153,349,15848
3692,122,365,15821
3724,136,367,15773
3752,139,357,15752
3793,135,346,15726
3826,143,361,15670
3843,162,346,15649
3873,147,373,15607
3900,147,370,15583
3932,139,360,15569
3955,141,369,15535
3998,150,360,15492
4031,156,361,15452
4044,167,368,15421
4072,162,369,15397
4091,162,387,15360
4118,149,387,15346
4146,146,378,15330
4151,164,381,15304
4177,162,386,15275
4200,169,402,15229
4241,163,416,15180
4255,162,422,15161
4264,169,423,15144
4298,163,418,15121
4314,166,417,15103
4347,167,411,15075
4350,177,418,15055
4383,179,434,15004
4384,182,434,15000
4405,166,441,14988
4425,162,443,14970
4449,161,445,14945
4456,169,446,14929
4472,188,437,14903
4501,188,456,14855
4534,170,449,14847
4553,167,459,14821
4547,185,459,14809
4532,193,472,14803
4539,199,482,14780
4529,212,473,14786
4539,200,468,14793
4551,204,481,14764
4569,205,485,14741
4597,198,498,14707
4588,212,530,14670
4569,219,537,14675
4534,234,574,14658
4521,257,582,14640
4511,251,585,14653
4494,249,594,14663
4476,255,597,14672
4456,280,596,14668
4448,268,629,14655
4445,254,639,14662
4410,273,640,14677
4366,298,637,14699
4374,280,651,14695
4347,290,683,14680
4309,296,705,14690
4273,297,706,14724
4244,307,708,14741
4233,304,739,14724
4209,311,740,14740
4175,346,720,14759
4147,332,743,14778
4140,324,758,14778
4135,305,784,14776
4107,320,787,14786
4073,322,806,14799
4002,351,804,14843
3981,343,820,14856
3931,353,819,14897
3908,333,834,14925
3868,336,846,14950
3865,308,875,14952
3845,286,895,14974
3791,295,885,15029
3769,331,849,15051
3733,330,855,15082
3689,339,851,15121
3641,343,851,15165
3610,335,832,15223
3595,310,848,15247
3563,324,850,15263
3521,361,833,15285
3511,340,828,15321
3497,324,839,15340
3479,298,861,15362
3477,279,844,15400
3476,283,833,15408
3467,272,798,15463
3463,271,774,15492
3444,254,792,15510
3412,275,791,15522
3417,266,779,15538
3441,257,764,15538
3417,263,754,15566
3421,282,730,15567
3427,290,697,15586
3434,276,694,15596
3428,284,677,15611
3434,267,704,15595
3426,267,711,15596
3455,270,691,15584
3461,282,650,15607
3460,256,696,15588
3475,256,689,15580
3482,257,675,15586
3506,235,670,15589
3504,249,673,15574
3510,243,672,15575
3506,229,681,15584
3539,234,666,15561
3564,223,654,15559
3558,240,627,15575
3577,232,631,15560
3583,224,627,15566
3622,219,622,15537
3643,203,624,15530
3680,204,611,15505
3723,213,606,15458
3751,230,602,15417
3753,246,580,15421
3757,231,591,15421
3784,226,594,15396
3763,233,598,15406
3780,245,597,15378
3764,251,611,15374
3756,246,611,15387
3765,233,625,15377
3770,235,624,15371
3772,252,615,15361
3775,237,624,15364
3776,237,627,15360
3779,241,645,15335
3772,259,636,15333
3797,261,618,15324
3812,239,616,15333
3817,249,625,15309
3829,245,639,15287
3842,253,646,15259
3861,250,650,15239
3865,252,655,15228
3876,239,656,15229
3902,238,643,15217
3901,240,650,15209
3879,234,661,15226
3880,233,662,15225
3852,254,670,15224
3850,263,675,15212
3839,264,663,15234
3838,279,657,15226
3841,280,658,15221
3850,288,656,15206
3856,251,694,15199
3852,240,682,15226
3841,245,706,15208
3845,241,712,15202
3851,239,700,15210
3832,249,686,15233
3818,263,696,15223
3798,274,678,15250
3764,278,687,15271
3769,267,684,15280
3766,258,686,15290
3750,277,673,15300
3736,265,682,15317
3761,257,670,15312
3762,250,659,15329
3766,235,675,15324
3772,222,673,15333
3787,232,671,15310
3771,245,692,15292
3773,242,661,15324
3780,252,663,15305
3780,249,648,15323
3771,225,661,15343
3772,238,658,15332
3781,249,654,15316
3788,251,648,15313
3797,235,647,15321
3790,256,627,15327
3761,257,648,15334
3753,248,667,15332
3744,231,677,15348
3745,231,679,15345
3757,234,664,15345
3756,256,646,15342
3762,243,654,15341
3766,226,660,15348
3762,224,651,15363
3763,249,639,15349
3741,248,658,15353
3747,248,669,15336
3737,251,671,15341
3751,235,667,15347
3765,239,668,15328
3772,231,672,15325
3779,248,652,15321
3773,263,636,15328
3790,255,635,15320
3778,249,622,15351
3770,247,649,15334
3767,245,633,15355
3753,256,647,15344
3746,229,684,15341
3727,235,680,15358
3732,229,672,15367
3729,224,671,15376
3728,232,655,15385
3731,238,663,15368
3704,259,647,15390
3708,243,645,15404
3737,227,659,15377
3718,247,624,15411
3714,247,619,15420
3732,224,629,15415
3738,216,626,15420
3738,234,620,15408
3765,226,624,15385
3750,243,589,15418
3737,249,617,15397
3732,265,615,15388
3738,261,614,15387
3758,259,617,15366
3755,243,648,15354
3734,267,640,15359
3734,235,659,15372
3736,246,637,15381
3735,250,623,15392
3724,250,633,15393
3729,243,632,15396
3755,243,625,15377
3775,231,609,15385
3783,233,607,15377
3794,217,623,15366
3809,215,583,15393
3819,235,576,15370
3808,242,579,15371
3805,227,604,15364
3790,239,605,15366
3798,229,613,15360
3785,246,602,15367
3782,236,624,15358
3773,240,619,15368
3768,228,645,15359
3773,236,643,15348
3775,221,653,15351
3761,232,658,15349
3767,246,650,15337
3767,243,647,15343
3765,259,653,15323
3760,243,667,15330
3773,240,651,15336
3765,252,626,15357
3767,231,644,15358
3776,235,622,15367
3791,243,594,15372
3784,237,605,15374
3792,222,614,15372
3795,224,608,15373
3804,238,593,15365
3802,237,577,15384
3816,239,601,15344
3835,248,585,15332
3847,243,601,15309
3862,233,616,15289
3877,210,639,15274
3870,246,634,15250
3868,262,619,15251
3859,245,634,15262
3854,235,617,15294
3875,233,612,15280
3851,254,617,15278
3844,252,642,15262
3841,253,646,15260
3839,264,622,15275
3854,238,622,15286
3867,237,609,15287
3848,250,629,15273
3848,231,650,15271
3866,235,619,15280
3873,250,630,15247
3883,249,650,15218
3902,227,641,15230
3896,230,646,15228
3887,220,674,15219
3870,240,648,15242
3837,267,664,15232
3838,269,648,15245
3855,270,638,15237
3830,265,676,15229
3868,249,679,15204
3857,265,687,15191
3871,262,678,15189
3849,250,693,15208
3818,270,685,15227
3844,261,687,15208
3843,250,690,15217
3833,260,666,15241
3812,250,688,15250
3792,266,686,15256
3785,298,661,15256
3804,275,689,15232
3798,283,700,15219
3810,267,698,15225
3809,272,704,15215
3790,280,718,15212
3781,303,722,15194
3791,300,734,15175
3805,289,742,15164
3779,302,745,15174
3780,286,761,15173
3776,277,746,15201
3782,275,733,15210
3768,290,735,15207
3755,289,718,15238
3734,265,740,15261
3725,270,732,15273
3727,271,725,15277
3704,277,730,15289
3693,278,733,15296
3658,293,730,15319
3636,296,726,15342
3637,301,725,15337
3634,271,730,15365
3627,265,744,15364
3611,267,735,15387
3609,270,744,15377
3593,289,723,15395
3598,281,723,15398
3623,249,729,15399
3619,251,734,15396
3618,243,734,15405
3607,263,727,15403
3623,277,706,15394
3628,261,724,15387
3637,259,724,15380
3642,281,720,15357
3642,271,730,15357
3643,241,748,15368
3639,250,738,15373
3610,248,724,15418
3616,248,693,15443
3642,238,698,15422
3669,244,682,15405
3714,239,659,15388
3721,238,656,15385
3728,231,669,15372
3733,253,650,15364
3716,260,665,15359
3710,252,675,15363
3723,238,689,15350
3718,247,679,15356
3721,247,660,15372
3730,258,665,15347
3746,246,649,15359
3782,242,633,15343
3805,254,626,15315
3819,238,632,15311
3837,214,654,15295
3848,225,640,15287
3864,236,626,15274
3892,226,629,15253
3895,246,607,15252
3896,256,587,15261
3911,251,588,15250
3922,252,589,15237
3940,235,613,15212
3956,223,620,15201
3959,230,619,15192
3955,248,607,15190
3959,235,612,15194
3956,243,612,15189
3949,232,631,15188
3941,238,636,15185
3942,239,650,15169
3951,263,638,15148
3950,284,637,15129
3942,294,630,15134
3938,274,674,15114
3956,253,687,15104
3987,246,654,15113
3994,258,679,15069
4006,248,687,15059
3993,257,676,15074
3992,266,681,15061
3990,249,686,15075
3977,246,699,15078
3951,265,688,15096
3925,279,698,15098
3900,261,709,15130
3902,272,700,15126
3889,269,703,15139
3881,271,705,15143
3890,273,699,15138
3895,282,701,15122
3888,273,698,15141
3887,281,708,15124
3851,302,706,15141
3856,303,708,15133
3844,302,711,15143
3833,289,712,15166
3817,270,721,15192
3798,273,724,15205
3770,277,737,15216
3779,259,744,15218
3751,283,740,15226
3746,288,747,15219
3741,277,755,15227
3709,297,745,15249
3703,286,741,15270
3702,286,731,15281
3700,272,763,15265
3705,266,733,15296
3694,262,749,15295
3688,266,744,15302
3673,295,727,15305
3679,283,743,15295
3665,273,756,15306
3641,306,716,15337
3610,305,745,15340
3614,292,739,15355
3618,279,739,15364
3608,278,748,15366
3618,264,738,15380
3596,285,718,15401
3591,282,712,15415
3613,274,685,15428
3629,249,708,15414
3601,252,729,15418
3615,259,703,15423
3595,249,697,15459
3607,238,701,15454
3621,246,683,15450
3641,222,669,15468
3633,231,661,15475
3627,241,640,15492
3626,248,635,15491
3645,224,657,15474
3668,223,642,15467
3644,261,634,15461
3683,241,638,15438
3704,221,622,15453
3687,242,600,15471
3687,256,618,15439
3700,256,613,15431
3717,244,629,15410
3744,217,645,15394
