S,E,I,R
19969,11,20,0
19959,16,22,3
19948,22,22,8
19934,28,24,14
19913,40,30,17
19886,53,43,18
19857,64,54,25
19819,81,68,32
19748,124,80,48
19669,159,110,62
19565,192,162,81
19424,263,202,111
19253,342,273,132
18990,469,357,184
18678,596,490,236
18274,778,629,319
17784,983,816,417
17166,1224,1068,542
16330,1605,1356,709
15402,1932,1747,919
14222,2375,2205,1198
12923,2799,2724,1554
11483,3176,3337,2004
9942,3507,4043,2508
8341,3757,4748,3154
6853,3847,5462,3838
5473,3776,6097,4654
4214,3634,6636,5516
3242,3205,7151,6402
2456,2806,7348,7390
1842,2390,7405,8363
1395,1939,7368,9298
1061,1560,7173,10206
889,1163,6876,11072
714,929,6421,11936
603,734,5912,12751
523,581,5440,13456
479,459,4975,14087
440,373,4491,14696
423,291,4067,15219
423,234,3632,15711
430,189,3280,16101
434,177,2895,16494
454,137,2600,16809
476,126,2305,17093
497,119,2074,17310
510,101,1864,17525
551,91,1661,17697
561,92,1468,17879
603,77,1318,18002
616,70,1172,18142
654,67,1033,18246
719,57,909,18315
770,51,811,18368
827,49,713,18411
880,62,630,18428
935,52,585,18428
996,50,524,18430
1045,53,467,18435
1084,59,417,18440
1135,50,360,18455
1198,45,324,18433
1253,44,298,18405
1298,46,258,18398
1346,36,245,18373
1409,30,221,18340
1468,29,190,18313
1533,27,165,18275
1580,17,151,18252
1630,18,139,18213
1684,17,129,18170
1732,17,117,18134
1785,19,108,18088
1828,19,92,18061
1877,12,92,18019
1930,13,82,17975
1976,15,79,17930
2037,13,73,17877
2092,12,72,17824
2147,14,69,17770
2215,14,68,17703
2264,14,57,17665
2299,17,48,17636
2352,13,51,17584
2399,12,45,17544
2445,15,40,17500
2494,12,43,17451
2553,13,40,17394
2602,14,37,17347
2642,13,36,17309
2698,7,39,17256
2762,7,34,17197
2815,9,28,17148
2873,9,25,17093
2924,7,25,17044
2976,3,29,16992
3032,4,25,16939
3082,4,19,16895
3131,6,17,16846
3174,7,17,16802
3227,8,12,16753
3260,7,15,16718
3305,7,16,16672
3368,5,18,16609
3406,4,22,16568
3454,3,19,16524
3497,6,17,16480
3538,4,19,16439
3589,2,14,16395
3636,3,14,16347
3689,2,14,16295
3738,3,14,16245
3776,6,15,16203
3819,5,13,16163
3862,1,10,16127
3924,1,8,16067
3953,2,5,16040
3995,2,6,15997
4049,1,5,15945
4099,1,4,15896
4151,1,2,15846
4179,0,3,15818
4229,1,3,15767
4275,1,2,15722
4316,1,2,15681
4371,2,2,15625
4412,1,4,15583
4454,1,1,15544
4497,1,1,15501
4539,1,1,15459
4582,2,0,15416
4618,2,0,15380
4668,1,1,15330
4704,0,2,15294
4743,0,1,15256
4790,0,1,15209
4828,0,1,15171
4875,1,1,15123
4913,0,2,15085
4966,0,2,15032
5020,0,1,14979
5061,0,1,14938
5097,0,1,14902
5145,0,1,14854
5193,0,0,14807
5237,0,0,14763
5274,0,0,14726
5313,0,0,14687
5356,0,0,14644
5399,0,0,14601
5447,0,0,14553
5491,0,0,14509
5532,0,0,14468
5578,0,0,14422
5614,0,0,14386
5649,0,0,14351
5681,0,0,14319
5727,0,0,14273
5766,0,0,14234
5801,0,0,14199
5837,0,0,14163
5870,0,0,14130
5909,0,0,14091
5945,0,0,14055
5996,0,0,14004
6038,0,0,13962
6074,0,0,13926
6122,0,0,13878
6161,0,0,13839
6201,0,0,13799
6237,0,0,13763
6271,0,0,13729
6315,0,0,13685
6356,0,0,13644
6402,0,0,13598
6443,0,0,13557
6487,0,0,13513
6521,0,0,13479
6551,0,0,13449
6595,0,0,13405
6638,0,0,13362
6674,0,0,13326
6715,0,0,13285
6757,0,0,13243
6797,0,0,13203
6836,0,0,13164
6868,0,0,13132
6904,0,0,13096
6943,0,0,13057
6977,0,0,13023
7007,0,0,12993
7030,0,0,12970
7070,0,0,12930
7101,0,0,12899
7136,0,0,12864
7165,0,0,12835
7205,0,0,12795
7246,0,0,12754
7267,0,0,12733
7304,0,0,12696
7329,0,0,12671
7374,0,0,12626
7411,0,0,12589
7433,0,0,12567
7467,0,0,12533
7505,0,0,12495
7540,0,0,12460
7576,0,0,12424
7617,0,0,12383
7659,0,0,12341
7683,0,0,12317
7726,0,0,12274
7761,0,0,12239
7798,0,0,12202
7825,0,0,12175
7866,0,0,12134
7902,0,0,12098
7926,0,0,12074
7959,0,0,12041
7996,0,0,12004
8027,0,0,11973
8059,0,0,11941
8090,0,0,11910
8125,0,0,11875
8158,0,0,11842
8192,0,0,11808
8223,0,0,11777
8262,0,0,11738
8311,0,0,11689
8345,0,0,11655
8368,0,0,11632
8392,0,0,11608
8426,0,0,11574
8450,0,0,11550
8488,0,0,11512
8519,0,0,11481
8551,0,0,11449
8581,0,0,11419
8606,0,0,11394
8635,0,0,11365
8662,0,0,11338
8690,0,0,11310
8722,0,0,11278
8761,0,0,11239
8790,0,0,11210
8816,0,0,11184
8843,0,0,11157
8853,0,0,11147
8884,0,0,11116
8915,0,0,11085
8951,0,0,11049
8984,0,0,11016
9012,0,0,10988
9037,0,0,10963
9071,0,0,10929
9095,0,0,10905
9123,0,0,10877
9152,0,0,10848
9181,0,0,10819
9207,0,0,10793
9236,0,0,10764
9265,0,0,10735
9286,0,0,10714
9320,0,0,10680
9351,0,0,10649
9383,0,0,10617
9417,0,0,10583
9456,0,0,10544
9489,0,0,10511
9524,0,0,10476
9559,0,0,10441
9588,0,0,10412
9617,0,0,10383
9648,0,0,10352
9683,0,0,10317
9715,0,0,10285
9739,0,0,10261
9763,0,0,10237
9793,0,0,10207
9825,0,0,10175
9852,0,0,10148
9879,0,0,10121
9916,0,0,10084
9947,0,0,10053
9973,0,0,10027
10000,0,0,10000
10037,0,0,9963
10071,0,0,9929
10103,0,0,9897
10125,0,0,9875
10156,0,0,9844
10183,0,0,9817
10210,0,0,9790
10226,0,0,9774
10246,0,0,9754
10271,0,0,9729
10305,0,0,9695
10325,0,0,9675
10361,0,0,9639
10392,0,0,9608
10420,0,0,9580
10447,0,0,9553
10480,0,0,9520
10504,0,0,9496
10526,0,0,9474
10554,0,0,9446
10578,0,0,9422
10612,0,0,9388
10641,0,0,9359
10668,0,0,9332
10692,0,0,9308
10724,0,0,9276
10752,0,0,9248
10786,0,0,9214
10805,0,0,9195
10841,0,0,9159
10866,0,0,9134
10902,0,0,9098
10925,0,0,9075
10949,0,0,9051
10971,0,0,9029
11000,0,0,9000
11025,0,0,8975
11056,0,0,8944
11085,0,0,8915
11107,0,0,8893
11132,0,0,8868
11157,0,0,8843
11180,0,0,8820
11205,0,0,8795
11237,0,0,8763
11269,0,0,8731
11284,0,0,8716
11309,0,0,8691
11328,0,0,8672
11353,0,0,8647
11378,0,0,8622
11400,0,0,8600
11418,0,0,8582
11441,0,0,8559
11471,0,0,8529
11490,0,0,8510
11508,0,0,8492
11531,0,0,8469
11559,0,0,8441
11578,0,0,8422
11606,0,0,8394
11632,0,0,8368
11657,0,0,8343
11676,0,0,8324
11700,0,0,8300
11719,0,0,8281
11738,0,0,8262
11766,0,0,8234
11790,0,0,8210
11814,0,0,8186
11834,0,0,8166
11853,0,0,8147
11870,0,0,8130
11887,0,0,8113
11908,0,0,8092
11934,0,0,8066
11956,0,0,8044
11976,0,0,8024
11997,0,0,8003
12014,0,0,7986
12036,0,0,7964
12063,0,0,7937
12091,0,0,7909
12119,0,0,7881
12133,0,0,7867
12159,0,0,7841
12189,0,0,7811
12199,0,0,7801
12224,0,0,7776
12246,0,0,7754
12271,0,0,7729
12296,0,0,7704
12318,0,0,7682
12334,0,0,7666
12347,0,0,7653
12368,0,0,7632
12387,0,0,7613
12409,0,0,7591
12429,0,0,7571
12451,0,0,7549
12467,0,0,7533
12490,0,0,7510
12509,0,0,7491
12533,0,0,7467
12548,0,0,7452
12565,0,0,7435
12587,0,0,7413
12614,0,0,7386
12638,0,0,7362
12660,0,0,7340
12685,0,0,7315
12708,0,0,7292
12728,0,0,7272
12747,0,0,7253
12760,0,0,7240
12775,0,0,7225
12792,0,0,7208
12811,0,0,7189
12841,0,0,7159
12859,0,0,7141
12877,0,0,7123
12898,0,0,7102
12914,0,0,7086
12932,0,0,7068
12949,0,0,7051
12969,0,0,7031
12991,0,0,7009
13014,0,0,6986
13029,0,0,6971
13042,0,0,6958
13059,0,0,6941
13073,0,0,6927
13099,0,0,6901
13120,0,0,6880
13142,0,0,6858
13160,0,0,6840
13188,0,0,6812
13210,0,0,6790
13227,0,0,6773
13241,0,0,6759
13261,0,0,6739
13279,0,0,6721
13296,0,0,6704
13309,0,0,6691
13339,0,0,6661
13361,0,0,6639
13377,0,0,6623
13396,0,0,6604
13411,0,0,6589
13430,0,0,6570
13450,0,0,6550
13466,0,0,6534
13479,0,0,6521
13501,0,0,6499
13521,0,0,6479
13537,0,0,6463
13556,0,0,6444
13581,0,0,6419
13595,0,0,6405
13606,0,0,6394
13619,0,0,6381
13640,0,0,6360
13657,0,0,6343
13674,0,0,6326
13691,0,0,6309
13712,0,0,6288
13731,0,0,6269
13748,0,0,6252
13766,0,0,6234
13779,0,0,6221
13797,0,0,6203
13809,0,0,6191
13834,0,0,6166
13848,0,0,6152
13866,0,0,6134
13889,0,0,6111
13905,0,0,6095
13925,0,0,6075
13947,0,0,6053
13961,0,0,6039
13980,0,0,6020
13997,0,0,6003
14015,0,0,5985
14033,0,0,5967
14047,0,0,5953
14068,0,0,5932
14083,0,0,5917
14098,0,0,5902
14111,0,0,5889
14124,0,0,5876
14141,0,0,5859
14161,0,0,5839
14172,0,0,5828
14195,0,0,5805
14207,0,0,5793
14220,0,0,5780
14231,0,0,5769
14250,0,0,5750
14270,0,0,5730
14287,0,0,5713
14306,0,0,5694
14320,0,0,5680
14332,0,0,5668
14350,0,0,5650
14367,0,0,5633
14384,0,0,5616
14399,0,0,5601
14413,0,0,5587
14426,0,0,5574
14440,0,0,5560
14451,0,0,5549
14466,0,0,5534
14481,0,0,5519
14501,0,0,5499
14515,0,0,5485
14526,0,0,5474
14539,0,0,5461
14555,0,0,5445
14573,0,0,5427
14590,0,0,5410
14604,0,0,5396
14627,0,0,5373
14637,0,0,5363
14648,0,0,5352
14661,0,0,5339
14674,0,0,5326
14694,0,0,5306
14703,0,0,5297
14717,0,0,5283
14732,0,0,5268
14750,0,0,5250
14761,0,0,5239
14776,0,0,5224
14793,0,0,5207
14803,0,0,5197
14820,0,0,5180
