S,E,I,R
19964,16,19,1
19953,20,25,2
19928,41,25,6
19906,51,37,6
19875,58,54,13
19818,95,70,17
19760,121,88,31
19683,159,115,43
19587,196,152,65
19426,280,206,88
19260,332,292,116
18987,482,366,165
18643,620,507,230
18240,792,654,314
17730,1015,820,435
17070,1304,1056,570
16332,1573,1359,736
15379,1958,1701,962
14276,2321,2185,1218
12970,2743,2733,1554
11512,3171,3361,1956
9985,3543,4018,2454
8476,3737,4708,3079
6977,3781,5482,3760
5562,3707,6190,4541
4314,3574,6694,5418
3321,3238,7093,6348
2569,2734,7397,7300
1938,2391,7415,8256
1523,1975,7279,9223
1192,1599,7063,10146
938,1253,6796,11013
757,983,6386,11874
654,745,6009,12592
577,593,5485,13345
523,461,5023,13993
497,402,4501,14600
464,331,4102,15103
449,262,3693,15596
439,215,3314,16032
451,183,2982,16384
467,157,2656,16720
493,135,2365,17007
520,115,2089,17276
562,87,1858,17493
580,89,1652,17679
592,96,1463,17849
623,93,1322,17962
654,92,1162,18092
695,67,1038,18200
736,62,905,18297
776,64,807,18353
841,52,731,18376
899,40,634,18427
940,50,558,18452
1004,46,506,18444
1062,42,447,18449
1122,42,399,18437
1177,39,359,18425
1228,36,330,18406
1293,35,292,18380
1344,30,265,18361
1389,31,229,18351
1449,24,209,18318
1519,19,183,18279
1569,20,166,18245
1608,28,139,18225
1671,17,137,18175
1728,13,135,18124
1778,15,124,18083
1834,18,113,18035
1891,24,102,17983
1948,16,95,17941
2000,15,84,17901
2054,16,72,17858
2095,20,73,17812
2142,13,69,17776
2192,15,62,17731
2239,14,60,17687
2283,8,55,17654
2328,8,52,17612
2382,12,42,17564
2439,9,41,17511
2495,10,37,17458
2551,7,32,17410
2601,10,26,17363
2659,8,24,17309
2704,9,24,17263
2755,5,24,17216
2795,6,21,17178
2850,4,21,17125
2894,6,18,17082
2937,5,21,17037
2987,5,18,16990
3030,10,16,16944
3087,7,15,16891
3122,6,17,16855
3166,6,17,16811
