S,E,I,R
19968,12,17,3
19960,19,15,6
19942,27,25,6
19920,36,31,13
19890,50,44,16
19858,60,61,21
19812,78,76,34
19754,105,94,47
19658,162,114,66
19546,209,160,85
19380,276,231,113
19174,368,307,151
18929,490,374,207
18615,604,502,279
18219,769,671,341
17728,985,833,454
17125,1228,1057,590
16335,1538,1377,750
15441,1862,1709,988
14372,2241,2117,1270
13064,2659,2640,1637
11648,3073,3265,2014
10134,3463,3858,2545
8574,3735,4539,3152
7059,3763,5339,3839
5651,3790,5966,4593
4473,3551,6511,5465
3471,3225,6962,6342
2617,2860,7264,7259
1982,2390,7423,8205
1474,2006,7328,9192
1131,1597,7169,10103
904,1227,6839,11030
730,964,6420,11886
621,742,5944,12693
555,587,5491,13367
508,446,4998,14048
470,381,4559,14590
449,314,4104,15133
443,258,3707,15592
445,211,3340,16004
453,194,2983,16370
467,148,2675,16710
475,141,2367,17017
489,143,2135,17233
526,107,1912,17455
545,102,1690,17663
574,100,1495,17831
604,80,1343,17973
630,85,1198,18087
663,85,1062,18190
714,71,972,18243
753,65,870,18312
799,64,799,18338
830,58,718,18394
874,62,634,18430
929,57,561,18453
977,61,501,18461
1043,56,461,18440
1083,50,420,18447
1141,46,361,18452
1198,38,324,18440
1244,40,290,18426
1313,40,246,18401
1374,33,225,18368
1423,28,211,18338
1478,29,187,18306
1509,31,183,18277
1563,29,163,18245
1618,28,153,18201
1660,32,129,18179
1728,27,122,18123
1777,18,114,18091
1821,13,109,18057
1870,16,101,18013
1927,21,92,17960
1978,15,81,17926
2029,11,73,17887
2080,15,65,17840
2132,19,61,17788
2191,9,70,17730
2254,11,65,17670
2302,13,58,17627
2342,19,53,17586
2398,15,53,17534
2445,16,45,17494
2497,12,42,17449
2543,16,39,17402
2608,6,44,17342
2665,5,41,17289
2705,7,33,17255
2739,6,32,17223
2795,8,28,17169
2852,6,28,17114
2903,3,30,17064
2956,3,26,17015
3010,3,21,16966
3065,3,21,16911
3117,2,17,16864
3162,3,14,16821
3206,7,11,16776
3251,7,13,16729
3306,6,14,16674
3358,6,10,16626
3411,6,10,16573
3460,5,11,16524
3525,4,11,16460
3584,5,10,16401
3652,6,12,16330
3698,5,13,16284
3747,7,11,16235
3797,6,13,16184
3841,8,9,16142
3896,7,11,16086
3943,5,13,16039
3990,5,12,15993
4033,7,12,15948
4085,7,14,15894
4147,6,13,15834
4189,3,16,15792
4248,7,15,15730
4289,4,15,15692
4343,5,15,15637
4384,10,13,15593
4425,9,14,15552
4464,9,17,15510
4515,8,19,15458
4556,7,18,15419
4600,9,19,15372
4630,14,21,15335
4675,15,25,15285
4709,17,24,15250
4745,15,28,15212
4772,16,27,15185
4819,14,29,15138
4863,7,34,15096
4898,12,37,15053
4928,17,38,15017
4961,19,35,14985
4983,21,38,14958
5011,19,38,14932
5054,19,36,14891
5078,15,39,14868
5117,15,37,14831
5134,21,42,14803
5161,17,47,14775
5200,25,43,14732
5219,27,49,14705
5256,24,52,14668
5281,26,52,14641
5307,31,57,14605
5332,36,60,14572
5363,34,60,14543
5398,35,60,14507
5435,28,63,14474
5465,31,62,14442
5491,35,62,14412
