S,E,I,R
19965,15,18,2
19950,22,25,3
19930,33,30,7
19910,38,41,11
19864,64,51,21
19812,93,70,25
19759,119,82,40
19675,154,116,55
19560,200,167,73
19407,286,200,107
19217,372,272,139
18986,453,384,177
18665,600,500,235
18252,802,617,329
17745,992,843,420
17066,1321,1057,556
16223,1665,1367,745
15251,2029,1766,954
14074,2465,2242,1219
12714,2862,2849,1575
11266,3210,3527,1997
9656,3634,4133,2577
8043,3879,4842,3236
6524,3952,5613,3911
5205,3773,6290,4732
4048,3503,6791,5658
3107,3162,7155,6576
2318,2759,7378,7545
1746,2287,7461,8506
1322,1856,7360,9462
1010,1496,7155,10339
810,1175,6803,11212
668,895,6416,12021
553,702,5946,12799
495,531,5466,13508
445,432,4933,14190
416,327,4539,14718
400,252,4111,15237
381,219,3639,15761
377,193,3294,16136
393,154,2922,16531
408,137,2560,16895
426,127,2312,17135
456,108,2042,17394
494,103,1781,17622
516,90,1585,17809
544,80,1397,17979
590,64,1235,18111
639,61,1110,18190
682,60,973,18285
714,55,856,18375
757,49,768,18426
806,56,690,18448
843,55,608,18494
877,50,530,18543
924,40,467,18569
991,40,412,18557
1034,42,364,18560
1089,40,324,18547
1150,41,289,18520
1202,36,256,18506
1251,30,230,18489
1314,29,211,18446
1374,19,197,18410
1435,11,180,18374
1479,20,161,18340
1526,22,148,18304
1586,15,132,18267
1642,13,109,18236
1723,15,99,18163
1775,17,80,18128
1829,12,81,18078
1888,13,72,18027
1947,13,67,17973
2005,10,60,17925
2069,8,51,17872
2129,10,40,17821
2183,5,36,17776
2231,6,33,17730
2280,6,33,17681
2337,5,33,17625
2385,7,25,17583
2436,3,22,17539
2487,1,20,17492
2547,1,18,17434
2616,1,16,17367
2684,3,14,17299
2747,8,15,17230
2801,6,16,17177
2852,4,16,17128
2907,4,16,17073
2965,4,14,17017
3004,6,8,16982
3068,5,5,16922
3121,4,6,16869
3164,1,8,16827
3234,1,6,16759
3278,3,6,16713
3324,1,7,16668
3379,0,6,16615
3417,1,5,16577
3459,3,4,16534
3501,1,6,16492
3551,1,2,16446
3593,0,3,16404
3643,0,2,16355
3690,0,2,16308
3743,0,1,16256
3789,0,0,16211
3840,0,0,16160
3890,0,0,16110
3938,0,0,16062
3988,0,0,16012
4037,0,0,15963
4103,0,0,15897
4145,0,0,15855
4197,0,0,15803
4238,0,0,15762
4276,0,0,15724
4319,0,0,15681
4376,0,0,15624
4422,0,0,15578
4472,0,0,15528
4521,0,0,15479
4568,0,0,15432
4612,0,0,15388
4659,0,0,15341
4698,0,0,15302
4747,0,0,15253
4779,0,0,15221
4819,0,0,15181
4873,0,0,15127
4915,0,0,15085
4948,0,0,15052
4983,0,0,15017
5034,0,0,14966
5071,0,0,14929
5116,0,0,14884
5154,0,0,14846
5194,0,0,14806
5233,0,0,14767
