S,E,I,R
19952,28,20,0
19937,30,33,0
19909,44,40,7
19873,61,50,16
19831,82,63,24
19772,108,84,36
19697,153,95,55
19607,179,139,75
19508,230,165,97
19371,292,229,108
19158,395,313,134
18918,487,414,181
18569,665,526,240
18169,814,680,337
17593,1064,914,429
16935,1319,1175,571
16097,1655,1505,743
15088,2045,1859,1008
13914,2461,2309,1316
12554,2903,2896,1647
11111,3254,3527,2108
9564,3559,4233,2644
8059,3717,4937,3287
6599,3834,5555,4012
5282,3671,6218,4829
4149,3426,6727,5698
3199,3054,7123,6624
2442,2659,7345,7554
1860,2248,7382,8510
1429,1850,7276,9445
1100,1519,7052,10329
871,1215,6696,11218
716,985,6254,12045
609,766,5772,12853
553,590,5332,13525
507,459,4900,14134
498,341,4460,14701
480,280,4026,15214
463,241,3606,15690
460,206,3214,16120
486,171,2897,16446
516,140,2609,16735
508,148,2309,17035
527,131,2046,17296
563,114,1823,17500
597,96,1614,17693
632,81,1447,17840
660,76,1263,18001
701,71,1109,18119
732,72,993,18203
786,74,890,18250
824,71,796,18309
874,66,719,18341
910,64,638,18388
975,54,552,18419
1028,59,495,18418
1060,64,438,18438
1111,55,400,18434
1160,45,378,18417
1206,37,342,18415
1264,28,308,18400
1341,31,265,18363
1385,24,235,18356
1456,23,208,18313
1516,24,184,18276
1580,27,168,18225
1626,24,152,18198
1695,18,147,18140
1749,16,137,18098
1798,17,114,18071
1849,14,102,18035
1921,13,89,17977
1978,16,76,17930
2023,23,71,17883
2067,23,68,17842
2121,14,70,17795
2182,15,54,17749
2231,14,51,17704
2289,9,48,17654
2342,11,46,17601
2398,14,42,17546
2452,8,46,17494
2508,8,41,17443
2568,8,34,17390
2613,8,31,17348
2661,8,27,17304
2706,8,23,17263
2755,7,22,17216
2808,6,21,17165
2873,3,19,17105
2922,4,20,17054
2980,3,18,16999
3027,1,17,16955
3087,2,11,16900
3149,2,8,16841
3202,1,8,16789
3264,2,7,16727
3313,6,5,16676
3365,7,4,16624
3416,4,6,16574
3463,3,8,16526
3519,2,8,16471
3568,1,8,16423
3608,2,9,16381
3659,1,10,16330
3691,2,9,16298
3733,5,9,16253
3796,3,9,16192
3844,1,8,16147
3892,2,5,16101
3928,3,4,16065
3971,2,4,16023
4017,2,4,15977
4062,2,4,15932
4116,2,3,15879
4180,2,3,15815
4226,2,4,15768
4266,1,6,15727
4300,3,6,15691
4340,3,4,15653
4383,3,3,15611
4426,4,3,15567
4469,3,4,15524
4511,3,6,15480
4554,2,7,15437
4594,1,8,15397
4647,0,8,15345
4697,1,7,15295
4746,5,7,15242
4796,4,8,15192
4827,4,7,15162
4882,7,7,15104
4925,5,9,15061
4972,7,7,15014
5020,5,8,14967
