S,E,I,R
19964,16,16,4
19944,27,24,5
19920,37,34,9
19889,54,43,14
19856,63,55,26
19802,90,75,33
19735,115,103,47
19632,174,134,60
19529,217,171,83
19359,299,233,109
19152,395,306,147
18889,503,399,209
18559,639,531,271
18077,875,682,366
17500,1107,917,476
16839,1350,1190,621
15969,1712,1513,806
14898,2167,1911,1024
13725,2524,2429,1322
12326,3001,2975,1698
10841,3363,3622,2174
9268,3665,4338,2729
7709,3785,5123,3383
6248,3770,5839,4143
4872,3698,6459,4971
3762,3444,6912,5882
2912,2986,7288,6814
2204,2537,7474,7785
1725,2060,7440,8775
1311,1720,7259,9710
1015,1388,6974,10623
846,1060,6645,11449
701,864,6177,12258
595,650,5730,13025
519,508,5278,13695
476,400,4826,14298
445,317,4367,14871
438,259,3971,15332
447,213,3517,15823
456,183,3149,16212
466,131,2845,16558
471,124,2527,16878
498,120,2214,17168
516,111,1935,17438
534,113,1707,17646
597,86,1529,17788
610,93,1327,17970
645,85,1186,18084
664,82,1050,18204
712,70,921,18297
761,66,808,18365
802,59,718,18421
862,42,620,18476
917,31,562,18490
980,38,496,18486
1027,48,422,18503
1084,38,370,18508
1138,33,335,18494
1193,40,295,18472
1249,30,270,18451
1295,27,236,18442
1360,32,205,18403
1414,28,186,18372
1462,28,156,18354
1524,26,143,18307
1572,21,137,18270
1631,20,133,18216
1684,25,115,18176
1746,20,112,18122
1794,25,99,18082
1846,22,95,18037
1900,21,87,17992
1966,14,84,17936
2015,14,79,17892
2071,14,67,17848
2129,12,65,17794
2167,12,60,17761
2214,12,52,17722
2266,11,51,17672
2331,10,46,17613
2381,13,41,17565
2447,7,45,17501
2502,8,39,17451
2547,9,36,17408
2599,13,33,17355
2648,17,29,17306
2699,9,34,17258
2742,6,31,17221
2790,8,31,17171
2846,6,30,17118
2898,8,30,17064
2934,10,28,17028
2991,11,28,16970
3051,8,28,16913
3097,11,28,16864
3140,9,29,16822
3197,7,26,16770
3251,9,24,16716
3291,9,27,16673
3346,11,22,16621
3392,8,23,16577
3436,10,19,16535
3467,13,22,16498
3517,12,21,16450
3560,10,23,16407
3603,10,25,16362
3657,7,27,16309
3696,6,28,16270
3740,8,26,16226
3781,12,24,16183
3813,10,29,16148
3849,12,31,16108
3892,10,36,16062
3921,14,36,16029
3962,11,40,15987
4003,14,40,15943
4042,13,40,15905
4077,8,38,15877
4117,12,39,15832
4172,11,35,15782
4214,10,34,15742
4260,11,29,15700
4307,10,34,15649
4347,11,32,15610
4386,7,32,15575
4424,13,33,15530
4460,10,34,15496
4500,14,28,15458
4543,15,31,15411
4584,17,29,15370
4602,15,30,15353
4635,11,33,15321
4667,12,31,15290
4698,13,31,15258
4740,15,30,15215
4771,14,33,15182
4816,15,27,15142
4857,14,28,15101
