S,E,I,R
19963,17,18,2
19946,26,24,4
19930,37,24,9
19899,47,41,13
19860,64,58,18
19798,101,77,24
19723,133,103,41
19637,171,127,65
19523,219,169,89
19354,315,210,121
19199,357,273,171
18985,434,359,222
18720,535,459,286
18355,698,565,382
17879,923,722,476
17330,1133,944,593
16588,1467,1215,730
15698,1770,1605,927
14602,2194,2037,1167
13292,2656,2608,1444
11878,3049,3244,1829
10402,3351,3886,2361
8840,3642,4549,2969
7298,3744,5313,3645
5895,3752,5915,4438
4685,3546,6498,5271
3613,3295,6950,6142
2735,2979,7231,7055
2061,2509,7354,8076
1595,2029,7339,9037
1235,1635,7172,9958
987,1280,6952,10781
800,1029,6500,11671
665,809,6074,12452
578,623,5628,13171
530,481,5163,13826
483,387,4665,14465
451,322,4205,15022
430,252,3798,15520
434,213,3465,15888
431,180,3103,16286
458,151,2742,16649
474,126,2407,16993
481,114,2122,17283
496,108,1881,17515
536,97,1672,17695
570,93,1486,17851
598,81,1323,17998
639,72,1163,18126
679,67,999,18255
718,58,870,18354
746,61,758,18435
789,53,676,18482
842,49,603,18506
883,51,530,18536
937,50,463,18550
990,39,414,18557
1031,36,364,18569
1103,37,316,18544
1156,41,271,18532
1204,44,244,18508
1265,44,214,18477
1328,38,204,18430
1368,35,188,18409
1434,28,172,18366
1495,23,150,18332
1561,20,126,18293
1626,18,110,18246
1689,16,102,18193
1745,16,91,18148
1800,20,83,18097
1864,15,77,18044
1923,17,70,17990
1980,16,65,17939
2035,18,60,17887
2085,19,55,17841
2144,15,54,17787
2212,8,50,17730
2264,9,44,17683
2327,12,41,17620
2370,13,39,17578
2429,11,38,17522
2470,13,33,17484
2516,13,31,17440
2560,18,31,17391
2611,14,38,17337
2661,14,31,17294
2715,11,29,17245
2763,6,30,17201
2812,7,30,17151
2857,7,28,17108
2886,8,25,17081
2924,9,23,17044
2987,11,19,16983
3029,7,21,16943
3078,8,19,16895
3128,7,16,16849
3187,4,17,16792
3241,4,12,16743
3284,4,12,16700
3337,4,13,16646
3392,3,11,16594
3453,3,9,16535
3501,3,10,16486
3555,3,10,16432
3612,2,11,16375
3656,2,10,16332
3699,3,9,16289
3751,2,11,16236
3780,2,13,16205
3830,2,7,16161
3887,1,6,16106
3941,2,6,16051
3971,3,6,16020
4023,4,4,15969
4069,1,6,15924
4124,0,4,15872
4170,1,2,15827
4212,0,3,15785
4258,0,2,15740
4305,0,2,15693
4347,1,1,15651
4396,1,0,15603
4440,1,0,15559
4494,1,0,15505
4533,1,0,15466
4574,1,0,15425
4622,0,1,15377
4672,0,1,15327
4711,0,1,15288
4756,0,1,15243
4807,1,1,15191
4849,0,2,15149
4890,0,2,15108
4930,0,2,15068
4974,0,2,15024
5016,0,1,14983
5048,1,0,14951
5088,1,0,14911
5135,1,0,14864
5177,1,0,14822
5208,1,0,14791
5263,1,0,14736
5301,1,0,14698
5340,1,0,14659
5381,0,1,14618
5429,0,1,14570
5456,0,1,14543
5494,0,1,14505
5547,0,1,14452
5588,1,1,14410
5630,2,2,14366
5675,4,4,14317
5715,3,5,14277
5740,4,5,14251
5773,4,6,14217
5812,2,6,14180
5842,2,5,14151
5877,2,6,14115
5909,4,6,14081
5955,7,6,14032
5987,3,10,14000
6025,4,10,13961
6060,7,10,13923
6090,7,12,13891
6121,9,13,13857
6154,10,17,13819
6177,13,21,13789
6202,13,22,13763
6234,12,21,13733
6275,10,26,13689
6322,7,23,13648
6364,8,23,13605
6401,12,20,13567
6436,11,19,13534
6465,14,21,13500
6513,11,26,13450
6538,18,27,13417
6576,19,30,13375
6604,17,25,13354
6633,21,27,13319
6661,14,37,13288
6686,17,38,13259
6715,16,43,13226
6738,22,48,13192
6759,26,50,13165
6777,26,53,13144
6797,34,54,13115
6819,37,59,13085
6846,37,64,13053
6867,33,69,13031
6884,35,70,13011
6894,37,78,12991
6902,46,73,12979
6920,45,81,12954
6930,43,84,12943
6948,55,89,12908
6961,57,107,12875
6978,74,109,12839
6985,77,123,12815
6994,77,133,12796
7001,81,142,12776
6989,89,161,12761
6979,104,170,12747
6969,117,175,12739
6954,117,200,12729
6931,129,214,12726
6901,135,247,12717
6868,125,284,12723
6837,139,291,12733
6805,145,308,12742
6771,156,311,12762
6723,192,300,12785
6682,200,339,12779
6631,214,357,12798
6573,222,381,12824
6499,229,440,12832
6445,237,475,12843
6365,276,483,12876
6289,297,506,12908
6198,319,504,12979
6080,348,555,13017
5981,351,604,13064
5865,375,647,13113
5759,384,708,13149
5620,421,744,13215
5506,402,815,13277
5369,431,859,13341
5211,452,916,13421
5077,460,960,13503
4929,472,984,13615
4759,500,1014,13727
4598,469,1086,13847
4457,499,1076,13968
4320,487,1109,14084
4188,500,1123,14189
4058,483,1153,14306
3929,475,1195,14401
3793,497,1197,14513
3693,464,1209,14634
3591,444,1203,14762
3500,397,1256,14847
3366,429,1223,14982
3268,405,1241,15086
3168,399,1218,15215
3108,375,1189,15328
3028,382,1173,15417
2958,370,1158,15514
2899,354,1127,15620
2855,350,1091,15704
2810,336,1049,15805
2749,341,1026,15884
2677,347,1019,15957
2671,294,1000,16035
2669,262,948,16121
2676,256,910,16158
2659,229,889,16223
2638,218,854,16290
2626,216,818,16340
2634,208,775,16383
2675,177,741,16407
2671,188,708,16433
2671,194,698,16437
2662,191,674,16473
2662,175,662,16501
2682,185,607,16526
2704,169,584,16543
2742,163,562,16533
2760,158,546,16536
2776,168,512,16544
2798,162,514,16526
2832,154,494,16520
2856,163,480,16501
2875,167,462,16496
2917,145,468,16470
2957,147,462,16434
2990,137,455,16418
3026,141,443,16390
3066,132,440,16362
3098,137,422,16343
3123,135,412,16330
3170,126,404,16300
3199,132,385,16284
3242,124,373,16261
3276,121,365,16238
3322,114,349,16215
3352,114,332,16202
3391,111,311,16187
3437,116,297,16150
3474,112,299,16115
3520,108,289,16083
3572,106,286,16036
3611,97,290,16002
3646,109,288,15957
3681,127,286,15906
3703,140,298,15859
3748,132,306,15814
3772,127,322,15779
3792,122,328,15758
3826,132,316,15726
3863,119,326,15692
3912,112,333,15643
3938,126,315,15621
3991,121,316,15572
4048,119,304,15529
4065,135,305,15495
4109,129,319,15443
4124,147,312,15417
4157,140,330,15373
4195,146,333,15326
4225,146,350,15279
4244,138,375,15243
4276,134,357,15233
4313,132,353,15202
4320,153,361,15166
4351,133,393,15123
4362,163,386,15089
4384,153,398,15065
4418,148,383,15051
4439,145,372,15044
4449,156,370,15025
4455,153,373,15019
4470,169,366,14995
4498,165,383,14954
4523,166,408,14903
4555,163,404,14878
4541,176,394,14889
4545,181,406,14868
4553,182,432,14833
4566,182,443,14809
4579,187,428,14806
4616,190,448,14746
4635,164,472,14729
4653,175,452,14720
4639,196,450,14715
4644,218,453,14685
4644,207,482,14667
4651,225,486,14638
4651,236,484,14629
4618,257,524,14601
4589,246,556,14609
4571,238,563,14628
4555,257,553,14635
4533,265,564,14638
4492,256,590,14662
4453,263,614,14670
4461,277,591,14671
4446,276,593,14685
4434,280,606,14680
4420,273,621,14686
4394,286,629,14691
4399,267,650,14684
4404,250,664,14682
4401,271,655,14673
4401,270,651,14678
4383,270,664,14683
4360,294,661,14685
4314,304,679,14703
4283,301,714,14702
4264,287,741,14708
4253,281,759,14707
4189,298,759,14754
4166,292,770,14772
4143,291,773,14793
4085,307,797,14811
4057,315,791,14837
4024,322,800,14854
4010,328,814,14848
3996,319,829,14856
3947,324,842,14887
3891,339,847,14923
3850,341,864,14945
3826,342,865,14967
3788,336,883,14993
3753,350,875,15022
3717,340,898,15045
3666,335,921,15078
3643,321,899,15137
3613,328,911,15148
3598,326,894,15182
3571,332,881,15216
3566,318,882,15234
3539,323,871,15267
3517,341,857,15285
3478,326,879,15317
3458,307,875,15360
3451,304,859,15386
3421,299,857,15423
3393,297,843,15467
3389,292,852,15467
3379,281,869,15471
3362,286,855,15497
3341,296,835,15528
3333,308,831,15528
3312,296,843,15549
3284,317,819,15580
3288,285,830,15597
3274,301,796,15629
3293,286,793,15628
3282,278,793,15647
3301,256,798,15645
3278,269,766,15687
3272,275,763,15690
3288,256,741,15715
3311,259,715,15715
3329,246,717,15708
3346,260,685,15709
3356,221,724,15699
3384,199,716,15701
3398,238,665,15699
3403,241,663,15693
