S,E,I,R
19965,15,16,4
19950,27,19,4
19934,34,26,6
19906,46,41,7
19879,58,55,8
19825,94,64,17
19749,136,90,25
19657,175,130,38
19537,232,169,62
19410,269,228,93
19214,371,283,132
18974,455,393,178
18673,586,477,264
18284,757,617,342
17786,971,820,423
17154,1233,1064,549
16374,1536,1356,734
15396,1943,1716,945
14325,2305,2159,1211
12984,2747,2726,1543
11519,3164,3344,1973
9972,3535,4025,2468
8331,3808,4825,3036
6803,3888,5561,3748
5419,3762,6268,4551
4217,3538,6839,5406
3179,3236,7221,6364
2423,2769,7458,7350
1828,2323,7566,8283
1408,1867,7513,9212
1101,1459,7255,10185
855,1193,6874,11078
695,929,6420,11956
582,709,5952,12757
502,575,5458,13465
454,461,4929,14156
427,348,4446,14779
407,281,4017,15295
390,236,3574,15800
402,184,3203,16211
441,150,2821,16588
446,142,2485,16927
443,122,2229,17206
472,104,1995,17429
501,101,1754,17644
533,82,1556,17829
563,75,1362,18000
611,61,1222,18106
653,55,1097,18195
691,55,955,18299
727,59,871,18343
794,52,767,18387
852,54,678,18416
891,53,609,18447
946,54,546,18454
989,47,491,18473
1034,36,450,18480
1071,33,398,18498
1115,35,348,18502
1166,34,303,18497
1208,35,260,18497
1260,31,238,18471
1312,25,225,18438
1354,25,195,18426
1414,25,178,18383
1469,30,160,18341
1536,32,143,18289
1570,28,133,18269
1634,26,129,18211
1698,23,120,18159
1739,27,110,18124
1802,22,105,18071
1839,21,95,18045
1888,20,88,18004
1952,16,85,17947
2007,17,77,17899
2052,16,65,17867
2120,13,56,17811
2168,7,52,17773
2228,6,46,17720
2285,8,42,17665
2343,7,40,17610
2398,9,36,17557
2451,7,36,17506
2501,6,34,17459
2548,4,32,17416
2607,7,29,17357
2665,7,24,17304
2712,7,24,17257
2762,5,26,17207
2814,5,23,17158
2852,5,22,17121
2914,5,15,17066
2962,5,15,17018
3005,6,14,16975
3052,7,18,16923
3114,6,17,16863
3153,8,13,16826
3210,7,13,16770
3263,6,14,16717
3314,5,15,16666
3355,4,16,16625
3407,7,14,16572
3453,5,17,16525
3495,6,18,16481
3536,10,13,16441
3578,7,11,16404
3627,6,11,16356
3676,5,8,16311
3719,4,10,16267
3768,4,9,16219
3819,3,6,16172
3857,3,8,16132
3908,3,7,16082
3958,1,8,16033
4019,4,8,15969
4061,2,8,15929
4115,2,7,15876
4161,1,7,15831
4205,1,5,15789
4261,1,5,15733
4291,1,4,15704
4333,1,3,15663
4376,2,3,15619
4419,3,4,15574
4465,4,1,15530
4519,2,3,15476
4558,2,3,15437
4601,1,3,15395
4646,1,2,15351
4684,3,2,15311
4721,3,2,15274
4763,3,2,15232
4805,2,3,15190
4850,0,5,15145
4894,0,5,15101
4941,0,4,15055
4987,1,4,15008
5028,1,5,14966
5076,2,4,14918
5121,4,5,14870
5159,5,5,14831
5202,5,3,14790
5234,5,4,14757
5273,1,7,14719
5300,2,8,14690
5344,3,8,14645
5377,1,10,14612
5417,2,8,14573
5447,1,8,14544
5482,1,7,14510
5528,3,7,14462
5576,3,8,14413
