S,E,I,R
19964,16,15,5
19946,26,20,8
19923,38,28,11
19898,46,42,14
19860,61,61,18
19804,92,74,30
19741,120,101,38
19650,161,125,64
19516,233,165,86
19384,266,237,113
19163,378,303,156
18893,504,397,206
18546,648,545,261
18078,880,697,345
17511,1096,923,470
16843,1352,1181,624
15990,1690,1491,829
14963,2091,1892,1054
13750,2500,2377,1373
12417,2837,3003,1743
10891,3264,3628,2217
9352,3547,4326,2775
7846,3757,4949,3448
6369,3803,5662,4166
5069,3684,6301,4946
3955,3408,6809,5828
3025,3048,7203,6724
2307,2641,7303,7749
1762,2225,7330,8683
1339,1814,7300,9547
1051,1439,7046,10464
839,1130,6613,11418
702,884,6175,12239
594,696,5707,13003
508,552,5267,13673
466,442,4843,14249
454,336,4386,14824
446,249,3983,15322
443,228,3587,15742
443,188,3203,16166
447,171,2854,16528
473,140,2570,16817
485,117,2290,17108
498,117,2032,17353
515,106,1788,17591
547,95,1590,17768
584,92,1407,17917
633,66,1246,18055
668,77,1091,18164
711,69,981,18239
758,61,878,18303
802,57,755,18386
842,56,659,18443
897,54,576,18473
950,46,507,18497
1004,38,451,18507
1064,32,397,18507
1124,33,348,18495
1193,28,319,18460
1250,31,284,18435
1313,31,254,18402
1373,25,226,18376
1410,35,189,18366
1465,27,181,18327
1518,24,162,18296
1559,29,144,18268
1622,25,130,18223
1681,25,120,18174
1740,19,107,18134
1800,22,94,18084
1862,19,92,18027
1908,20,86,17986
1974,16,80,17930
2021,17,64,17898
2075,10,61,17854
2128,14,52,17806
2186,13,44,17757
2258,11,42,17689
2295,10,40,17655
2356,11,34,17599
2401,11,33,17555
2453,9,27,17511
2515,6,27,17452
2571,5,26,17398
2618,6,22,17354
2679,5,19,17297
2742,4,21,17233
2784,2,20,17194
2837,4,14,17145
2898,4,15,17083
2944,1,18,17037
2995,1,17,16987
3056,2,15,16927
3107,4,13,16876
3162,3,13,16822
3209,1,11,16779
3261,0,10,16729
3302,1,9,16688
3343,1,9,16647
3395,2,7,16596
3445,1,8,16546
3495,1,5,16499
3543,0,5,16452
3591,0,3,16406
3629,0,3,16368
3683,0,3,16314
3736,1,3,16260
3778,0,2,16220
3829,0,2,16169
3882,1,2,16115
3932,1,2,16065
3970,1,2,16027
4020,1,2,15977
4076,1,2,15921
4134,2,2,15862
4186,2,2,15810
4234,1,1,15764
4283,1,2,15714
4341,1,2,15656
4382,1,2,15615
4421,1,3,15575
4458,1,3,15538
4512,1,4,15483
4557,0,5,15438
4593,1,3,15403
4638,1,2,15359
4682,1,1,15316
4720,1,1,15278
4773,1,2,15224
4813,1,2,15184
4852,1,3,15144
4895,1,2,15102
4930,1,2,15067
4956,2,2,15040
4998,0,3,14999
5039,1,2,14958
5071,0,3,14926
5110,0,3,14887
5146,1,3,14850
5182,0,4,14814
5210,1,3,14786
5258,1,2,14739
5291,2,2,14705
5325,2,2,14671
5370,2,1,14627
5413,2,0,14585
5467,1,1,14531
5515,1,1,14483
5540,2,1,14457
5575,2,2,14421
5615,0,3,14382
5657,0,2,14341
5702,0,2,14296
5737,0,2,14261
5774,0,2,14224
5812,1,2,14185
5839,0,3,14158
5872,1,3,14124
5903,1,3,14093
5929,0,4,14067
5975,0,2,14023
6009,0,2,13989
6043,0,1,13956
6084,0,1,13915
6123,1,1,13875
6158,2,1,13839
6202,1,2,13795
6242,1,2,13755
6287,1,2,13710
6329,1,2,13668
6361,1,3,13635
6400,3,3,13594
6441,3,4,13552
6481,1,6,13512
6515,1,4,13480
6553,2,4,13441
6585,3,3,13409
6622,4,3,13371
6656,3,4,13337
6692,3,4,13301
6726,3,4,13267
6767,3,4,13226
6799,3,5,13193
6839,4,4,13153
6872,3,5,13120
6897,5,5,13093
6923,4,6,13067
6947,3,7,13043
6980,3,7,13010
7018,3,5,12974
7059,2,4,12935
7093,2,5,12900
7116,5,4,12875
7156,1,6,12837
7195,1,6,12798
7230,5,6,12759
7257,6,6,12731
7300,9,7,12684
7333,11,9,12647
7359,6,14,12621
7385,10,15,12590
7423,11,16,12550
7471,9,19,12501
7492,14,20,12474
7530,13,23,12434
7559,18,24,12399
7594,19,24,12363
7614,20,29,12337
7643,23,29,12305
7669,24,33,12274
7681,34,36,12249
7695,30,47,12228
7705,43,52,12200
7715,43,68,12174
7721,49,79,12151
7723,58,87,12132
7729,65,96,12110
7731,74,104,12091
