S,E,I,R
19961,19,19,1
19946,27,24,3
19928,33,29,10
19902,46,40,12
19857,72,51,20
19809,87,73,31
19743,121,93,43
19657,161,127,55
19553,202,163,82
19394,287,206,113
19186,391,286,137
18949,484,382,185
18616,633,511,240
18220,781,666,333
17713,977,865,445
17028,1268,1130,574
16243,1568,1455,734
15195,2013,1845,947
14042,2463,2248,1247
12749,2820,2834,1597
11229,3273,3501,1997
9672,3597,4161,2570
8121,3819,4859,3201
6619,3893,5531,3957
5258,3714,6254,4774
4091,3457,6836,5616
3100,3143,7168,6589
2320,2688,7423,7569
1753,2269,7436,8542
1360,1842,7303,9495
1040,1493,7037,10430
829,1161,6704,11306
678,896,6279,12147
566,700,5848,12886
499,556,5371,13574
458,426,4916,14200
433,321,4432,14814
420,263,3983,15334
426,215,3531,15828
419,181,3174,16226
417,160,2841,16582
447,130,2540,16883
462,117,2241,17180
484,92,2020,17404
502,97,1794,17607
547,85,1589,17779
602,65,1399,17934
629,73,1222,18076
673,66,1081,18180
715,71,951,18263
758,60,843,18339
812,57,763,18368
858,60,673,18409
906,50,611,18433
954,54,545,18447
1010,48,490,18452
1063,47,432,18458
1116,55,389,18440
1172,45,348,18435
1216,48,311,18425
1265,36,276,18423
1304,32,240,18424
1351,35,212,18402
1417,29,193,18361
1482,17,174,18327
1547,18,150,18285
1610,21,140,18229
1665,25,127,18183
1724,24,119,18133
1787,17,108,18088
1861,17,96,18026
1907,17,88,17988
1965,16,83,17936
2021,20,76,17883
2085,11,72,17832
2139,13,62,17786
2191,16,52,17741
2243,12,47,17698
2284,15,38,17663
2335,12,39,17614
2386,13,35,17566
2442,7,38,17513
2512,8,35,17445
2562,7,33,17398
2610,8,29,17353
2654,9,28,17309
2708,9,25,17258
2761,7,24,17208
2816,5,22,17157
2856,7,19,17118
2906,11,20,17063
2969,7,20,17004
3023,7,21,16949
3079,6,20,16895
3124,3,19,16854
3173,3,16,16808
3233,3,14,16750
3280,3,13,16704
3320,7,13,16660
3368,3,16,16613
3421,3,15,16561
3473,3,12,16512
3525,1,14,16460
3561,3,12,16424
3600,1,11,16388
3646,2,8,16344
3692,3,8,16297
3741,5,9,16245
3798,4,13,16185
3823,6,10,16161
3875,7,10,16108
3926,4,12,16058
3969,3,14,16014
4010,3,13,15974
4058,7,14,15921
4098,4,17,15881
4141,5,13,15841
4183,8,12,15797
4235,8,14,15743
4282,5,15,15698
4329,2,15,15654
4366,2,15,15617
4407,6,11,15576
4447,5,12,15536
4487,8,12,15493
4529,5,14,15452
4564,4,11,15421
4602,4,9,15385
4644,5,5,15346
4696,4,7,15293
4740,2,9,15249
4784,4,7,15205
4819,3,9,15169
4864,5,8,15123
4897,2,10,15091
4933,4,7,15056
4960,3,8,15029
5005,7,8,14980
5045,4,8,14943
5098,4,8,14890
5137,5,8,14850
5169,4,9,14818
5225,3,8,14764
5261,5,7,14727
5303,4,10,14683
5350,4,9,14637
5391,3,9,14597
5434,5,6,14555
5478,5,7,14510
5529,2,8,14461
5574,3,9,14414
5616,3,9,14372
5646,4,9,14341
5687,2,11,14300
5720,5,9,14266
5769,3,12,14216
5793,8,13,14186
5833,12,14,14141
5869,12,17,14102
5911,12,17,14060
5945,12,18,14025
5968,14,21,13997
6008,11,25,13956
6039,15,22,13924
6072,15,26,13887
6106,20,26,13848
6140,21,34,13805
6167,20,40,13773
6190,22,43,13745
6211,18,42,13729
6232,18,42,13708
6257,23,41,13679
6276,25,42,13657
6299,25,47,13629
6334,27,51,13588
6366,29,54,13551
6386,33,59,13522
6426,39,59,13476
6455,46,58,13441
6479,50,70,13401
6513,47,75,13365
6532,48,86,13334
6547,48,97,13308
6564,53,99,13284
6575,53,110,13262
6585,57,117,13241
6566,77,116,13241
6573,72,132,13223
6548,81,139,13232
6541,97,150,13212
6529,119,159,13193
6511,127,176,13186
6491,127,206,13176
6471,133,222,13174
6437,146,237,13180
6428,147,249,13176
6400,170,257,13173
6358,168,287,13187
6316,188,298,13198
6279,182,344,13195
6225,200,368,13207
6186,199,409,13206
6143,205,433,13219
6092,228,448,13232
6025,238,476,13261
5935,272,501,13292
5860,270,540,13330
5774,279,562,13385
5692,288,610,13410
5604,317,623,13456
5526,330,654,13490
5436,339,703,13522
5317,374,709,13600
5178,405,760,13657
5041,445,787,13727
4952,423,831,13794
4822,440,862,13876
4701,448,902,13949
4593,441,939,14027
4475,437,977,14111
4350,433,997,14220
4227,433,1039,14301
4088,435,1062,14415
4002,403,1088,14507
