S,E,I,R
19965,15,15,5
19949,25,17,9
19932,37,21,10
19914,41,30,15
19885,53,40,22
19840,79,53,28
19795,95,74,36
19720,129,101,50
19636,172,124,68
19504,231,170,95
19341,304,224,131
19153,374,300,173
18886,488,402,224
18542,632,538,288
18116,834,669,381
17601,1057,843,499
16941,1319,1109,631
16096,1664,1435,805
15053,2094,1827,1026
13798,2560,2318,1324
12454,2958,2870,1718
10987,3254,3600,2159
9332,3673,4314,2681
7770,3839,5066,3325
6259,3880,5822,4039
4942,3770,6409,4879
3837,3456,6922,5785
2954,3052,7266,6728
2221,2656,7462,7661
1626,2265,7476,8633
1266,1796,7352,9586
949,1414,7129,10508
763,1120,6716,11401
625,845,6251,12279
515,688,5729,13068
463,541,5247,13749
420,425,4786,14369
408,337,4310,14945
407,273,3865,15455
409,207,3501,15883
417,175,3102,16306
422,159,2764,16655
453,121,2476,16950
480,107,2213,17200
502,97,1978,17423
527,91,1755,17627
551,77,1555,17817
590,76,1360,17974
643,72,1201,18084
680,70,1082,18168
736,65,957,18242
773,59,835,18333
821,59,733,18387
870,62,649,18419
920,67,574,18439
977,60,511,18452
1027,48,463,18462
1082,50,400,18468
1146,36,373,18445
1204,24,336,18436
1264,20,306,18410
1301,25,266,18408
1345,31,240,18384
1408,33,204,18355
1451,29,183,18337
1526,25,172,18277
1580,29,158,18233
1622,23,144,18211
1659,23,128,18190
1726,22,128,18124
1793,18,117,18072
1857,12,111,18020
1907,16,107,17970
1974,11,102,17913
2030,24,87,17859
2070,17,80,17833
2114,16,66,17804
2170,19,56,17755
2227,15,47,17711
2282,16,48,17654
2335,20,45,17600
2395,15,42,17548
2442,11,40,17507
2488,12,42,17458
2529,11,37,17423
2577,14,37,17372
2624,12,32,17332
2664,12,30,17294
2711,11,34,17244
2759,14,27,17200
2809,13,30,17148
2870,12,29,17089
2921,12,29,17038
2974,13,33,16980
3020,13,34,16933
3051,12,37,16900
3107,11,31,16851
3135,7,29,16829
3173,7,29,16791
3230,1,32,16737
3281,6,24,16689
3338,7,23,16632
3384,8,21,16587
3429,9,21,16541
3467,6,25,16502
3519,6,26,16449
3570,8,24,16398
3612,12,25,16351
3656,13,23,16308
3703,10,24,16263
3762,9,27,16202
3815,11,27,16147
3854,11,25,16110
3889,15,22,16074
3940,8,27,16025
3986,7,27,15980
4029,12,23,15936
4067,9,25,15899
4107,8,25,15860
4151,6,25,15818
4189,5,26,15780
4238,7,25,15730
4280,5,26,15689
4314,3,25,15658
4372,5,23,15600
4408,7,21,15564
4444,7,22,15527
4492,10,25,15473
4539,6,24,15431
4578,11,20,15391
4622,8,23,15347
4664,7,22,15307
4717,7,23,15253
4763,10,23,15204
4806,9,21,15164
4840,7,18,15135
4874,9,18,15099
4923,8,17,15052
4970,9,16,15005
5013,12,14,14961
5061,11,18,14910
5106,17,18,14859
5150,12,24,14814
5192,8,28,14772
5231,17,22,14730
5265,13,26,14696
5313,16,26,14645
5351,12,30,14607
5395,16,29,14560
5428,19,31,14522
5441,22,34,14503
5473,19,36,14472
5509,21,42,14428
5548,21,40,14391
5582,21,43,14354
5614,21,44,14321
5649,32,36,14283
5675,30,41,14254
5717,35,46,14202
5744,36,50,14170
5785,35,58,14122
5818,31,64,14087
5854,39,65,14042
5880,35,62,14023
5908,36,68,13988
5939,36,76,13949
5954,42,74,13930
5980,40,75,13905
6022,46,72,13860
6047,43,83,13827
6079,40,87,13794
6092,42,92,13774
6105,52,90,13753
6123,59,93,13725
6146,60,100,13694
6155,56,108,13681
6179,49,117,13655
6181,51,129,13639
6197,53,131,13619
6207,70,132,13591
6215,79,132,13574
6209,91,150,13550
6208,96,154,13542
6210,109,161,13520
6206,114,170,13510
6194,113,189,13504
6180,114,211,13495
6146,139,221,13494
6129,142,238,13491
6111,148,260,13481
6111,153,283,13453
6080,176,298,13446
6056,163,324,13457
5999,196,330,13475
5949,213,353,13485
5918,205,383,13494
5851,230,403,13516
5783,249,438,13530
5734,251,466,13549
5685,264,477,13574
5611,274,513,13602
5556,271,546,13627
5492,271,577,13660
5410,298,593,13699
5313,327,641,13719
5225,317,671,13787
5115,330,713,13842
5014,344,740,13902
4928,359,763,13950
4823,370,805,14002
4745,373,820,14062
4646,391,838,14125
4552,385,868,14195
4447,387,914,14252
4349,403,936,14312
4241,414,958,14387
4145,418,971,14466
4053,407,1013,14527
3946,403,1035,14616
3866,388,1026,14720
3732,414,1021,14833
3640,419,1027,14914
3547,420,1042,14991
3465,420,1062,15053
3388,402,1089,15121
3302,374,1110,15214
3218,411,1048,15323
3150,385,1059,15406
3062,392,1045,15501
3032,370,1029,15569
2970,336,1042,15652
2928,336,1004,15732
2886,320,1002,15792
2856,314,964,15866
2806,286,959,15949
2782,294,943,15981
2746,259,924,16071
2742,250,857,16151
2729,238,838,16195
2732,230,782,16256
2725,234,758,16283
2718,233,745,16304
2705,230,722,16343
2686,222,710,16382
2713,202,671,16414
2724,188,637,16451
2733,209,596,16462
2751,194,595,16460
2771,177,587,16465
2792,162,564,16482
2799,163,549,16489
2830,149,542,16479
2871,147,514,16468
2915,140,506,16439
2938,152,479,16431
2981,127,480,16412
3015,128,462,16395
3029,148,427,16396
3056,155,417,16372
3093,157,416,16334
3120,123,413,16344
3158,115,407,16320
3194,116,400,16290
3223,119,388,16270
3270,120,381,16229
3331,111,372,16186
3383,121,360,16136
3437,114,346,16103
3487,112,330,16071
3509,117,328,16046
3550,113,326,16011
3607,104,326,15963
3651,109,300,15940
3714,104,290,15892
3747,107,279,15867
3788,110,266,15836
3833,104,268,15795
3879,95,276,15750
3899,101,267,15733
3967,92,270,15671
3996,122,248,15634
4029,107,270,15594
4073,108,267,15552
4116,111,274,15499
4156,109,280,15455
4187,110,280,15423
4217,108,298,15377
4258,101,302,15339
4299,106,299,15296
4327,100,293,15280
4360,106,300,15234
4388,119,297,15196
4444,102,305,15149
4469,98,300,15133
4496,111,294,15099
4532,133,296,15039
4567,130,308,14995
4588,133,304,14975
4609,147,307,14937
4642,155,315,14888
4665,169,318,14848
4704,161,320,14815
4746,151,331,14772
4771,158,335,14736
4782,170,352,14696
4780,187,378,14655
4795,190,399,14616
4788,213,406,14593
4825,201,423,14551
4829,195,434,14542
4837,185,446,14532
4832,210,462,14496
4801,215,501,14483
4771,219,516,14494
4751,235,519,14495
4754,231,540,14475
4752,226,545,14477
4744,236,533,14487
4729,254,539,14478
4701,253,565,14481
4659,254,587,14500
4635,258,594,14513
4605,250,611,14534
4572,272,630,14526
4520,296,618,14566
4516,262,645,14577
4473,276,672,14579
4423,291,683,14603
4400,286,706,14608
4388,279,708,14625
4346,303,708,14643
4286,328,719,14667
4264,308,754,14674
4229,314,760,14697
4188,301,775,14736
4130,346,761,14763
4081,337,791,14791
4032,324,798,14846
4004,307,816,14873
3951,322,808,14919
3915,330,794,14961
3871,323,809,14997
3822,351,793,15034
3796,341,795,15068
3777,323,807,15093
3752,324,802,15122
3712,332,815,15141
3698,320,819,15163
3677,297,808,15218
3672,288,800,15240
3653,284,812,15251
3635,292,806,15267
3638,274,810,15278
3608,282,803,15307
3610,280,784,15326
3588,289,784,15339
3598,284,787,15331
3619,264,785,15332
3615,265,779,15341
3604,265,768,15363
3603,251,743,15403
3593,257,726,15424
3590,266,720,15424
3610,268,718,15404
3617,257,715,15411
3586,282,698,15434
3589,267,704,15440
3595,266,699,15440
3603,269,693,15435
3623,271,682,15424
3606,261,705,15428
3620,236,726,15418
3638,237,704,15421
3654,229,689,15428
3657,264,671,15408
3673,245,681,15401
3679,241,687,15393
3683,233,695,15389
3694,232,659,15415
3703,215,664,15418
3732,209,664,15395
3731,216,651,15402
3778,208,648,15366
3776,245,622,15357
3760,251,638,15351
3760,254,631,15355
3779,245,655,15321
3833,220,643,15304
3827,235,643,15295
3831,218,653,15298
3842,209,660,15289
3854,218,641,15287
3863,215,641,15281
3866,231,627,15276
3877,222,629,15272
3882,222,616,15280
3881,244,610,15265
3888,249,607,15256
3885,261,619,15235
3875,248,614,15263
3876,248,630,15246
3883,243,635,15239
3891,238,651,15220
3895,259,633,15213
3907,255,626,15212
3912,272,627,15189
3906,265,656,15173
3936,253,672,15139
3920,253,666,15161
3905,248,678,15169
3907,270,667,15156
3894,275,665,15166
3872,290,663,15175
3859,271,687,15183
3832,293,697,15178
3811,298,707,15184
3778,293,727,15202
3746,298,737,15219
3752,291,756,15201
3722,295,757,15226
3723,279,762,15236
3704,287,757,15252
3697,286,750,15267
3696,274,763,15267
3706,271,765,15258
3700,267,756,15277
3698,273,756,15273
3687,274,751,15288
3713,251,762,15274
3708,260,745,15287
3697,260,730,15313
3685,244,738,15333
3679,266,726,15329
3699,257,702,15342
3687,270,693,15350
3675,276,698,15351
3652,276,710,15362
3657,272,726,15345
3660,265,719,15356
3643,272,719,15366
3624,262,712,15402
3619,281,704,15396
3604,297,696,15403
3628,264,723,15385
3628,257,722,15393
3622,262,725,15391
3621,254,723,15402
3612,266,710,15412
3616,241,712,15431
3606,263,698,15433
3600,291,691,15418
3591,275,698,15436
3588,271,704,15437
3588,264,687,15461
3591,264,697,15448
3622,248,690,15440
3620,247,686,15447
3624,250,687,15439
3629,250,680,15441
3636,240,678,15446
3624,252,673,15451
3644,251,664,15441
3678,207,669,15446
3675,221,649,15455
3698,229,620,15453
3702,231,609,15458
3733,201,612,15454
3744,209,595,15452
3762,219,600,15419
3760,210,593,15437
3782,198,610,15410
3771,223,592,15414
3776,227,590,15407
3789,220,590,15401
3793,203,606,15398
3800,207,587,15406
3783,227,580,15410
3789,208,577,15426
3834,181,577,15408
3825,199,560,15416
3842,207,548,15403
3874,198,545,15383
3891,199,548,15362
3900,207,541,15352
3914,224,524,15338
3917,216,534,15333
3938,205,546,15311
3957,192,554,15297
3955,201,552,15292
3943,230,570,15257
3930,245,591,15234
3920,251,596,15233
3924,248,605,15223
3927,241,581,15251
3942,240,565,15253
3919,253,565,15263
3933,242,582,15243
3933,248,589,15230
3936,235,598,15231
3910,273,590,15227
3915,246,618,15221
3907,252,628,15213
3886,255,622,15237
3897,234,619,15250
3883,248,622,15247
3884,225,639,15252
3858,254,637,15251
3886,250,619,15245
3877,268,618,15237
3883,223,641,15253
3863,255,639,15243
3852,262,643,15243
3872,253,634,15241
3876,233,631,15260
3880,251,624,15245
3891,223,644,15242
3896,204,656,15244
3887,225,640,15248
3875,231,648,15246
3862,238,631,15269
3876,224,634,15266
3880,216,632,15272
3870,218,619,15293
3860,216,630,15294
3878,219,624,15279
3870,224,623,15283
3879,228,625,15268
3862,248,618,15272
3847,263,615,15275
3855,217,636,15292
3848,230,624,15298
3857,222,634,15287
3863,244,628,15265
3866,243,635,15256
3869,234,639,15258
3870,246,620,15264
3869,255,627,15249
3878,237,642,15243
3845,253,642,15260
3835,258,646,15261
3825,255,656,15264
3838,258,655,15249
3849,270,633,15248
3840,281,619,15260
3832,268,636,15264
3822,254,649,15275
3814,261,628,15297
3800,251,654,15295
3834,249,653,15264
3865,214,670,15251
3871,228,640,15261
3870,246,630,15254
3868,257,642,15233
3862,236,647,15255
3873,255,621,15251
3870,242,636,15252
3885,213,658,15244
3897,214,643,15246
3890,214,640,15256
3890,243,617,15250
3899,239,637,15225
3892,256,633,15219
3900,223,645,15232
3902,244,627,15227
3924,252,596,15228
3926,242,602,15230
3922,248,615,15215
3948,226,614,15212
3947,237,588,15228
3942,253,621,15184
3948,253,633,15166
3944,240,649,15167
3943,251,642,15164
3934,255,651,15160
3946,243,662,15149
3925,273,651,15151
3922,265,666,15147
3917,270,648,15165
3929,268,640,15163
3916,286,622,15176
3942,258,647,15153
3932,268,658,15142
3930,266,676,15128
3913,273,691,15123
3894,271,697,15138
3897,270,697,15136
3895,263,699,15143
3881,286,686,15147
3872,258,692,15178
3880,252,704,15164
3881,244,720,15155
3894,259,706,15141
3902,264,693,15141
3919,263,710,15108
3920,279,706,15095
3924,269,711,15096
3900,266,722,15112
3883,268,721,15128
3896,256,738,15110
3863,277,740,15120
3827,294,743,15136
3814,283,756,15147
3816,275,747,15162
3776,298,744,15182
3771,284,770,15175
3760,267,775,15198
3760,267,758,15215
3793,257,750,15200
3780,286,707,15227
3752,302,737,15209
3740,321,724,15215
3720,315,724,15241
3716,295,736,15253
3715,281,747,15257
3717,288,735,15260
3691,299,750,15260
3688,291,752,15269
3675,288,746,15291
3672,280,757,15291
3649,269,764,15318
3611,291,749,15349
3593,305,753,15349
3604,273,777,15346
3586,275,794,15345
3611,272,774,15343
3590,275,764,15371
3590,285,764,15361
3595,306,720,15379
3590,283,741,15386
3595,274,719,15412
3588,266,732,15414
3570,271,732,15427
3597,258,744,15401
3598,261,738,15403
3595,260,729,15416
3612,267,718,15403
3616,255,715,15414
3609,273,719,15399
3615,253,700,15432
3621,257,700,15422
3664,225,691,15420
3699,216,688,15397
3707,224,687,15382
3715,249,652,15384
3738,248,645,15369
3743,252,642,15363
3753,236,665,15346
3769,226,667,15338
3779,259,637,15325
3788,240,648,15324
3805,254,639,15302
3798,265,631,15306
3774,274,652,15300
3790,264,664,15282
3812,234,680,15274
3811,229,672,15288
3814,244,671,15271
3819,250,655,15276
3817,243,662,15278
3820,247,649,15284
3819,250,647,15284
3816,252,649,15283
3827,260,640,15273
3833,254,663,15250
