S,E,I,R
19972,8,17,3
19951,26,17,6
19936,28,27,9
19912,38,34,16
19872,59,49,20
19830,85,54,31
19783,102,73,42
19706,133,106,55
19610,173,144,73
19483,238,189,90
19335,284,263,118
19142,375,330,153
18842,540,411,207
18497,670,561,272
18026,895,715,364
17454,1119,940,487
16722,1428,1221,629
15862,1756,1553,829
14782,2173,1961,1084
13521,2613,2479,1387
12121,2963,3139,1777
10640,3295,3790,2275
9016,3631,4523,2830
7449,3816,5237,3498
5977,3848,5924,4251
4724,3634,6542,5100
3676,3342,6888,6094
2821,2966,7169,7044
2150,2479,7370,8001
1651,2098,7299,8952
1275,1720,7135,9870
1008,1344,6903,10745
816,1062,6502,11620
688,815,6106,12391
572,676,5627,13125
513,533,5200,13754
486,423,4714,14377
470,311,4286,14933
452,266,3910,15372
448,218,3534,15800
423,194,3138,16245
455,152,2785,16608
476,138,2424,16962
492,124,2153,17231
512,111,1928,17449
548,90,1734,17628
581,79,1516,17824
621,78,1334,17967
658,79,1182,18081
694,70,1061,18175
748,58,944,18250
799,65,812,18324
837,62,725,18376
877,57,635,18431
927,47,561,18465
968,57,498,18477
1021,56,451,18472
1083,43,403,18471
1151,40,349,18460
1199,32,305,18464
1263,28,280,18429
1325,27,251,18397
1384,24,214,18378
1423,30,189,18358
1478,25,179,18318
1518,27,162,18293
1571,27,152,18250
1621,23,133,18223
1671,20,120,18189
1708,25,111,18156
1761,20,108,18111
1821,16,93,18070
1880,16,89,18015
1937,12,78,17973
1988,14,65,17933
2046,16,57,17881
2103,14,46,17837
2164,10,45,17781
2229,13,36,17722
2279,12,38,17671
2341,8,39,17612
2401,5,42,17552
2440,5,37,17518
2492,10,32,17466
2555,10,32,17403
2595,10,27,17368
2641,12,28,17319
2691,10,26,17273
2733,12,23,17232
2795,13,23,17169
2850,11,22,17117
2906,8,25,17061
2960,9,20,17011
3009,3,25,16963
3050,5,22,16923
3092,7,17,16884
3129,5,18,16848
3189,5,16,16790
3247,3,18,16732
3299,2,18,16681
3339,2,13,16646
3399,4,11,16586
3449,3,10,16538
3488,1,11,16500
3536,1,9,16454
3588,1,7,16404
3640,0,8,16352
3686,1,7,16306
3752,0,6,16242
3809,1,4,16186
3868,1,5,16126
3909,1,4,16086
3951,2,3,16044
