S,E,I,R
19968,12,17,3
19957,19,20,4
19943,26,24,7
19917,45,28,10
19895,53,36,16
19854,76,45,25
19789,109,73,29
19724,136,94,46
19631,175,129,65
19529,203,176,92
19387,258,235,120
19191,359,291,159
18943,491,355,211
18625,647,461,267
18266,761,643,330
17756,1005,794,445
17163,1206,1045,586
16352,1582,1319,747
15442,1905,1709,944
14309,2308,2200,1183
13024,2723,2734,1519
11543,3185,3312,1960
10005,3507,3990,2498
8435,3725,4767,3073
6890,3851,5445,3814
5514,3782,6089,4615
4222,3641,6671,5466
3176,3325,7103,6396
2430,2841,7312,7417
1842,2385,7390,8383
1408,1955,7323,9314
1079,1583,7103,10235
861,1217,6823,11099
709,961,6434,11896
577,782,5969,12672
512,569,5565,13354
467,441,5079,14013
437,348,4634,14581
412,286,4205,15097
431,231,3786,15552
413,200,3404,15983
414,170,3015,16401
429,156,2665,16750
455,132,2357,17056
481,109,2106,17304
501,98,1883,17518
550,84,1665,17701
605,83,1455,17857
630,89,1269,18012
661,76,1155,18108
699,75,1026,18200
733,59,919,18289
768,52,824,18356
819,57,723,18401
866,50,645,18439
916,41,592,18451
962,47,520,18471
1023,41,460,18476
1069,38,408,18485
1117,42,373,18468
1186,38,327,18449
1248,36,294,18422
1305,36,271,18388
1376,30,252,18342
1417,29,220,18334
1474,34,195,18297
1525,24,180,18271
1583,26,155,18236
1643,22,149,18186
1704,24,137,18135
1752,21,129,18098
1811,22,117,18050
1862,25,100,18013
1920,17,97,17966
1990,17,85,17908
2047,16,83,17854
2101,16,79,17804
2148,15,77,17760
2196,17,69,17718
2263,14,68,17655
2320,11,60,17609
2379,12,52,17557
2440,12,48,17500
2481,14,47,17458
2529,13,47,17411
2590,13,47,17350
2639,10,45,17306
2698,6,43,17253
2734,11,43,17212
2772,14,38,17176
2828,13,35,17124
2874,11,33,17082
2926,15,36,17023
2968,16,35,16981
3013,12,34,16941
3073,8,34,16885
3109,10,26,16855
3155,6,24,16815
3207,9,23,16761
3252,13,22,16713
3295,9,27,16669
3331,9,26,16634
3380,14,24,16582
3431,10,28,16531
3473,10,24,16493
3519,6,26,16449
3569,6,25,16400
3603,13,22,16362
3647,14,21,16318
3685,14,21,16280
3723,9,25,16243
3777,8,22,16193
3823,8,19,16150
3863,8,16,16113
3911,7,16,16066
3959,6,16,16019
4002,5,17,15976
4035,6,16,15943
4077,6,15,15902
4131,3,16,15850
4174,2,14,15810
4205,6,13,15776
4249,6,15,15730
4293,6,19,15682
4340,9,16,15635
4386,9,17,15588
4432,11,17,15540
4476,8,17,15499
4527,8,19,15446
4569,13,16,15402
4609,10,18,15363
4645,11,21,15323
4680,8,22,15290
