S,E,I,R
19971,9,19,1
19963,14,17,6
19944,26,21,9
19932,24,33,11
19912,31,40,17
19874,61,41,24
19837,74,55,34
19785,99,72,44
19723,120,97,60
19651,156,110,83
19550,195,148,107
19429,245,193,133
19250,337,244,169
19022,440,332,206
18764,523,451,262
18439,652,590,319
17951,859,777,413
17361,1133,987,519
16649,1425,1236,690
15742,1805,1578,875
14665,2220,2003,1112
13396,2611,2585,1408
12000,3008,3177,1815
10506,3393,3802,2299
8897,3749,4499,2855
7345,3874,5289,3492
5919,3868,5942,4271
4657,3693,6503,5147
3574,3397,6924,6105
2730,2933,7318,7019
2049,2553,7390,8008
1564,2101,7357,8978
1196,1644,7266,9894
977,1287,6986,10750
795,1005,6608,11592
642,793,6144,12421
554,624,5658,13164
481,525,5144,13850
444,396,4658,14502
436,317,4157,15090
442,260,3780,15518
448,208,3401,15943
449,182,3042,16327
467,153,2680,16700
482,140,2385,16993
503,127,2129,17241
533,125,1893,17449
537,124,1671,17668
571,97,1513,17819
620,96,1318,17966
670,94,1171,18065
705,83,1050,18162
733,77,919,18271
790,58,831,18321
841,56,728,18375
895,56,651,18398
933,41,579,18447
988,37,500,18475
1042,39,447,18472
1083,46,400,18471
1145,42,352,18461
1198,44,321,18437
1252,38,286,18424
1302,40,265,18393
1354,33,243,18370
1389,32,209,18370
1456,30,189,18325
1510,28,170,18292
1557,29,163,18251
1610,27,149,18214
1666,25,135,18174
1712,18,129,18141
1764,16,114,18106
1813,21,95,18071
1853,27,92,18028
1913,20,84,17983
1972,20,74,17934
2026,18,66,17890
2064,17,62,17857
2108,17,59,17816
2161,17,50,17772
2225,12,48,17715
2283,5,43,17669
2346,4,38,17612
2404,4,32,17560
2454,4,30,17512
2493,9,27,17471
2551,10,26,17413
2598,7,23,17372
2639,6,27,17328
2697,5,23,17275
2744,5,23,17228
2792,3,20,17185
2834,5,16,17145
2879,4,16,17101
2928,3,16,17053
2979,2,17,17002
3032,1,15,16952
3079,4,9,16908
3115,3,10,16872
3158,2,8,16832
3216,0,7,16777
3265,1,7,16727
3306,2,8,16684
3363,2,7,16628
3414,0,8,16578
