S,E,I,R
19961,19,16,4
19948,23,24,5
19929,34,26,11
19913,44,27,16
19882,57,34,27
19845,77,49,29
19804,93,65,38
19739,122,94,45
19658,158,127,57
19533,216,179,72
19365,308,231,96
19158,403,307,132
18927,484,413,176
18590,645,518,247
18156,828,682,334
17612,1049,887,452
16916,1346,1150,588
16122,1618,1507,753
15115,2022,1864,999
13926,2459,2348,1267
12523,2940,2921,1616
11020,3336,3573,2071
9382,3746,4262,2610
7836,3841,5040,3283
6360,3820,5784,4036
4994,3738,6411,4857
3899,3433,6914,5754
2974,3055,7293,6678
2249,2680,7405,7666
1705,2270,7370,8655
1342,1834,7235,9589
1018,1472,6980,10530
801,1210,6608,11381
667,917,6256,12160
554,702,5820,12924
476,539,5373,13612
432,421,4893,14254
425,324,4465,14786
404,278,4074,15244
397,219,3660,15724
402,184,3246,16168
418,164,2865,16553
441,135,2532,16892
467,120,2247,17166
504,104,1959,17433
548,88,1726,17638
584,83,1526,17807
617,75,1326,17982
654,70,1200,18076
695,76,1043,18186
741,58,923,18278
778,56,820,18346
808,67,726,18399
846,60,657,18437
905,51,588,18456
949,55,524,18472
999,45,469,18487
1052,39,426,18483
1107,30,384,18479
1161,30,345,18464
1213,32,279,18476
1282,35,252,18431
1356,33,224,18387
1398,22,204,18376
1453,14,192,18341
1495,23,168,18314
1529,28,154,18289
1584,24,144,18248
1627,21,137,18215
1669,24,118,18189
1721,22,108,18149
1771,22,100,18107
1829,22,88,18061
1879,23,80,18018
1942,17,71,17970
1997,14,71,17918
2057,13,61,17869
2108,13,56,17823
2160,14,45,17781
2202,10,39,17749
2258,8,40,17694
2325,4,37,17634
2376,7,28,17589
2436,5,28,17531
2491,5,25,17479
2550,7,18,17425
2599,7,18,17376
2644,3,22,17331
2694,5,19,17282
2750,5,18,17227
2799,5,17,17179
2851,3,13,17133
2900,2,14,17084
2948,3,11,17038
2998,3,13,16986
3051,2,12,16935
3102,0,10,16888
3151,0,7,16842
3193,1,7,16799
3239,2,4,16755
3275,0,5,16720
3330,0,4,16666
3372,0,3,16625
3423,0,2,16575
3458,0,1,16541
3503,0,1,16496
3558,0,1,16441
3605,0,1,16394
3652,0,1,16347
3698,0,1,16301
3735,0,1,16264
3778,0,1,16221
3819,0,1,16180
3862,0,0,16138
3906,0,0,16094
3950,0,0,16050
3990,0,0,16010
4030,0,0,15970
4086,0,0,15914
4130,0,0,15870
4173,0,0,15827
4206,0,0,15794
4256,0,0,15744
4303,0,0,15697
4349,0,0,15651
4397,0,0,15603
4439,0,0,15561
4474,0,0,15526
4527,0,0,15473
4564,0,0,15436
4608,0,0,15392
4645,0,0,15355
4685,0,0,15315
4736,0,0,15264
4788,0,0,15212
4839,0,0,15161
4891,0,0,15109
4939,0,0,15061
4987,0,0,15013
5022,0,0,14978
5072,0,0,14928
5112,0,0,14888
5155,0,0,14845
5190,0,0,14810
5237,0,0,14763
5277,0,0,14723
5313,0,0,14687
5354,0,0,14646
5389,0,0,14611
5426,0,0,14574
5467,0,0,14533
5501,0,0,14499
5539,0,0,14461
5574,0,0,14426
5613,0,0,14387
5653,0,0,14347
5694,0,0,14306
5746,0,0,14254
5785,0,0,14215
5820,0,0,14180
5847,0,0,14153
5879,0,0,14121
5922,0,0,14078
5950,0,0,14050
5985,0,0,14015
6016,0,0,13984
6041,0,0,13959
6074,0,0,13926
6114,0,0,13886
6151,0,0,13849
6179,0,0,13821
6224,0,0,13776
6271,0,0,13729
6309,0,0,13691
6334,0,0,13666
6370,0,0,13630
6404,0,0,13596
6438,0,0,13562
6479,0,0,13521
6513,0,0,13487
6554,0,0,13446
6594,0,0,13406
6630,0,0,13370
6672,0,0,13328
6706,0,0,13294
6749,0,0,13251
6790,0,0,13210
6823,0,0,13177
6852,0,0,13148
6894,0,0,13106
6932,0,0,13068
6970,0,0,13030
7018,0,0,12982
7054,0,0,12946
7084,0,0,12916
7115,0,0,12885
7160,0,0,12840
7193,0,0,12807
7236,0,0,12764
7278,0,0,12722
7327,0,0,12673
7352,0,0,12648
7388,0,0,12612
7416,0,0,12584
7453,0,0,12547
7483,0,0,12517
7514,0,0,12486
7554,0,0,12446
7590,0,0,12410
7623,0,0,12377
7648,0,0,12352
7677,0,0,12323
7707,0,0,12293
7748,0,0,12252
7785,0,0,12215
7812,0,0,12188
7847,0,0,12153
7883,0,0,12117
7915,0,0,12085
7943,0,0,12057
7975,0,0,12025
8012,0,0,11988
8049,0,0,11951
8079,0,0,11921
8119,0,0,11881
8158,0,0,11842
8197,0,0,11803
8225,0,0,11775
8266,0,0,11734
8298,0,0,11702
8336,0,0,11664
8372,0,0,11628
8412,0,0,11588
8439,0,0,11561
8475,0,0,11525
8496,0,0,11504
8525,0,0,11475
8563,0,0,11437
8598,0,0,11402
8623,0,0,11377
8657,0,0,11343
8689,0,0,11311
8723,0,0,11277
8749,0,0,11251
8781,0,0,11219
8812,0,0,11188
8845,0,0,11155
8880,0,0,11120
8909,0,0,11091
8941,0,0,11059
8970,0,0,11030
9006,0,0,10994
9033,0,0,10967
9061,0,0,10939
9095,0,0,10905
9120,0,0,10880
9154,0,0,10846
9182,0,0,10818
9208,0,0,10792
9240,0,0,10760
9277,0,0,10723
9304,0,0,10696
9336,0,0,10664
9362,0,0,10638
9390,0,0,10610
9417,0,0,10583
9440,0,0,10560
9461,0,0,10539
9485,0,0,10515
9517,0,0,10483
9549,0,0,10451
9577,0,0,10423
9611,0,0,10389
9630,0,0,10370
9657,0,0,10343
9687,0,0,10313
9709,0,0,10291
9737,0,0,10263
9762,0,0,10238
9788,0,0,10212
9807,0,0,10193
9822,0,0,10178
9849,0,0,10151
9872,0,0,10128
9902,0,0,10098
9934,0,0,10066
9967,0,0,10033
9991,0,0,10009
10024,0,0,9976
10049,0,0,9951
10067,0,0,9933
10084,0,0,9916
10113,0,0,9887
10138,0,0,9862
10156,0,0,9844
10182,0,0,9818
10212,0,0,9788
10237,0,0,9763
10266,0,0,9734
10296,0,0,9704
10318,0,0,9682
10354,0,0,9646
10382,0,0,9618
10413,0,0,9587
10435,0,0,9565
10463,0,0,9537
10485,0,0,9515
10515,0,0,9485
10525,0,0,9475
10554,0,0,9446
10575,0,0,9425
10605,0,0,9395
10639,0,0,9361
10662,0,0,9338
10689,0,0,9311
10714,0,0,9286
10739,0,0,9261
10764,0,0,9236
10788,0,0,9212
10807,0,0,9193
10827,0,0,9173
10858,0,0,9142
10878,0,0,9122
10904,0,0,9096
10925,0,0,9075
10944,0,0,9056
10969,0,0,9031
10992,0,0,9008
11016,0,0,8984
11035,0,0,8965
11055,0,0,8945
11079,0,0,8921
11100,0,0,8900
11123,0,0,8877
11146,0,0,8854
11170,0,0,8830
11190,0,0,8810
11219,0,0,8781
11248,0,0,8752
11273,0,0,8727
11284,0,0,8716
11306,0,0,8694
11340,0,0,8660
11366,0,0,8634
11392,0,0,8608
11411,0,0,8589
11432,0,0,8568
11453,0,0,8547
11475,0,0,8525
11502,0,0,8498
11525,0,0,8475
11554,0,0,8446
11573,0,0,8427
11596,0,0,8404
11616,0,0,8384
11646,0,0,8354
11670,0,0,8330
11692,0,0,8308
11714,0,0,8286
11729,0,0,8271
11754,0,0,8246
11776,0,0,8224
11797,0,0,8203
11817,0,0,8183
11837,0,0,8163
11865,0,0,8135
11895,0,0,8105
11927,0,0,8073
11944,0,0,8056
11965,0,0,8035
11986,0,0,8014
12010,0,0,7990
12029,0,0,7971
12047,0,0,7953
12064,0,0,7936
12093,0,0,7907
12114,0,0,7886
12138,0,0,7862
12149,0,0,7851
12167,0,0,7833
12187,0,0,7813
12211,0,0,7789
12230,0,0,7770
12253,0,0,7747
12280,0,0,7720
12308,0,0,7692
12336,0,0,7664
12366,0,0,7634
12391,0,0,7609
12406,0,0,7594
12421,0,0,7579
12441,0,0,7559
12456,0,0,7544
12476,0,0,7524
12494,0,0,7506
12519,0,0,7481
12545,0,0,7455
12559,0,0,7441
12575,0,0,7425
12595,0,0,7405
12616,0,0,7384
12632,0,0,7368
12657,0,0,7343
12684,0,0,7316
12703,0,0,7297
