S,E,I,R
19971,9,18,2
19957,20,20,3
19944,26,22,8
19919,38,32,11
19893,47,45,15
19848,76,56,20
19776,107,89,28
19704,147,110,39
19596,202,141,61
19462,257,197,84
19279,325,284,112
19042,436,365,157
18744,572,463,221
18358,709,635,298
17869,948,769,414
17281,1174,1007,538
16528,1444,1331,697
15624,1812,1645,919
14550,2197,2061,1192
13240,2675,2582,1503
11759,3120,3203,1918
10203,3465,3945,2387
8575,3733,4766,2926
7013,3906,5436,3645
5599,3856,6125,4420
4335,3712,6701,5252
3351,3264,7250,6135
2534,2895,7448,7123
1912,2475,7537,8076
1475,1995,7479,9051
1140,1615,7219,10026
897,1264,6922,10917
720,980,6518,11782
602,734,6101,12563
536,574,5617,13273
499,442,5172,13887
448,364,4737,14451
429,291,4257,15023
430,252,3776,15542
432,221,3356,15991
433,179,3012,16376
455,139,2692,16714
472,145,2367,17016
499,122,2124,17255
535,102,1884,17479
573,86,1674,17667
615,81,1490,17814
641,87,1298,17974
699,69,1136,18096
741,58,1012,18189
806,53,901,18240
851,56,801,18292
900,57,704,18339
957,68,616,18359
1004,58,565,18373
1042,62,509,18387
1077,63,461,18399
1115,59,417,18409
1187,53,371,18389
1225,51,330,18394
1269,38,300,18393
1324,31,260,18385
1402,31,228,18339
1459,28,212,18301
1515,24,188,18273
1568,32,161,18239
1600,31,156,18213
1663,34,150,18153
1725,27,138,18110
1783,24,130,18063
1837,15,118,18030
1892,15,102,17991
1939,12,94,17955
1999,15,85,17901
2053,15,78,17854
2102,19,68,17811
2155,15,63,17767
2212,18,52,17718
2263,16,55,17666
2310,13,61,17616
2351,15,57,17577
2404,16,56,17524
2445,17,51,17487
2488,18,50,17444
2551,12,52,17385
2589,18,47,17346
2640,17,48,17295
2697,14,48,17241
2745,11,49,17195
2802,13,47,17138
2857,11,41,17091
2907,9,38,17046
2960,14,34,16992
3002,14,29,16955
3047,15,30,16908
3083,14,32,16871
3141,9,33,16817
3191,12,31,16766
3244,7,32,16717
3295,6,29,16670
3344,4,25,16627
3387,5,24,16584
3432,8,22,16538
3480,6,23,16491
3523,8,22,16447
3571,8,21,16400
3622,8,23,16347
3661,9,27,16303
3697,10,25,16268
3744,9,27,16220
3791,10,27,16172
3840,12,21,16127
3887,12,25,16076
3939,10,29,16022
3981,9,30,15980
4030,10,30,15930
4073,11,28,15888
4103,12,28,15857
4152,16,27,15805
4202,19,23,15756
4238,18,24,15720
4276,15,26,15683
4318,13,25,15644
4367,10,27,15596
4399,8,27,15566
4445,7,28,15520
4492,7,28,15473
4525,10,25,15440
4568,9,27,15396
4618,9,25,15348
4667,11,26,15296
4702,8,29,15261
4746,8,27,15219
4788,5,28,15179
4827,5,25,15143
4873,6,23,15098
4917,6,22,15055
4957,8,21,15014
4998,8,19,14975
5033,9,15,14943
5074,10,18,14898
5118,9,21,14852
5161,10,24,14805
5201,12,22,14765
5237,11,26,14726
5273,12,30,14685
5311,13,33,14643
5341,8,40,14611
5370,13,37,14580
5390,17,35,14558
5426,18,35,14521
5458,17,36,14489
5501,15,39,14445
5525,20,37,14418
5577,17,38,14368
5620,19,34,14327
5647,25,38,14290
5677,30,43,14250
5710,22,52,14216
5748,17,52,14183
5768,28,49,14155
5809,24,52,14115
5850,18,57,14075
5867,28,53,14052
5897,27,58,14018
5920,31,63,13986
5946,35,65,13954
5968,47,69,13916
6005,48,71,13876
6032,48,79,13841
6051,55,87,13807
6083,45,88,13784
6107,41,95,13757
6124,46,92,13738
6134,45,101,13720
6157,39,107,13697
6171,53,97,13679
6181,59,94,13666
6195,58,97,13650
6224,61,109,13606
6223,76,113,13588
6222,82,126,13570
6229,87,141,13543
6229,96,147,13528
6252,77,171,13500
6250,90,177,13483
6247,90,202,13461
6238,115,206,13441
6212,129,228,13431
6185,153,237,13425
6157,160,265,13418
6131,169,280,13420
6093,187,309,13411
6044,198,337,13421
5990,209,373,13428
5961,216,397,13426
5917,221,412,13450
5848,237,442,13473
5780,264,473,13483
5714,283,487,13516
5639,292,497,13572
5569,308,540,13583
5485,331,552,13632
5422,305,601,13672
5310,347,632,13711
5225,336,691,13748
5131,330,727,13812
5018,354,750,13878
4927,355,780,13938
4829,348,821,14002
4713,382,818,14087
4600,395,853,14152
4476,414,877,14233
4356,422,921,14301
4256,409,955,14380
4143,419,985,14453
4034,417,1015,14534
3925,435,1011,14629
3824,436,1031,14709
3745,421,1053,14781
3629,427,1058,14886
3560,397,1058,14985
3475,385,1051,15089
3423,373,1045,15159
3335,389,1040,15236
3248,390,1043,15319
3176,382,1029,15413
3133,359,1023,15485
3107,322,999,15572
3038,335,967,15660
2995,323,959,15723
2953,290,992,15765
2881,317,962,15840
2852,300,936,15912
2831,299,894,15976
2800,288,876,16036
2772,276,853,16099
2762,260,820,16158
2777,236,818,16169
2760,245,784,16211
2756,237,751,16256
2741,227,752,16280
2749,214,704,16333
2751,205,687,16357
2766,195,679,16360
2764,195,659,16382
2787,184,629,16400
2813,171,611,16405
2838,157,612,16393
2848,150,563,16439
2891,158,524,16427
2922,177,488,16413
2951,159,476,16414
3008,142,466,16384
3043,154,434,16369
3080,137,422,16361
3103,125,430,16342
3144,127,424,16305
3166,136,414,16284
3190,132,425,16253
3231,135,410,16224
3227,149,412,16212
3263,143,405,16189
3289,137,409,16165
3330,133,398,16139
3381,131,391,16097
3399,134,386,16081
3435,140,380,16045
3503,136,374,15987
3553,128,359,15960
3577,136,351,15936
3621,131,351,15897
3639,140,353,15868
3659,141,356,15844
3693,150,356,15801
3728,137,369,15766
3753,132,381,15734
3778,150,349,15723
3818,143,355,15684
3858,128,355,15659
3892,132,346,15630
3917,123,359,15601
3941,140,354,15565
3969,142,363,15526
3998,146,363,15493
4024,156,347,15473
4054,153,340,15453
4110,138,354,15398
4140,153,360,15347
4174,149,366,15311
4218,130,367,15285
4217,154,375,15254
4244,150,361,15245
4275,136,370,15219
4298,145,369,15188
4318,150,381,15151
4333,140,388,15139
4343,160,374,15123
4360,158,380,15102
4378,154,385,15083
4401,148,400,15051
4411,173,398,15018
4434,169,401,14996
4457,163,397,14983
4473,160,404,14963
4468,183,396,14953
4485,171,408,14936
4502,166,418,14914
4516,173,407,14904
4528,179,423,14870
4550,181,428,14841
4576,182,433,14809
4596,191,453,14760
4601,187,461,14751
4578,200,459,14763
4595,205,474,14726
4587,218,467,14728
4601,213,480,14706
4625,203,502,14670
4609,221,509,14661
4625,226,536,14613
4623,219,537,14621
4617,219,543,14621
4616,225,533,14626
4595,245,545,14615
4593,243,552,14612
4553,250,571,14626
4538,247,582,14633
4518,260,590,14632
4497,269,629,14605
4459,281,661,14599
4440,273,654,14633
4417,286,646,14651
4386,280,689,14645
4360,283,711,14646
4316,306,712,14666
4266,330,720,14684
4242,300,751,14707
4224,302,752,14722
4179,309,765,14747
4129,306,787,14778
4098,296,792,14814
4054,332,801,14813
3988,368,789,14855
3983,338,822,14857
3967,308,837,14888
3915,324,827,14934
3881,343,812,14964
3863,323,842,14972
3841,343,832,14984
3818,348,836,14998
3769,333,864,15034
3745,335,867,15053
3737,327,863,15073
3696,322,873,15109
3662,315,854,15169
3644,298,877,15181
3608,300,890,15202
3602,294,857,15247
3598,290,832,15280
3610,291,797,15302
3577,305,784,15334
3572,292,768,15368
3554,291,764,15391
3568,283,753,15396
3537,281,754,15428
3535,257,761,15447
3538,266,744,15452
3540,260,748,15452
3534,255,739,15472
3545,266,749,15440
3535,278,739,15448
3526,268,726,15480
3522,253,717,15508
3515,250,733,15502
3533,243,736,15488
3534,282,690,15494
3555,267,687,15491
3546,242,714,15498
3558,238,706,15498
3562,222,692,15524
3549,239,666,15546
3577,238,667,15518
3585,245,658,15512
3603,235,650,15512
3613,233,647,15507
3632,221,639,15508
3663,225,636,15476
3688,218,634,15460
3691,250,621,15438
3691,235,634,15440
3679,251,643,15427
3696,261,655,15388
3672,270,653,15405
3665,274,655,15406
3708,265,643,15384
3707,245,678,15370
3730,223,714,15333
3737,253,677,15333
3746,248,666,15340
3740,252,667,15341
3710,277,672,15341
3720,258,691,15331
3708,243,713,15336
3700,244,691,15365
3705,245,678,15372
3717,246,671,15366
3717,266,646,15371
3734,262,635,15369
3725,267,650,15358
3720,268,651,15361
3750,251,654,15345
3737,250,663,15350
3775,223,677,15325
3780,231,663,15326
3782,239,671,15308
3788,236,672,15304
3785,254,657,15304
3787,258,670,15285
3795,275,657,15273
3787,264,685,15264
3761,271,694,15274
3743,273,691,15293
3728,270,693,15309
3706,270,700,15324
3696,258,747,15299
3683,267,741,15309
3644,250,766,15340
3624,274,731,15371
3626,273,712,15389
3614,264,709,15413
3618,258,707,15417
3588,281,702,15429
3568,280,702,15450
3589,260,708,15443
3609,243,716,15432
3607,258,709,15426
3602,260,691,15447
3604,268,707,15421
3587,279,720,15414
3593,270,728,15409
3572,282,735,15411
3559,288,742,15411
3569,286,732,15413
3589,263,739,15409
3612,254,735,15399
3597,254,732,15417
3606,238,727,15429
3605,240,728,15427
3603,244,717,15436
3591,248,704,15457
3589,244,702,15465
3573,250,698,15479
3574,248,687,15491
3586,231,685,15498
3576,229,694,15501
3571,232,670,15527
3568,220,670,15542
3577,222,641,15560
3587,219,631,15563
3601,220,638,15541
3604,230,610,15556
3633,199,621,15547
3656,204,611,15529
3649,227,597,15527
3685,208,605,15502
3703,217,589,15491
3738,182,595,15485
3735,193,591,15481
3734,215,581,15470
3752,200,577,15471
3778,199,578,15445
3781,209,576,15434
3789,207,594,15410
3804,194,598,15404
3832,186,580,15402
3848,186,562,15404
3855,193,544,15408
3865,207,533,15395
3878,201,511,15410
3904,194,511,15391
3936,186,516,15362
3958,187,500,15355
3962,190,488,15360
3981,197,479,15343
4009,195,501,15295
4011,198,502,15289
4020,212,511,15257
4036,204,534,15226
4044,223,511,15222
4065,206,518,15211
4073,218,518,15191
4090,197,540,15173
4092,205,541,15162
4115,203,534,15148
4119,218,536,15127
4126,207,561,15106
4121,230,551,15098
4110,232,559,15099
4091,232,595,15082
4077,236,585,15102
4077,238,593,15092
