S,E,I,R
19961,19,15,5
19945,26,22,7
19929,34,24,13
19902,47,35,16
19867,64,44,25
19825,88,53,34
19765,112,79,44
19690,142,106,62
19588,188,149,75
19473,233,191,103
19323,290,260,127
19112,396,324,168
18830,522,429,219
18488,665,556,291
18003,906,724,367
17419,1163,941,477
16649,1463,1245,643
15734,1781,1647,838
14610,2199,2078,1113
13374,2621,2550,1455
11962,3011,3170,1857
10484,3361,3802,2353
8944,3652,4492,2912
7462,3750,5189,3599
6101,3737,5827,4335
4791,3651,6403,5155
3677,3435,6826,6062
2839,3015,7163,6983
2187,2525,7370,7918
1657,2045,7440,8858
1290,1694,7299,9717
987,1376,6983,10654
812,1047,6667,11474
682,831,6231,12256
590,657,5733,13020
527,530,5249,13694
486,403,4799,14312
489,312,4352,14847
458,278,3922,15342
440,228,3514,15818
446,164,3168,16222
459,150,2866,16525
473,142,2530,16855
481,133,2271,17115
503,116,2013,17368
532,98,1782,17588
547,94,1567,17792
596,89,1370,17945
656,78,1204,18062
692,79,1087,18142
756,72,961,18211
807,67,840,18286
844,71,756,18329
879,67,666,18388
921,65,590,18424
981,51,519,18449
1025,54,465,18456
1082,52,411,18455
1137,47,367,18449
1189,43,339,18429
1239,45,312,18404
1299,32,289,18380
1349,40,248,18363
1418,34,231,18317
1483,36,211,18270
1534,26,186,18254
1588,18,167,18227
1645,29,150,18176
1695,27,138,18140
1753,24,124,18099
1806,16,113,18065
1863,13,99,18025
1921,21,88,17970
1980,18,83,17919
2034,20,74,17872
2073,19,71,17837
2139,14,68,17779
2178,13,65,17744
2239,15,62,17684
2292,14,58,17636
2345,11,56,17588
2402,9,44,17545
2452,11,41,17496
2503,8,40,17449
2558,8,36,17398
2595,11,33,17361
2648,10,30,17312
2701,8,22,17269
2749,6,19,17226
2803,11,16,17170
2852,7,21,17120
2904,5,18,17073
2950,8,15,17027
3002,10,15,16973
3051,7,16,16926
3102,4,15,16879
3161,5,13,16821
3203,4,15,16778
3240,6,13,16741
3294,7,13,16686
