S,E,I,R
19964,16,17,3
19944,28,24,4
19922,42,31,5
19890,55,48,7
19847,78,63,12
19784,106,83,27
19710,140,108,42
19604,189,148,59
19489,240,184,87
19310,339,236,115
19097,434,313,156
18811,560,421,208
18468,705,551,276
18048,846,745,361
17456,1130,917,497
16746,1419,1183,652
15810,1837,1517,836
14732,2188,2020,1060
13482,2607,2522,1389
12119,2965,3115,1801
10611,3368,3740,2281
9021,3694,4431,2854
7502,3842,5157,3499
6022,3880,5828,4270
4703,3727,6496,5074
3612,3439,6980,5969
2719,3034,7353,6894
2050,2560,7513,7877
1532,2172,7477,8819
1200,1687,7326,9787
934,1311,7069,10686
748,1023,6692,11537
587,838,6214,12361
489,645,5728,13138
440,505,5249,13806
424,382,4778,14416
394,316,4322,14968
399,241,3879,15481
408,195,3455,15942
420,165,3073,16342
439,139,2734,16688
446,124,2443,16987
467,117,2169,17247
485,113,1932,17470
526,87,1723,17664
551,79,1519,17851
580,81,1349,17990
612,75,1213,18100
663,71,1087,18179
712,61,958,18269
747,57,860,18336
783,61,767,18389
834,65,669,18432
886,60,602,18452
938,56,541,18465
978,53,486,18483
1017,57,432,18494
1065,57,385,18493
1112,44,358,18486
1158,49,323,18470
1217,35,281,18467
1267,26,260,18447
1322,24,237,18417
1375,22,213,18390
1435,25,184,18356
1486,25,167,18322
1547,20,157,18276
1610,20,137,18233
1675,16,123,18186
1727,15,116,18142
1790,14,94,18102
1830,18,87,18065
1872,20,79,18029
1924,16,71,17989
1987,12,64,17937
2046,8,63,17883
2111,10,58,17821
2168,11,48,17773
2225,11,40,17724
2284,9,37,17670
2335,9,33,17623
2381,13,31,17575
2424,11,26,17539
2479,7,28,17486
2513,9,28,17450
2566,8,28,17398
2629,8,29,17334
2678,8,30,17284
2722,8,28,17242
2769,11,24,17196
2837,9,26,17128
2885,11,22,17082
2937,8,23,17032
2974,15,19,16992
3029,9,22,16940
3087,9,23,16881
3131,11,23,16835
3177,11,25,16787
3210,8,30,16752
3271,9,29,16691
3320,11,25,16644
3368,6,29,16597
3411,7,27,16555
3458,9,24,16509
3495,9,23,16473
3530,5,25,16440
3574,5,24,16397
3623,6,19,16352
3667,6,17,16310
3707,4,16,16273
3768,6,17,16209
3821,4,18,16157
3882,3,19,16096
3920,3,18,16059
3954,5,15,16026
4003,6,17,15974
4040,7,19,15934
4076,4,19,15901
4111,5,17,15867
4148,7,17,15828
4191,10,17,15782
4227,12,17,15744
4274,8,21,15697
4317,4,24,15655
4352,8,23,15617
4386,10,18,15586
4426,11,18,15545
4453,12,19,15516
4485,11,19,15485
4533,8,24,15435
4570,12,20,15398
4616,14,21,15349
4657,10,26,15307
4695,12,28,15265
4737,13,28,15222
4775,11,28,15186
4825,15,29,15131
4857,17,31,15095
4894,18,30,15058
4931,16,30,15023
4968,17,29,14986
5016,17,30,14937
5048,12,36,14904
5089,13,31,14867
5126,15,35,14824
5175,11,35,14779
5211,11,33,14745
5245,17,30,14708
5288,14,34,14664
5320,18,33,14629
5361,15,32,14592
5384,23,32,14561
5428,20,39,14513
5469,24,37,14470
5506,20,36,14438
5537,23,34,14406
5565,17,38,14380
5587,13,42,14358
5607,17,46,14330
5638,20,51,14291
5670,25,48,14257
5702,25,48,14225
5732,27,47,14194
5753,35,50,14162
5788,33,61,14118
5818,33,62,14087
5850,29,67,14054
5860,40,73,14027
5880,44,81,13995
5898,38,88,13976
5925,34,94,13947
5948,38,85,13929
5984,38,91,13887
6003,47,92,13858
6030,49,97,13824
6052,54,106,13788
6062,64,103,13771
6069,76,111,13744
6085,75,125,13715
6107,84,127,13682
6112,95,136,13657
6120,85,158,13637
6114,92,182,13612
6097,96,196,13611
6091,105,202,13602
6079,112,204,13605
6068,119,221,13592
6057,121,224,13598
6043,131,246,13580
6037,126,267,13570
6021,129,273,13577
5987,159,276,13578
5956,159,311,13574
5935,170,320,13575
5899,180,339,13582
5847,210,361,13582
5798,227,401,13574
5748,239,420,13593
5669,269,453,13609
5605,265,490,13640
5535,282,513,13670
5470,291,555,13684
5399,301,578,13722
5309,321,593,13777
5227,326,631,13816
5150,334,647,13869
5076,322,697,13905
4986,332,723,13959
4911,340,736,14013
4811,338,744,14107
4717,341,759,14183
4629,338,778,14255
4540,345,803,14312
4435,364,817,14384
4353,382,812,14453
4254,387,830,14529
4165,367,873,14595
4070,363,898,14669
3987,350,932,14731
3897,360,920,14823
3810,388,908,14894
3718,382,917,14983
3640,377,929,15054
3577,358,917,15148
3518,336,923,15223
3461,316,914,15309
3401,315,916,15368
3360,301,921,15418
3301,312,900,15487
3267,301,906,15526
3231,279,901,15589
3193,291,864,15652
3173,261,856,15710
3137,278,830,15755
3107,264,818,15811
3094,260,801,15845
3088,250,793,15869
3066,251,762,15921
3059,240,733,15968
3035,246,718,16001
3045,232,703,16020
3041,206,692,16061
3024,226,667,16083
3021,209,655,16115
3021,204,633,16142
3031,177,632,16160
3038,199,603,16160
3056,173,597,16174
3078,166,582,16174
3074,170,575,16181
3089,164,571,16176
3115,141,584,16160
3133,157,565,16145
3141,162,566,16131
3132,164,552,16152
3148,168,529,16155
3173,158,530,16139
3179,172,500,16149
3214,174,492,16120
3245,161,497,16097
3252,167,485,16096
3264,160,493,16083
3261,157,465,16117
3274,150,458,16118
3313,144,434,16109
3352,133,418,16097
3395,128,409,16068
3423,144,383,16050
3471,126,390,16013
3515,127,373,15985
3547,127,356,15970
3591,120,355,15934
3608,131,349,15912
3642,132,358,15868
3671,133,348,15848
3700,140,363,15797
3731,127,373,15769
3741,159,360,15740
3753,171,365,15711
3793,157,387,15663
3818,144,407,15631
3843,140,408,15609
3846,144,394,15616
3864,149,391,15596
3897,145,380,15578
3925,139,381,15555
3964,140,381,15515
3996,140,370,15494
4020,131,377,15472
4027,138,380,15455
4061,122,388,15429
4090,135,368,15407
4101,143,365,15391
4126,163,359,15352
4144,153,367,15336
4159,159,372,15310
4202,146,374,15278
4233,155,381,15231
4233,164,375,15228
4270,159,378,15193
4277,176,368,15179
4288,180,392,15140
4310,176,419,15095
4340,169,435,15056
4328,189,447,15036
4344,180,445,15031
4379,172,455,14994
4391,180,446,14983
4400,171,466,14963
4385,194,483,14938
4399,194,496,14911
4398,195,501,14906
4383,201,511,14905
4376,208,516,14900
4366,213,528,14893
4382,206,535,14877
4371,223,533,14873
4369,225,526,14880
4377,214,543,14866
4370,225,539,14866
4382,214,533,14871
4358,237,553,14852
4336,255,553,14856
4310,275,571,14844
4283,266,617,14834
4271,261,621,14847
4247,262,619,14872
4217,256,626,14901
4194,255,632,14919
4180,252,626,14942
4173,256,627,14944
4149,266,637,14948
4148,280,637,14935
4133,260,645,14962
4120,284,661,14935
4114,281,679,14926
4084,289,698,14929
4071,283,705,14941
4067,270,707,14956
4053,295,692,14960
4049,262,733,14956
4024,265,733,14978
4023,267,720,14990
4021,290,716,14973
3987,304,728,14981
3969,280,741,15010
3949,290,746,15015
3926,281,757,15036
3945,264,755,15036
3927,258,753,15062
3901,287,742,15070
3900,301,725,15074
3856,300,744,15100
3837,310,734,15119
3830,290,750,15130
3806,291,767,15136
3780,303,780,15137
3765,296,784,15155
3739,316,777,15168
