S,E,I,R
19967,13,18,2
19950,24,20,6
19927,42,21,10
19911,47,31,11
19886,61,36,17
19850,78,52,20
19808,96,65,31
19759,116,83,42
19685,141,120,54
19585,185,157,73
19454,243,203,100
19286,317,264,133
19072,414,336,178
18788,534,441,237
18397,706,585,312
17896,947,755,402
17309,1182,982,527
16552,1474,1291,683
15617,1833,1678,872
14525,2236,2065,1174
13272,2624,2600,1504
11809,3105,3197,1889
10214,3506,3888,2392
8665,3724,4594,3017
7137,3871,5235,3757
5778,3798,5867,4557
4582,3512,6518,5388
3564,3225,6936,6275
2779,2767,7176,7278
2094,2427,7292,8187
1620,1997,7276,9107
1270,1655,7048,10027
1023,1324,6731,10922
832,1043,6315,11810
696,809,5857,12638
608,625,5468,13299
542,492,5009,13957
489,422,4593,14496
468,376,4107,15049
446,299,3705,15550
451,248,3312,15989
474,187,3003,16336
492,170,2664,16674
517,156,2361,16966
536,148,2129,17187
559,124,1914,17403
575,104,1713,17608
599,97,1526,17778
644,84,1360,17912
693,79,1208,18020
740,85,1086,18089
780,78,958,18184
832,69,855,18244
874,65,769,18292
910,67,684,18339
955,64,613,18368
1015,48,558,18379
1071,44,509,18376
1134,45,448,18373
1176,44,393,18387
1229,46,347,18378
1280,43,312,18365
1328,33,285,18354
1370,35,253,18342
1439,33,227,18301
1495,33,198,18274
1543,34,188,18235
1601,31,173,18195
1658,20,158,18164
1716,17,142,18125
1761,18,126,18095
1821,21,112,18046
1869,22,96,18013
1928,22,81,17969
1973,25,74,17928
2025,18,75,17882
2087,13,73,17827
2137,11,70,17782
2205,11,65,17719
2263,9,57,17671
2321,10,54,17615
2359,11,52,17578
2411,10,52,17527
2457,11,45,17487
2516,7,44,17433
2580,5,36,17379
2637,8,31,17324
2699,7,29,17265
2751,4,31,17214
2786,8,28,17178
2839,12,25,17124
2891,10,25,17074
2951,6,29,17014
3008,5,26,16961
3046,6,25,16923
3100,8,26,16866
3142,5,24,16829
3197,5,21,16777
3243,5,21,16731
3278,2,23,16697
3331,6,23,16640
3381,7,27,16585
3434,7,27,16532
3477,6,27,16490
3530,8,23,16439
3578,9,19,16394
3622,6,23,16349
3675,10,22,16293
3720,9,22,16249
3771,10,22,16197
3809,8,25,16158
3859,3,27,16111
3918,2,22,16058
