S,E,I,R
19963,17,19,1
19949,25,22,4
19925,41,26,8
19904,45,39,12
19874,60,49,17
19831,75,70,24
19756,130,73,41
19674,157,118,51
19555,199,167,79
19401,287,208,104
19205,378,280,137
18959,466,401,174
18615,636,517,232
18214,799,669,318
17656,1058,854,432
16978,1314,1139,569
16132,1643,1479,746
15148,2019,1868,965
13952,2451,2334,1263
12633,2825,2908,1634
11157,3268,3478,2097
9600,3610,4171,2619
8097,3769,4882,3252
6587,3856,5561,3996
5245,3711,6278,4766
4022,3578,6739,5661
3122,3130,7164,6584
2370,2717,7357,7556
1823,2303,7321,8553
1402,1864,7241,9493
1094,1504,6985,10417
876,1190,6631,11303
728,939,6277,12056
615,763,5827,12795
549,592,5377,13482
497,479,4930,14094
454,403,4474,14669
447,276,4094,15183
430,242,3625,15703
428,209,3245,16118
439,172,2922,16467
448,148,2611,16793
469,119,2333,17079
486,119,2030,17365
524,107,1753,17616
560,106,1545,17789
606,86,1376,17932
650,80,1222,18048
686,73,1081,18160
732,75,974,18219
762,73,870,18295
801,72,765,18362
847,59,674,18420
912,46,614,18428
962,47,538,18453
1017,42,475,18466
1068,44,419,18469
1124,37,384,18455
1160,40,340,18460
1208,36,303,18453
1254,40,278,18428
1317,37,242,18404
1375,38,216,18371
1446,30,203,18321
1493,25,177,18305
1539,24,166,18271
1594,28,143,18235
1659,20,132,18189
1725,18,127,18130
1792,16,121,18071
1844,26,100,18030
1890,23,99,17988
1958,20,97,17925
2023,15,90,17872
2077,13,85,17825
2129,14,82,17775
2177,16,78,17729
2232,13,73,17682
2283,11,67,17639
2333,15,66,17586
2388,10,64,17538
2431,12,54,17503
2478,13,47,17462
2518,12,43,17427
2583,7,44,17366
2630,8,34,17328
2678,9,34,17279
2730,5,37,17228
2785,7,32,17176
2838,9,31,17122
2883,6,27,17084
2939,7,25,17029
2992,7,26,16975
3043,4,26,16927
3090,5,24,16881
3140,6,23,16831
3195,5,24,16776
3236,7,20,16737
3281,6,17,16696
3316,5,17,16662
3366,4,16,16614
3406,5,13,16576
3472,7,10,16511
3511,7,9,16473
3558,8,10,16424
3584,11,11,16394
3638,11,12,16339
3689,6,18,16287
3749,4,20,16227
3798,4,19,16179
3842,9,15,16134
3898,9,14,16079
3939,2,20,16039
3984,5,14,15997
4039,7,8,15946
4085,6,8,15901
4138,5,11,15846
4181,6,10,15803
4231,7,9,15753
4287,7,8,15698
4328,8,11,15653
4365,6,12,15617
4409,7,12,15572
4455,4,15,15526
4504,5,16,15475
4552,4,15,15429
4588,1,15,15396
4629,2,13,15356
4672,2,14,15312
4718,4,13,15265
4751,9,12,15228
4793,6,14,15187
4833,9,14,15144
